unique.split,parent.split,host,parent.host
152-SPLIT1,unassigned_region-SPLIT1,152,unassigned_region
315-SPLIT1,152-SPLIT1,315,152
312,315-SPLIT1,312,315
632,312,632,312
419,312,419,312
315-SPLIT3,unassigned_region-SPLIT2,315,unassigned_region
14,315-SPLIT3,14,315
315-SPLIT2,14,315,14
776,14,776,14
282,unassigned_region-SPLIT2,282,unassigned_region
513,282,513,282
694-SPLIT1,152-SPLIT1,694,152
267,152-SPLIT1,267,152
642,unassigned_region-SPLIT3,642,unassigned_region
436,unassigned_region-SPLIT3,436,unassigned_region
831,436,831,436
154,39,154,39
39,831,39,831
811,unassigned_region-SPLIT4,811,unassigned_region
165,unassigned_region-SPLIT4,165,unassigned_region
130,unassigned_region-SPLIT4,130,unassigned_region
86,unassigned_region-SPLIT4,86,unassigned_region
118,39,118,39
191-SPLIT1,118,191,118
893,118,893,118
191-SPLIT2,118,191,118
50,267,50,267
581,unassigned_region-SPLIT5,581,unassigned_region
66,581,66,581
888,unassigned_region-SPLIT5,888,unassigned_region
885,unassigned_region-SPLIT1,885,unassigned_region
694-SPLIT2,unassigned_region-SPLIT1,694,unassigned_region
152-SPLIT2,unassigned_region-SPLIT1,152,unassigned_region
398-SPLIT2,611,398,611
428,398-SPLIT2,428,398
447-SPLIT1,428,447,428
952,79,952,79
79,428,79,428
925-SPLIT1,unassigned_region-SPLIT6,925,unassigned_region
447-SPLIT2,925-SPLIT1,447,925
799-SPLIT1,925-SPLIT1,799,925
447-SPLIT3,925-SPLIT1,447,925
799-SPLIT2,unassigned_region-SPLIT6,799,unassigned_region
925-SPLIT2,799-SPLIT2,925,799
398-SPLIT1,428,398,428
611,152-SPLIT2,611,152
327,unassigned_region-SPLIT1,327,unassigned_region
447-SPLIT4,322-SPLIT2,447,322
322-SPLIT2,327,322,327
685-SPLIT1,307,685,307
307,322-SPLIT2,307,322
685-SPLIT2,307,685,307
322-SPLIT1,307,322,307
188-SPLIT2,327,188,327
110-SPLIT1,188-SPLIT2,110,188
110-SPLIT2,423,110,423
423,188-SPLIT2,423,188
346,423,346,423
809-SPLIT2,346,809,346
275-SPLIT1,809-SPLIT2,275,809
809-SPLIT1,275-SPLIT1,809,275
275-SPLIT2,809-SPLIT2,275,809
110-SPLIT3,423,110,423
681,188-SPLIT2,681,188
188-SPLIT1,681,188,681
110-SPLIT4,681,110,681
188-SPLIT3,327,188,327
unassigned_region-SPLIT1,root,unassigned_region,root
unassigned_region-SPLIT2,152-SPLIT1,unassigned_region,152
unassigned_region-SPLIT3,267,unassigned_region,267
unassigned_region-SPLIT4,39,unassigned_region,39
unassigned_region-SPLIT5,267,unassigned_region,267
unassigned_region-SPLIT6,79,unassigned_region,79
