unique.split,parent.split,host,parent.host
580,unassigned_region-SPLIT1,580,unassigned_region
458-SPLIT1,580,458,580
96-SPLIT1,580,96,580
604,96-SPLIT1,604,96
96-SPLIT2,580,96,580
96-SPLIT3,unassigned_region-SPLIT2,96,unassigned_region
158,unassigned_region-SPLIT2,158,unassigned_region
324,unassigned_region-SPLIT1,324,unassigned_region
458-SPLIT2,unassigned_region-SPLIT1,458,unassigned_region
150,unassigned_region-SPLIT1,150,unassigned_region
402,150,402,150
611,402,611,402
874,unassigned_region-SPLIT3,874,unassigned_region
533,874,533,874
974,unassigned_region-SPLIT3,974,unassigned_region
422,974,422,974
125,974,125,974
unassigned_region-SPLIT1,root,unassigned_region,root
unassigned_region-SPLIT2,580,unassigned_region,580
unassigned_region-SPLIT3,402,unassigned_region,402
