unique.split,parent.split,host,parent.host
789,unassigned_region-SPLIT1,789,unassigned_region
504,789,504,789
122,789,122,789
61,unassigned_region-SPLIT1,61,unassigned_region
165,61,165,61
519,unassigned_region-SPLIT1,519,unassigned_region
285,unassigned_region-SPLIT1,285,unassigned_region
867,unassigned_region-SPLIT1,867,unassigned_region
595,867,595,867
406,unassigned_region-SPLIT2,406,unassigned_region
413,unassigned_region-SPLIT2,413,unassigned_region
174,413,174,413
753,unassigned_region-SPLIT3,753,unassigned_region
215,unassigned_region-SPLIT3,215,unassigned_region
446,867,446,867
910,867,910,867
unassigned_region-SPLIT1,root,unassigned_region,root
unassigned_region-SPLIT2,867,unassigned_region,867
unassigned_region-SPLIT3,413,unassigned_region,413
