unique.split,parent.split,host,parent.host
670,unassigned_region-SPLIT1,670,unassigned_region
86,unassigned_region-SPLIT1,86,unassigned_region
208,unassigned_region-SPLIT1,208,unassigned_region
841,unassigned_region-SPLIT1,841,unassigned_region
430,unassigned_region-SPLIT1,430,unassigned_region
180,430,180,430
204,unassigned_region-SPLIT1,204,unassigned_region
64,unassigned_region-SPLIT2,64,unassigned_region
335,unassigned_region-SPLIT2,335,unassigned_region
50,unassigned_region-SPLIT2,50,unassigned_region
383,50,383,50
161,unassigned_region-SPLIT1,161,unassigned_region
372,161,372,161
516,unassigned_region-SPLIT3,516,unassigned_region
468,516,468,516
334,unassigned_region-SPLIT3,334,unassigned_region
95,161,95,161
219,unassigned_region-SPLIT4,219,unassigned_region
66,unassigned_region-SPLIT4,66,unassigned_region
241,unassigned_region-SPLIT5,241,unassigned_region
165,unassigned_region-SPLIT5,165,unassigned_region
557,165,557,165
164,165,164,165
2,unassigned_region-SPLIT5,2,unassigned_region
530,2,530,2
520,unassigned_region-SPLIT1,520,unassigned_region
118,520,118,520
633,520,633,520
96,520,96,520
79,96,79,96
622,unassigned_region-SPLIT1,622,unassigned_region
unassigned_region-SPLIT1,root,unassigned_region,root
unassigned_region-SPLIT2,204,unassigned_region,204
unassigned_region-SPLIT3,161,unassigned_region,161
unassigned_region-SPLIT4,161,unassigned_region,161
unassigned_region-SPLIT5,520,unassigned_region,520
