unique.split,parent.split,host,parent.host
AR8-SPLIT1,unassigned_region-SPLIT1,AR8,unassigned_region
AR8-SPLIT4,AR9-SPLIT9,AR8,AR9
AR9-SPLIT1,AR8-SPLIT4,AR9,AR8
AR9-SPLIT4,AR8-SPLIT4,AR9,AR8
AR8-SPLIT2,AR9-SPLIT4,AR8,AR9
AR9-SPLIT2,AR8-SPLIT2,AR9,AR8
AI003-SPLIT1,unassigned_region-SPLIT2,AI003,unassigned_region
AI002-SPLIT10,unassigned_region-SPLIT2,AI002,unassigned_region
AI142-SPLIT2,AI002-SPLIT10,AI142,AI002
AI142-SPLIT1,unassigned_region-SPLIT3,AI142,unassigned_region
AI002-SPLIT1,unassigned_region-SPLIT3,AI002,unassigned_region
AI202-SPLIT1,AI004-SPLIT10,AI202,AI004
AI005-SPLIT1,AI004-SPLIT10,AI005,AI004
AI004-SPLIT10,AI142-SPLIT2,AI004,AI142
AI102-SPLIT1,AI004-SPLIT10,AI102,AI004
AI004-SPLIT1,AI102-SPLIT1,AI004,AI102
AI105,AI004-SPLIT10,AI105,AI004
AI052-SPLIT1,AI105,AI052,AI105
AI052-SPLIT2,AI105,AI052,AI105
AI052-SPLIT3,AI105,AI052,AI105
AI052-SPLIT4,AI105,AI052,AI105
AI052-SPLIT5,AI105,AI052,AI105
AI201-SPLIT1,AI004-SPLIT10,AI201,AI004
AI107-SPLIT1,unassigned_region-SPLIT4,AI107,unassigned_region
AI005-SPLIT2,AI107-SPLIT1,AI005,AI107
AI004-SPLIT2,AI107-SPLIT1,AI004,AI107
AI002-SPLIT2,AI107-SPLIT1,AI002,AI107
AI005-SPLIT3,AI107-SPLIT1,AI005,AI107
AI005-SPLIT4,unassigned_region-SPLIT4,AI005,unassigned_region
AI107-SPLIT2,AI001,AI107,AI001
AI002-SPLIT3,AI001,AI002,AI001
AI001,AI201-SPLIT1,AI001,AI201
AI102-SPLIT2,AI001,AI102,AI001
AI002-SPLIT4,AI001,AI002,AI001
AI002-SPLIT5,unassigned_region-SPLIT5,AI002,unassigned_region
AI107-SPLIT3,unassigned_region-SPLIT5,AI107,unassigned_region
AI005-SPLIT5,unassigned_region-SPLIT6,AI005,unassigned_region
