unique.split,parent.split,host,parent.host
AV40,unassigned_region-SPLIT1,AV40,unassigned_region
AV42-SPLIT1,AV40,AV42,AV40
AV42-SPLIT2,AV40,AV42,AV40
AV42-SPLIT3,AV40,AV42,AV40
BT51-SPLIT4,unassigned_region-SPLIT1,BT51,unassigned_region
BT68-SPLIT4,BT51-SPLIT4,BT68,BT51
BT68-SPLIT1,BT51-SPLIT1,BT68,BT51
BT51-SPLIT1,BT68-SPLIT4,BT51,BT68
BT68-SPLIT2,BT51-SPLIT1,BT68,BT51
BT51-SPLIT2,BT68-SPLIT3,BT51,BT68
BT68-SPLIT3,BT51-SPLIT3,BT68,BT51
BT51-SPLIT3,BT68-SPLIT4,BT51,BT68
BT68-SPLIT5,BT51-SPLIT4,BT68,BT51
BT68-SPLIT6,BT51-SPLIT4,BT68,BT51
BU23,unassigned_region-SPLIT1,BU23,unassigned_region
BU18,BU23,BU18,BU23
AR7-SPLIT3,unassigned_region-SPLIT1,AR7,unassigned_region
AR9-SPLIT1,unassigned_region-SPLIT2,AR9,unassigned_region
AI004-SPLIT15,unassigned_region-SPLIT3,AI004,unassigned_region
AI142-SPLIT1,AI004-SPLIT15,AI142,AI004
AI002-SPLIT1,AI004-SPLIT15,AI002,AI004
AI003-SPLIT1,AI004-SPLIT15,AI003,AI004
AI142-SPLIT4,AI004-SPLIT15,AI142,AI004
AI005-SPLIT1,AI002-SPLIT8,AI005,AI002
AI004-SPLIT1,AI002-SPLIT8,AI004,AI002
AI002-SPLIT2,AI004-SPLIT1,AI002,AI004
AI003-SPLIT2,AI004-SPLIT1,AI003,AI004
AI004-SPLIT2,AI002-SPLIT8,AI004,AI002
AI002-SPLIT8,AI142-SPLIT4,AI002,AI142
AI004-SPLIT3,AI002-SPLIT8,AI004,AI002
AI001-SPLIT1,unassigned_region-SPLIT4,AI001,unassigned_region
AI107-SPLIT1,unassigned_region-SPLIT5,AI107,unassigned_region
AI005-SPLIT3,unassigned_region-SPLIT5,AI005,unassigned_region
AI107-SPLIT8,AI005-SPLIT3,AI107,AI005
AI283-SPLIT3,AI107-SPLIT8,AI283,AI107
AI003-SPLIT3,AI283-SPLIT3,AI003,AI283
AI007-SPLIT1,AI283-SPLIT3,AI007,AI283
AI283-SPLIT1,AI201-SPLIT1,AI283,AI201
AI201-SPLIT1,unassigned_region-SPLIT6,AI201,unassigned_region
AI107-SPLIT2,unassigned_region-SPLIT7,AI107,unassigned_region
AI004-SPLIT4,unassigned_region-SPLIT7,AI004,unassigned_region
AI007-SPLIT2,unassigned_region-SPLIT6,AI007,unassigned_region
AI007-SPLIT3,AI283-SPLIT3,AI007,AI283
AI201-SPLIT2,AI007-SPLIT3,AI201,AI007
AI004-SPLIT5,AI007-SPLIT3,AI004,AI007
AI004-SPLIT6,AI283-SPLIT3,AI004,AI283
AI003-SPLIT4,AI283-SPLIT3,AI003,AI283
AI007-SPLIT4,unassigned_region-SPLIT8,AI007,unassigned_region
AI004-SPLIT7,unassigned_region-SPLIT8,AI004,unassigned_region
AI107-SPLIT3,AI004-SPLIT7,AI107,AI004
AI107-SPLIT4,AI004-SPLIT7,AI107,AI004
AI003-SPLIT5,AI004-SPLIT7,AI003,AI004
AI107-SPLIT5,AI004-SPLIT7,AI107,AI004
AI003-SPLIT6,AI004-SPLIT7,AI003,AI004
AI240-SPLIT1,AI004-SPLIT7,AI240,AI004
AI240-SPLIT2,AI004-SPLIT7,AI240,AI004
AI107-SPLIT6,AI240-SPLIT2,AI107,AI240
AI107-SPLIT7,AI004-SPLIT7,AI107,AI004
AI201-SPLIT3,AI004-SPLIT7,AI201,AI004
AI283-SPLIT2,AI004-SPLIT7,AI283,AI004
AI007-SPLIT5,unassigned_region-SPLIT9,AI007,unassigned_region
AI004-SPLIT8,unassigned_region-SPLIT9,AI004,unassigned_region
AI005-SPLIT2,AI107-SPLIT8,AI005,AI107
AI004-SPLIT9,AI107-SPLIT8,AI004,AI107
AI002-SPLIT3,AI005-SPLIT3,AI002,AI005
AI002-SPLIT4,AI001-SPLIT1,AI002,AI001
AI002-SPLIT5,AI001-SPLIT1,AI002,AI001
AI102-SPLIT1,unassigned_region-SPLIT4,AI102,unassigned_region
AI107-SPLIT9,AI001-SPLIT2,AI107,AI001
AI001-SPLIT2,AI002-SPLIT8,AI001,AI002
AI004-SPLIT10,unassigned_region-SPLIT10,AI004,unassigned_region
AI201-SPLIT4,unassigned_region-SPLIT10,AI201,unassigned_region
AI002-SPLIT6,AI001-SPLIT2,AI002,AI001
AI004-SPLIT11,AI001-SPLIT2,AI004,AI001
AI107-SPLIT10,unassigned_region-SPLIT11,AI107,unassigned_region
AI102-SPLIT2,unassigned_region-SPLIT11,AI102,unassigned_region
AI004-SPLIT12,AI102-SPLIT2,AI004,AI102
AI004-SPLIT13,unassigned_region-SPLIT11,AI004,unassigned_region
AI002-SPLIT7,AI001-SPLIT2,AI002,AI001
AI105-SPLIT2,AI001-SPLIT2,AI105,AI001
AI052-SPLIT1,AI105-SPLIT2,AI052,AI105
AI105-SPLIT1,AI052-SPLIT1,AI105,AI052
AI052-SPLIT2,AI105-SPLIT2,AI052,AI105
AI052-SPLIT3,AI105-SPLIT2,AI052,AI105
AI052-SPLIT4,AI105-SPLIT2,AI052,AI105
AI201-SPLIT5,AI001-SPLIT2,AI201,AI001
AI003-SPLIT7,AI002-SPLIT8,AI003,AI002
AI004-SPLIT14,AI002-SPLIT8,AI004,AI002
AI142-SPLIT2,AI002-SPLIT8,AI142,AI002
AI142-SPLIT3,unassigned_region-SPLIT12,AI142,unassigned_region
AI202-SPLIT1,unassigned_region-SPLIT12,AI202,unassigned_region
AI202-SPLIT2,AI004-SPLIT15,AI202,AI004
AI142-SPLIT5,AI202-SPLIT2,AI142,AI202
AI142-SPLIT6,unassigned_region-SPLIT13,AI142,unassigned_region
AI005-SPLIT4,unassigned_region-SPLIT13,AI005,unassigned_region
AI002-SPLIT9,AI202-SPLIT2,AI002,AI202
AI003-SPLIT8,AI202-SPLIT2,AI003,AI202
AI002-SPLIT10,AI202-SPLIT2,AI002,AI202
AI002-SPLIT11,AI004-SPLIT15,AI002,AI004
AJ199,unassigned_region-SPLIT3,AJ199,unassigned_region
AJ6-SPLIT1,AJ199,AJ6,AJ199
AJ86,AJ199,AJ86,AJ199
AJ6-SPLIT2,AJ86,AJ6,AJ86
AA8-SPLIT1,AA45-SPLIT4,AA8,AA45
AA45-SPLIT4,unassigned_region-SPLIT14,AA45,unassigned_region
AA8-SPLIT2,AA45-SPLIT1,AA8,AA45
AA45-SPLIT1,AA8-SPLIT3,AA45,AA8
AA8-SPLIT3,AA45-SPLIT4,AA8,AA45
AA45-SPLIT2,AA8-SPLIT3,AA45,AA8
AA45-SPLIT3,AA8-SPLIT3,AA45,AA8
AA8-SPLIT4,AA45-SPLIT4,AA8,AA45
AA20,AA45-SPLIT4,AA20,AA45
AY5-SPLIT4,unassigned_region-SPLIT14,AY5,unassigned_region
AY44,AY5-SPLIT4,AY44,AY5
AY5-SPLIT1,AY44,AY5,AY44
AY5-SPLIT2,AY44,AY5,AY44
AY5-SPLIT3,AY44,AY5,AY44
AY43,AY5-SPLIT4,AY43,AY5
BA8,unassigned_region-SPLIT14,BA8,unassigned_region
BA16,BA8,BA16,BA8
BA1,unassigned_region-SPLIT15,BA1,unassigned_region
BA3-SPLIT1,BA1,BA3,BA1
BA3-SPLIT2,BA1,BA3,BA1
BA3-SPLIT3,BA1,BA3,BA1
BA4,unassigned_region-SPLIT15,BA4,unassigned_region
BA3-SPLIT4,BA4,BA3,BA4
BA2,BA3-SPLIT4,BA2,BA3
BA3-SPLIT5,BA16,BA3,BA16
BA3-SPLIT6,BA16,BA3,BA16
AO11-SPLIT8,unassigned_region-SPLIT14,AO11,unassigned_region
AO6-SPLIT6,AO11-SPLIT8,AO6,AO11
AO11-SPLIT1,AO6-SPLIT6,AO11,AO6
AO11-SPLIT2,AO6-SPLIT6,AO11,AO6
AO6-SPLIT1,AO11-SPLIT2,AO6,AO11
AO6-SPLIT2,AO11-SPLIT2,AO6,AO11
AO11-SPLIT3,AO6-SPLIT6,AO11,AO6
AO11-SPLIT4,AO6-SPLIT6,AO11,AO6
AO9-SPLIT1,AO6-SPLIT6,AO9,AO6
AO9-SPLIT2,AO6-SPLIT6,AO9,AO6
AO11-SPLIT5,unassigned_region-SPLIT16,AO11,unassigned_region
AO11-SPLIT6,unassigned_region-SPLIT17,AO11,unassigned_region
AO6-SPLIT3,AO11-SPLIT6,AO6,AO11
AO6-SPLIT4,unassigned_region-SPLIT17,AO6,unassigned_region
AO9-SPLIT3,unassigned_region-SPLIT16,AO9,unassigned_region
AO10-SPLIT1,AO9-SPLIT3,AO10,AO9
AO6-SPLIT5,AO9-SPLIT3,AO6,AO9
AO10-SPLIT2,AO6-SPLIT6,AO10,AO6
AO10-SPLIT3,AO6-SPLIT6,AO10,AO6
AO9-SPLIT4,AO6-SPLIT6,AO9,AO6
AO9-SPLIT5,AO6-SPLIT6,AO9,AO6
AO11-SPLIT7,AO6-SPLIT6,AO11,AO6
AO9-SPLIT6,AO6-SPLIT6,AO9,AO6
AO9-SPLIT7,AO6-SPLIT6,AO9,AO6
AO9-SPLIT8,AO6-SPLIT6,AO9,AO6
AO9-SPLIT9,AO6-SPLIT6,AO9,AO6
BP22-SPLIT1,BP45-SPLIT9,BP22,BP45
BP45-SPLIT9,BP22-SPLIT7,BP45,BP22
BP22-SPLIT2,BP45-SPLIT9,BP22,BP45
BP22-SPLIT3,BP45-SPLIT9,BP22,BP45
BP22-SPLIT5,BP45-SPLIT9,BP22,BP45
BP45-SPLIT1,BP22-SPLIT5,BP45,BP22
BP45-SPLIT2,BP22-SPLIT5,BP45,BP22
BP45-SPLIT3,BP22-SPLIT5,BP45,BP22
BP45-SPLIT4,BP22-SPLIT5,BP45,BP22
BP22-SPLIT4,BP45-SPLIT5,BP22,BP45
BP45-SPLIT5,BP22-SPLIT5,BP45,BP22
BP45-SPLIT6,BP22-SPLIT5,BP45,BP22
BP45-SPLIT7,BP22-SPLIT5,BP45,BP22
BP45-SPLIT8,BP22-SPLIT5,BP45,BP22
BP22-SPLIT7,unassigned_region-SPLIT14,BP22,unassigned_region
BP45-SPLIT10,BP22-SPLIT7,BP45,BP22
BP45-SPLIT11,BP22-SPLIT7,BP45,BP22
BP45-SPLIT12,BP22-SPLIT7,BP45,BP22
BP22-SPLIT6,BP45-SPLIT12,BP22,BP45
AS4,unassigned_region-SPLIT14,AS4,unassigned_region
AS3,AS4,AS3,AS4
AU64,unassigned_region-SPLIT14,AU64,unassigned_region
AU62-SPLIT1,AU64,AU62,AU64
AU62-SPLIT2,AU64,AU62,AU64
AB117,AB120,AB117,AB120
AB120,unassigned_region-SPLIT14,AB120,unassigned_region
AW2-SPLIT7,unassigned_region-SPLIT14,AW2,unassigned_region
AW21-SPLIT4,AW2-SPLIT7,AW21,AW2
AW10-SPLIT6,AW21-SPLIT4,AW10,AW21
AW7-SPLIT1,AW35-SPLIT3,AW7,AW35
AW1-SPLIT1,AW7-SPLIT1,AW1,AW7
AW15-SPLIT1,unassigned_region-SPLIT19,AW15,unassigned_region
AW28-SPLIT1,unassigned_region-SPLIT19,AW28,unassigned_region
AW35-SPLIT3,unassigned_region-SPLIT18,AW35,unassigned_region
AW10-SPLIT1,AW35-SPLIT3,AW10,AW35
AW1-SPLIT2,AW35-SPLIT3,AW1,AW35
AW34-SPLIT1,unassigned_region-SPLIT20,AW34,unassigned_region
AW20-SPLIT1,unassigned_region-SPLIT20,AW20,unassigned_region
AW28-SPLIT3,AW1-SPLIT4,AW28,AW1
AW7-SPLIT2,AW20-SPLIT3,AW7,AW20
AW20-SPLIT2,unassigned_region-SPLIT21,AW20,unassigned_region
AW16-SPLIT1,unassigned_region-SPLIT21,AW16,unassigned_region
AW2-SPLIT1,AW20-SPLIT3,AW2,AW20
AW34-SPLIT2,AW2-SPLIT1,AW34,AW2
AW20-SPLIT3,AW28-SPLIT3,AW20,AW28
AW28-SPLIT2,AW20-SPLIT3,AW28,AW20
AW16-SPLIT2,AW28-SPLIT2,AW16,AW28
AW7-SPLIT3,AW20-SPLIT3,AW7,AW20
AW15-SPLIT2,AW20-SPLIT3,AW15,AW20
AW21-SPLIT1,unassigned_region-SPLIT22,AW21,unassigned_region
AW1-SPLIT3,unassigned_region-SPLIT22,AW1,unassigned_region
AW16-SPLIT3,AW28-SPLIT3,AW16,AW28
AW35-SPLIT1,AW28-SPLIT3,AW35,AW28
AW10-SPLIT2,AW28-SPLIT3,AW10,AW28
AW1-SPLIT4,AW35-SPLIT3,AW1,AW35
AW28-SPLIT4,AW35-SPLIT3,AW28,AW35
AW12-SPLIT1,AW35-SPLIT3,AW12,AW35
AW28-SPLIT5,unassigned_region-SPLIT23,AW28,unassigned_region
AW34-SPLIT4,unassigned_region-SPLIT23,AW34,unassigned_region
AW21-SPLIT2,AW34-SPLIT4,AW21,AW34
AW34-SPLIT3,AW21-SPLIT2,AW34,AW21
AW10-SPLIT3,unassigned_region-SPLIT23,AW10,unassigned_region
AW13-SPLIT1,AW9-SPLIT1,AW13,AW9
AW9-SPLIT1,unassigned_region-SPLIT24,AW9,unassigned_region
AW4-SPLIT1,AW9-SPLIT1,AW4,AW9
AW10-SPLIT4,AW9-SPLIT1,AW10,AW9
AW13-SPLIT3,unassigned_region-SPLIT24,AW13,unassigned_region
AW21-SPLIT3,unassigned_region-SPLIT25,AW21,unassigned_region
AW27,unassigned_region-SPLIT25,AW27,unassigned_region
AW13-SPLIT2,unassigned_region-SPLIT26,AW13,unassigned_region
AW4-SPLIT2,unassigned_region-SPLIT26,AW4,unassigned_region
AW4-SPLIT3,AW2-SPLIT5,AW4,AW2
AW2-SPLIT5,unassigned_region-SPLIT26,AW2,unassigned_region
AW2-SPLIT2,AW8,AW2,AW8
AW8,AW2-SPLIT5,AW8,AW2
AW2-SPLIT3,AW8,AW2,AW8
AW2-SPLIT4,AW8,AW2,AW8
AW9-SPLIT2,AW27,AW9,AW27
AW18-SPLIT2,unassigned_region-SPLIT24,AW18,unassigned_region
AW4-SPLIT4,AW18-SPLIT2,AW4,AW18
AW12-SPLIT2,AW18-SPLIT2,AW12,AW18
AW12-SPLIT3,AW18-SPLIT2,AW12,AW18
AW18-SPLIT1,AW12-SPLIT3,AW18,AW12
AW34-SPLIT5,unassigned_region-SPLIT24,AW34,unassigned_region
AW20-SPLIT4,AW35-SPLIT3,AW20,AW35
