unique.split,parent.split,host,parent.host
BJ30-SPLIT1,unassigned_region-SPLIT1,BJ30,unassigned_region
BJ28-SPLIT2,unassigned_region-SPLIT1,BJ28,unassigned_region
BJ30-SPLIT2,unassigned_region-SPLIT2,BJ30,unassigned_region
BB45-SPLIT6,unassigned_region-SPLIT2,BB45,unassigned_region
BB44,BB45-SPLIT6,BB44,BB45
BB29-SPLIT2,BB44,BB29,BB44
BB1-SPLIT1,unassigned_region-SPLIT3,BB1,unassigned_region
BB45-SPLIT1,unassigned_region-SPLIT3,BB45,unassigned_region
BB41-SPLIT1,BB29-SPLIT2,BB41,BB29
BB45-SPLIT2,BB29-SPLIT2,BB45,BB29
BB1-SPLIT5,unassigned_region-SPLIT4,BB1,unassigned_region
BB31-SPLIT1,unassigned_region-SPLIT5,BB31,unassigned_region
BB41-SPLIT2,unassigned_region-SPLIT5,BB41,unassigned_region
BB31-SPLIT2,BB1-SPLIT5,BB31,BB1
BB1-SPLIT2,BB31-SPLIT2,BB1,BB31
BB41-SPLIT3,BB31-SPLIT2,BB41,BB31
BB1-SPLIT3,BB31-SPLIT2,BB1,BB31
BB1-SPLIT4,BB31-SPLIT2,BB1,BB31
BB31-SPLIT3,BB1-SPLIT5,BB31,BB1
BB29-SPLIT1,BB1-SPLIT5,BB29,BB1
BB31-SPLIT4,BB1-SPLIT5,BB31,BB1
BB31-SPLIT5,unassigned_region-SPLIT4,BB31,unassigned_region
BB41-SPLIT4,BB29-SPLIT2,BB41,BB29
BB45-SPLIT3,BB29-SPLIT2,BB45,BB29
BB45-SPLIT4,BB29-SPLIT2,BB45,BB29
BB29-SPLIT3,BB44,BB29,BB44
BB42,BB45-SPLIT6,BB42,BB45
BB45-SPLIT5,BB42,BB45,BB42
BC46-SPLIT2,unassigned_region-SPLIT2,BC46,unassigned_region
BC30,BC46-SPLIT2,BC30,BC46
BC46-SPLIT1,BC30,BC46,BC30
AC124-SPLIT2,unassigned_region-SPLIT2,AC124,unassigned_region
AC121,AC124-SPLIT2,AC121,AC124
AC124-SPLIT1,AC121,AC124,AC121
AC122,AC124-SPLIT2,AC122,AC124
AC123,AC124-SPLIT2,AC123,AC124
AQ25,unassigned_region-SPLIT2,AQ25,unassigned_region
AQ92-SPLIT1,AQ28-SPLIT2,AQ92,AQ28
AQ13-SPLIT1,AQ28-SPLIT2,AQ13,AQ28
AQ28-SPLIT2,unassigned_region-SPLIT6,AQ28,unassigned_region
AQ90-SPLIT1,AQ28-SPLIT2,AQ90,AQ28
AQ13-SPLIT2,AQ28-SPLIT2,AQ13,AQ28
AQ90-SPLIT2,unassigned_region-SPLIT7,AQ90,unassigned_region
AQ4-SPLIT4,unassigned_region-SPLIT7,AQ4,unassigned_region
AQ90-SPLIT4,AQ4-SPLIT4,AQ90,AQ4
AQ4-SPLIT1,AQ92-SPLIT2,AQ4,AQ92
AQ92-SPLIT2,AQ90-SPLIT4,AQ92,AQ90
AQ90-SPLIT3,AQ92-SPLIT2,AQ90,AQ92
AQ4-SPLIT2,AQ90-SPLIT4,AQ4,AQ90
AQ4-SPLIT3,AQ90-SPLIT4,AQ4,AQ90
AQ4-SPLIT8,AQ28-SPLIT2,AQ4,AQ28
