unique.split,parent.split,host,parent.host
AC124,unassigned_region-SPLIT1,AC124,unassigned_region
AC121,AC124,AC121,AC124
AC122,AC124,AC122,AC124
AC123,AC124,AC123,AC124
AQ25,unassigned_region-SPLIT1,AQ25,unassigned_region
AQ90-SPLIT1,AQ4-SPLIT3,AQ90,AQ4
AQ4-SPLIT3,AQ25,AQ4,AQ25
AQ16-SPLIT1,AQ4-SPLIT3,AQ16,AQ4
AQ90-SPLIT2,AQ4-SPLIT3,AQ90,AQ4
AQ92-SPLIT1,unassigned_region-SPLIT2,AQ92,unassigned_region
AQ90-SPLIT3,unassigned_region-SPLIT2,AQ90,unassigned_region
AQ28-SPLIT1,AQ4-SPLIT3,AQ28,AQ4
AQ90-SPLIT4,AQ4-SPLIT3,AQ90,AQ4
AQ92-SPLIT2,AQ4-SPLIT3,AQ92,AQ4
AQ28-SPLIT2,AQ4-SPLIT3,AQ28,AQ4
AQ90-SPLIT5,AQ4-SPLIT3,AQ90,AQ4
AQ90-SPLIT6,unassigned_region-SPLIT3,AQ90,unassigned_region
AQ13-SPLIT1,unassigned_region-SPLIT3,AQ13,unassigned_region
AQ6-SPLIT1,AQ4-SPLIT3,AQ6,AQ4
AQ28-SPLIT3,AQ4-SPLIT3,AQ28,AQ4
AQ89-SPLIT1,AQ4-SPLIT3,AQ89,AQ4
AQ89-SPLIT2,AQ4-SPLIT2,AQ89,AQ4
AQ4-SPLIT2,AQ13-SPLIT3,AQ4,AQ13
AQ90-SPLIT7,unassigned_region-SPLIT4,AQ90,unassigned_region
AQ89-SPLIT3,unassigned_region-SPLIT4,AQ89,unassigned_region
AQ16-SPLIT2,AQ4-SPLIT2,AQ16,AQ4
AQ89-SPLIT4,AQ4-SPLIT2,AQ89,AQ4
AQ13-SPLIT2,AQ4-SPLIT2,AQ13,AQ4
AQ6-SPLIT2,AQ92-SPLIT3,AQ6,AQ92
AQ92-SPLIT3,AQ4-SPLIT2,AQ92,AQ4
AQ90-SPLIT8,AQ92-SPLIT3,AQ90,AQ92
AQ4-SPLIT1,AQ90-SPLIT8,AQ4,AQ90
AQ13-SPLIT3,AQ4-SPLIT3,AQ13,AQ4
AQ92-SPLIT4,AQ13-SPLIT3,AQ92,AQ13
AQ13-SPLIT4,AQ4-SPLIT3,AQ13,AQ4
AQ28-SPLIT4,unassigned_region-SPLIT5,AQ28,unassigned_region
AQ92-SPLIT5,unassigned_region-SPLIT5,AQ92,unassigned_region
AQ90-SPLIT9,AQ4-SPLIT3,AQ90,AQ4
BJ28,unassigned_region-SPLIT1,BJ28,unassigned_region
BJ25-SPLIT1,BJ28,BJ25,BJ28
BJ25-SPLIT2,BJ28,BJ25,BJ28
BJ25-SPLIT3,BJ28,BJ25,BJ28
BJ30-SPLIT1,BJ28,BJ30,BJ28
BJ23-SPLIT1,BJ28,BJ23,BJ28
BJ30-SPLIT2,unassigned_region-SPLIT6,BJ30,unassigned_region
BJ25-SPLIT4,unassigned_region-SPLIT6,BJ25,unassigned_region
BJ23-SPLIT2,BJ28,BJ23,BJ28
BJ25-SPLIT5,BJ28,BJ25,BJ28
BJ23-SPLIT3,BJ28,BJ23,BJ28
BJ23-SPLIT4,BJ28,BJ23,BJ28
BJ23-SPLIT5,BJ28,BJ23,BJ28
BJ25-SPLIT6,BJ28,BJ25,BJ28
BJ30-SPLIT3,unassigned_region-SPLIT1,BJ30,unassigned_region
BB41-SPLIT2,BB31,BB41,BB31
BB44,BB41-SPLIT2,BB44,BB41
BB45-SPLIT1,BB44,BB45,BB44
BB29-SPLIT1,BB44,BB29,BB44
BB42,BB44,BB42,BB44
BB45-SPLIT2,BB42,BB45,BB42
BB45-SPLIT3,BB44,BB45,BB44
BB45-SPLIT4,unassigned_region-SPLIT7,BB45,unassigned_region
BB29-SPLIT2,BB45-SPLIT4,BB29,BB45
BB41-SPLIT1,BB45-SPLIT4,BB41,BB45
BB1-SPLIT1,unassigned_region-SPLIT7,BB1,unassigned_region
BB1-SPLIT2,BB31,BB1,BB31
BB1-SPLIT3,BB31,BB1,BB31
BB1-SPLIT4,BB31,BB1,BB31
BB31,unassigned_region-SPLIT1,BB31,unassigned_region
BB41-SPLIT3,BB31,BB41,BB31
BB29-SPLIT3,BB31,BB29,BB31
BB41-SPLIT4,BB31,BB41,BB31
BB1-SPLIT5,BB31,BB1,BB31
BC46,unassigned_region-SPLIT1,BC46,unassigned_region
BC30,BC46,BC30,BC46
AI240,unassigned_region-SPLIT1,AI240,unassigned_region
AI004-SPLIT1,AI240,AI004,AI240
AI004-SPLIT2,AI240,AI004,AI240
AI107-SPLIT7,AI240,AI107,AI240
AI004-SPLIT3,AI107-SPLIT7,AI004,AI107
AI201-SPLIT1,AI283-SPLIT2,AI201,AI283
AI283-SPLIT2,AI004-SPLIT17,AI283,AI004
AI003-SPLIT1,AI283-SPLIT2,AI003,AI283
AI007-SPLIT1,AI283-SPLIT2,AI007,AI283
AI003-SPLIT2,AI283-SPLIT2,AI003,AI283
AI004-SPLIT15,AI201-SPLIT3,AI004,AI201
AI201-SPLIT2,unassigned_region-SPLIT8,AI201,unassigned_region
AI001-SPLIT3,AI201-SPLIT2,AI001,AI201
AI002-SPLIT1,AI001-SPLIT3,AI002,AI001
AI004-SPLIT12,unassigned_region-SPLIT9,AI004,unassigned_region
AI002-SPLIT2,AI004-SPLIT12,AI002,AI004
AI002-SPLIT3,unassigned_region-SPLIT10,AI002,unassigned_region
AI003-SPLIT3,unassigned_region-SPLIT10,AI003,unassigned_region
AI142-SPLIT6,AI004-SPLIT12,AI142,AI004
AI002-SPLIT4,AI142-SPLIT6,AI002,AI142
AI003-SPLIT4,AI002-SPLIT4,AI003,AI002
AI142-SPLIT1,unassigned_region-SPLIT11,AI142,unassigned_region
AI004-SPLIT4,unassigned_region-SPLIT11,AI004,unassigned_region
AI202-SPLIT1,AI002-SPLIT4,AI202,AI002
AI142-SPLIT2,AI002-SPLIT4,AI142,AI002
AI142-SPLIT3,AI002-SPLIT4,AI142,AI002
AI004-SPLIT5,unassigned_region-SPLIT12,AI004,unassigned_region
AI003-SPLIT5,AI004-SPLIT5,AI003,AI004
AI005-SPLIT1,unassigned_region-SPLIT12,AI005,unassigned_region
AI142-SPLIT4,unassigned_region-SPLIT12,AI142,unassigned_region
AI202-SPLIT2,AI002-SPLIT4,AI202,AI002
AI003-SPLIT6,AI002-SPLIT4,AI003,AI002
AI202-SPLIT3,AI002-SPLIT4,AI202,AI002
AI005-SPLIT2,AI002-SPLIT4,AI005,AI002
AI004-SPLIT6,AI002-SPLIT4,AI004,AI002
AI004-SPLIT7,AI002-SPLIT4,AI004,AI002
AI004-SPLIT8,AI002-SPLIT4,AI004,AI002
AI142-SPLIT5,AI002-SPLIT4,AI142,AI002
AI202-SPLIT4,AI004-SPLIT12,AI202,AI004
AI005-SPLIT3,AI004-SPLIT12,AI005,AI004
AI001-SPLIT1,AI004-SPLIT12,AI001,AI004
AI005-SPLIT4,AI004-SPLIT12,AI005,AI004
AI002-SPLIT5,unassigned_region-SPLIT13,AI002,unassigned_region
AI004-SPLIT9,unassigned_region-SPLIT13,AI004,unassigned_region
AI107-SPLIT1,AI005-SPLIT4,AI107,AI005
AI105-SPLIT1,unassigned_region-SPLIT14,AI105,unassigned_region
AI052-SPLIT1,AI105-SPLIT1,AI052,AI105
AI052-SPLIT2,AI105-SPLIT1,AI052,AI105
AI052-SPLIT3,AI105-SPLIT1,AI052,AI105
AI001-SPLIT2,unassigned_region-SPLIT15,AI001,unassigned_region
AI107-SPLIT2,AI001-SPLIT2,AI107,AI001
AI002-SPLIT6,AI001-SPLIT2,AI002,AI001
AI002-SPLIT7,AI001-SPLIT2,AI002,AI001
AI107-SPLIT3,unassigned_region-SPLIT15,AI107,unassigned_region
AI105-SPLIT3,unassigned_region-SPLIT15,AI105,unassigned_region
AI052-SPLIT4,AI105-SPLIT3,AI052,AI105
AI105-SPLIT2,AI052-SPLIT4,AI105,AI052
AI005-SPLIT5,unassigned_region-SPLIT15,AI005,unassigned_region
AI102,unassigned_region-SPLIT14,AI102,unassigned_region
AI004-SPLIT10,AI102,AI004,AI102
AI004-SPLIT11,AI102,AI004,AI102
AI107-SPLIT4,unassigned_region-SPLIT9,AI107,unassigned_region
AI002-SPLIT8,AI001-SPLIT3,AI002,AI001
AI107-SPLIT5,AI001-SPLIT3,AI107,AI001
AI005-SPLIT6,AI001-SPLIT3,AI005,AI001
AI004-SPLIT13,AI001-SPLIT3,AI004,AI001
AI002-SPLIT9,AI201-SPLIT2,AI002,AI201
AI004-SPLIT14,AI201-SPLIT2,AI004,AI201
AI283-SPLIT1,unassigned_region-SPLIT8,AI283,unassigned_region
AI201-SPLIT3,AI283-SPLIT2,AI201,AI283
AI003-SPLIT7,unassigned_region-SPLIT16,AI003,unassigned_region
AI007-SPLIT2,unassigned_region-SPLIT16,AI007,unassigned_region
AI107-SPLIT6,AI283-SPLIT2,AI107,AI283
AI004-SPLIT16,AI283-SPLIT2,AI004,AI283
AI003-SPLIT8,AI283-SPLIT2,AI003,AI283
AI007-SPLIT3,AI283-SPLIT2,AI007,AI283
AI007-SPLIT4,AI283-SPLIT2,AI007,AI283
AI004-SPLIT17,AI107-SPLIT7,AI004,AI107
AI004-SPLIT18,AI240,AI004,AI240
AI004-SPLIT19,AI240,AI004,AI240
AJ6-SPLIT2,unassigned_region-SPLIT1,AJ6,unassigned_region
AJ199-SPLIT1,AJ6-SPLIT2,AJ199,AJ6
AJ199-SPLIT2,AJ6-SPLIT2,AJ199,AJ6
AJ199-SPLIT3,AJ6-SPLIT2,AJ199,AJ6
AJ86,AJ199-SPLIT3,AJ86,AJ199
AJ6-SPLIT1,AJ86,AJ6,AJ86
AW1-SPLIT1,unassigned_region-SPLIT18,AW1,unassigned_region
AW10-SPLIT4,AW28-SPLIT7,AW10,AW28
AW21-SPLIT1,AW10-SPLIT4,AW21,AW10
AW34-SPLIT1,unassigned_region-SPLIT19,AW34,unassigned_region
AW20-SPLIT1,AW34-SPLIT1,AW20,AW34
AW21-SPLIT2,AW34-SPLIT1,AW21,AW34
AW2-SPLIT1,AW22-SPLIT3,AW2,AW22
AW22-SPLIT1,AW21-SPLIT3,AW22,AW21
AW21-SPLIT3,AW22-SPLIT3,AW21,AW22
AW22-SPLIT3,unassigned_region-SPLIT19,AW22,unassigned_region
AW21-SPLIT4,AW22-SPLIT3,AW21,AW22
AW2-SPLIT2,AW22-SPLIT3,AW2,AW22
AW21-SPLIT5,AW22-SPLIT3,AW21,AW22
AW2-SPLIT3,AW21-SPLIT5,AW2,AW21
AW22-SPLIT2,AW21-SPLIT5,AW22,AW21
AW21-SPLIT6,AW22-SPLIT3,AW21,AW22
AW21-SPLIT7,AW22-SPLIT3,AW21,AW22
AW10-SPLIT1,unassigned_region-SPLIT21,AW10,unassigned_region
AW16-SPLIT1,unassigned_region-SPLIT21,AW16,unassigned_region
AW28-SPLIT1,unassigned_region-SPLIT21,AW28,unassigned_region
AW7-SPLIT1,unassigned_region-SPLIT20,AW7,unassigned_region
AW1-SPLIT2,unassigned_region-SPLIT20,AW1,unassigned_region
AW20-SPLIT2,unassigned_region-SPLIT23,AW20,unassigned_region
AW1-SPLIT3,unassigned_region-SPLIT23,AW1,unassigned_region
AW7-SPLIT2,unassigned_region-SPLIT22,AW7,unassigned_region
AW10-SPLIT2,unassigned_region-SPLIT24,AW10,unassigned_region
AW20-SPLIT3,unassigned_region-SPLIT24,AW20,unassigned_region
AW21-SPLIT8,unassigned_region-SPLIT24,AW21,unassigned_region
AW21-SPLIT9,AW22-SPLIT4,AW21,AW22
AW22-SPLIT4,AW7-SPLIT2,AW22,AW7
AW35-SPLIT1,AW7-SPLIT2,AW35,AW7
AW16-SPLIT2,unassigned_region-SPLIT22,AW16,unassigned_region
AW10-SPLIT3,unassigned_region-SPLIT22,AW10,unassigned_region
AW35-SPLIT2,unassigned_region-SPLIT22,AW35,unassigned_region
AW28-SPLIT2,unassigned_region-SPLIT22,AW28,unassigned_region
AW12-SPLIT1,unassigned_region-SPLIT19,AW12,unassigned_region
AW1-SPLIT4,unassigned_region-SPLIT25,AW1,unassigned_region
AW35-SPLIT3,unassigned_region-SPLIT25,AW35,unassigned_region
AW34-SPLIT2,AW12-SPLIT1,AW34,AW12
AW34-SPLIT3,unassigned_region-SPLIT26,AW34,unassigned_region
AW4-SPLIT1,unassigned_region-SPLIT26,AW4,unassigned_region
AW18,AW12-SPLIT1,AW18,AW12
AW16-SPLIT3,AW10-SPLIT4,AW16,AW10
AW21-SPLIT10,AW10-SPLIT4,AW21,AW10
AW1-SPLIT5,unassigned_region-SPLIT27,AW1,unassigned_region
AW35-SPLIT4,unassigned_region-SPLIT27,AW35,unassigned_region
AW28-SPLIT3,AW10-SPLIT4,AW28,AW10
AW22-SPLIT5,unassigned_region-SPLIT28,AW22,unassigned_region
AW13-SPLIT1,unassigned_region-SPLIT28,AW13,unassigned_region
AW12-SPLIT2,unassigned_region-SPLIT28,AW12,unassigned_region
AW20-SPLIT4,AW28-SPLIT4,AW20,AW28
AW28-SPLIT4,unassigned_region-SPLIT29,AW28,unassigned_region
AW34-SPLIT4,AW28-SPLIT4,AW34,AW28
AW35-SPLIT5,AW28-SPLIT4,AW35,AW28
AW7-SPLIT3,AW28-SPLIT4,AW7,AW28
AW35-SPLIT6,unassigned_region-SPLIT29,AW35,unassigned_region
AW1-SPLIT6,unassigned_region-SPLIT29,AW1,unassigned_region
AW20-SPLIT5,unassigned_region-SPLIT29,AW20,unassigned_region
AW35-SPLIT7,AW28-SPLIT7,AW35,AW28
AW28-SPLIT7,unassigned_region-SPLIT18,AW28,unassigned_region
AW7-SPLIT4,unassigned_region-SPLIT30,AW7,unassigned_region
AW16-SPLIT4,unassigned_region-SPLIT30,AW16,unassigned_region
AW21-SPLIT11,unassigned_region-SPLIT30,AW21,unassigned_region
AW2-SPLIT7,unassigned_region-SPLIT30,AW2,unassigned_region
AW4-SPLIT2,AW2-SPLIT7,AW4,AW2
AW8,AW2-SPLIT7,AW8,AW2
AW2-SPLIT4,AW8,AW2,AW8
AW2-SPLIT5,AW8,AW2,AW8
AW2-SPLIT6,AW8,AW2,AW8
AW15,AW28-SPLIT7,AW15,AW28
AW28-SPLIT5,AW15,AW28,AW15
AW12-SPLIT3,AW15,AW12,AW15
