unique.split,parent.split,host,parent.host
AQ16-SPLIT3,unassigned_region-SPLIT1,AQ16,unassigned_region
BC46-SPLIT2,unassigned_region-SPLIT2,BC46,unassigned_region
BC30,BC46-SPLIT2,BC30,BC46
BC46-SPLIT1,BC30,BC46,BC30
BJ30-SPLIT1,BJ28,BJ30,BJ28
BJ28,unassigned_region-SPLIT2,BJ28,unassigned_region
BJ23-SPLIT1,BJ28,BJ23,BJ28
BJ25-SPLIT1,BJ28,BJ25,BJ28
BJ23-SPLIT2,BJ28,BJ23,BJ28
BJ25-SPLIT2,BJ28,BJ25,BJ28
BJ30-SPLIT2,BJ28,BJ30,BJ28
BJ25-SPLIT3,BJ28,BJ25,BJ28
BJ25-SPLIT4,BJ28,BJ25,BJ28
BJ30-SPLIT3,BJ28,BJ30,BJ28
BJ25-SPLIT5,BJ28,BJ25,BJ28
BJ23-SPLIT3,BJ28,BJ23,BJ28
BJ23-SPLIT4,BJ28,BJ23,BJ28
BB45-SPLIT6,unassigned_region-SPLIT2,BB45,unassigned_region
BB41-SPLIT1,unassigned_region-SPLIT3,BB41,unassigned_region
BB44-SPLIT1,unassigned_region-SPLIT3,BB44,unassigned_region
BB45-SPLIT1,unassigned_region-SPLIT4,BB45,unassigned_region
BB44-SPLIT2,unassigned_region-SPLIT4,BB44,unassigned_region
BB29-SPLIT1,BB44-SPLIT2,BB29,BB44
BB29-SPLIT3,BB45-SPLIT6,BB29,BB45
BB44-SPLIT3,BB29-SPLIT3,BB44,BB29
BB44-SPLIT4,BB29-SPLIT3,BB44,BB29
BB31-SPLIT4,BB29-SPLIT3,BB31,BB29
BB1-SPLIT1,BB31-SPLIT4,BB1,BB31
BB41-SPLIT2,BB31-SPLIT4,BB41,BB31
BB1-SPLIT2,BB31-SPLIT4,BB1,BB31
BB31-SPLIT1,BB1-SPLIT2,BB31,BB1
BB29-SPLIT2,BB1-SPLIT2,BB29,BB1
BB31-SPLIT2,BB1-SPLIT2,BB31,BB1
BB41-SPLIT3,BB1-SPLIT2,BB41,BB1
BB31-SPLIT3,BB1-SPLIT2,BB31,BB1
BB1-SPLIT3,BB31-SPLIT4,BB1,BB31
BB1-SPLIT4,BB31-SPLIT4,BB1,BB31
BB1-SPLIT5,BB31-SPLIT4,BB1,BB31
BB41-SPLIT4,BB29-SPLIT3,BB41,BB29
BB45-SPLIT2,BB29-SPLIT3,BB45,BB29
BB45-SPLIT3,BB29-SPLIT3,BB45,BB29
BB1-SPLIT6,BB29-SPLIT3,BB1,BB29
BB41-SPLIT5,BB29-SPLIT3,BB41,BB29
BB45-SPLIT4,BB29-SPLIT3,BB45,BB29
BB44-SPLIT5,unassigned_region-SPLIT5,BB44,unassigned_region
BB42,unassigned_region-SPLIT5,BB42,unassigned_region
BB45-SPLIT5,BB42,BB45,BB42
AC124-SPLIT3,unassigned_region-SPLIT2,AC124,unassigned_region
AC121-SPLIT1,AC124-SPLIT3,AC121,AC124
AC121-SPLIT2,AC124-SPLIT3,AC121,AC124
AC122,AC121-SPLIT2,AC122,AC121
AC124-SPLIT1,AC122,AC124,AC122
AC124-SPLIT2,AC121-SPLIT2,AC124,AC121
AC123,AC124-SPLIT3,AC123,AC124
AQ25-SPLIT1,unassigned_region-SPLIT6,AQ25,unassigned_region
AQ4-SPLIT1,AQ90-SPLIT5,AQ4,AQ90
AQ90-SPLIT5,unassigned_region-SPLIT6,AQ90,unassigned_region
AQ25-SPLIT2,unassigned_region-SPLIT7,AQ25,unassigned_region
AQ90-SPLIT1,unassigned_region-SPLIT7,AQ90,unassigned_region
AQ13-SPLIT1,AQ92-SPLIT1,AQ13,AQ92
AQ92-SPLIT1,AQ90-SPLIT5,AQ92,AQ90
AQ28-SPLIT1,AQ92-SPLIT1,AQ28,AQ92
AQ4-SPLIT2,AQ90-SPLIT5,AQ4,AQ90
AQ28-SPLIT2,AQ90-SPLIT5,AQ28,AQ90
AQ4-SPLIT3,AQ90-SPLIT5,AQ4,AQ90
AQ4-SPLIT4,AQ90-SPLIT5,AQ4,AQ90
AQ6,AQ4-SPLIT4,AQ6,AQ4
AQ90-SPLIT2,AQ4-SPLIT4,AQ90,AQ4
AQ92-SPLIT2,unassigned_region-SPLIT8,AQ92,unassigned_region
AQ13-SPLIT2,unassigned_region-SPLIT8,AQ13,unassigned_region
AQ13-SPLIT3,unassigned_region-SPLIT9,AQ13,unassigned_region
AQ92-SPLIT3,unassigned_region-SPLIT9,AQ92,unassigned_region
AQ90-SPLIT3,AQ89-SPLIT1,AQ90,AQ89
AQ89-SPLIT1,AQ4-SPLIT4,AQ89,AQ4
AQ13-SPLIT4,AQ89-SPLIT1,AQ13,AQ89
AQ90-SPLIT4,AQ4-SPLIT4,AQ90,AQ4
AQ89-SPLIT2,AQ4-SPLIT4,AQ89,AQ4
AQ89-SPLIT3,AQ4-SPLIT4,AQ89,AQ4
AQ92-SPLIT4,AQ4-SPLIT4,AQ92,AQ4
AQ28-SPLIT3,AQ4-SPLIT4,AQ28,AQ4
AQ16-SPLIT1,AQ4-SPLIT4,AQ16,AQ4
AQ13-SPLIT5,AQ90-SPLIT5,AQ13,AQ90
AQ28-SPLIT4,unassigned_region-SPLIT10,AQ28,unassigned_region
AQ92-SPLIT5,unassigned_region-SPLIT10,AQ92,unassigned_region
AQ16-SPLIT2,AQ90-SPLIT5,AQ16,AQ90
AQ4-SPLIT5,AQ90-SPLIT5,AQ4,AQ90
AQ4-SPLIT6,AQ90-SPLIT5,AQ4,AQ90
AI142-SPLIT1,AI002-SPLIT8,AI142,AI002
AI005-SPLIT1,AI002-SPLIT8,AI005,AI002
AI202-SPLIT1,AI002-SPLIT8,AI202,AI002
AI002-SPLIT8,unassigned_region-SPLIT1,AI002,unassigned_region
AI142-SPLIT2,AI002-SPLIT8,AI142,AI002
AI004-SPLIT1,AI002-SPLIT8,AI004,AI002
AI142-SPLIT3,unassigned_region-SPLIT11,AI142,unassigned_region
AI003-SPLIT1,unassigned_region-SPLIT11,AI003,unassigned_region
AI142-SPLIT4,AI002-SPLIT8,AI142,AI002
AI003-SPLIT2,AI002-SPLIT8,AI003,AI002
AI142-SPLIT5,AI002-SPLIT8,AI142,AI002
AI004-SPLIT2,AI142-SPLIT5,AI004,AI142
AI202-SPLIT2,AI002-SPLIT1,AI202,AI002
AI002-SPLIT1,AI142-SPLIT5,AI002,AI142
AI003-SPLIT3,AI002-SPLIT1,AI003,AI002
AI003-SPLIT4,AI002-SPLIT1,AI003,AI002
AI202-SPLIT3,AI002-SPLIT1,AI202,AI002
AI002-SPLIT2,unassigned_region-SPLIT12,AI002,unassigned_region
AI202-SPLIT4,unassigned_region-SPLIT12,AI202,unassigned_region
AI005-SPLIT2,AI142-SPLIT5,AI005,AI142
AI202-SPLIT5,AI142-SPLIT5,AI202,AI142
AI005-SPLIT3,AI002-SPLIT8,AI005,AI002
AI005-SPLIT7,unassigned_region-SPLIT13,AI005,unassigned_region
AI001-SPLIT1,AI005-SPLIT7,AI001,AI005
AI001-SPLIT2,AI005-SPLIT7,AI001,AI005
AI005-SPLIT4,AI001-SPLIT2,AI005,AI001
AI005-SPLIT5,unassigned_region-SPLIT14,AI005,unassigned_region
AI002-SPLIT3,unassigned_region-SPLIT14,AI002,unassigned_region
AI002-SPLIT4,AI001-SPLIT2,AI002,AI001
AI107-SPLIT1,unassigned_region-SPLIT15,AI107,unassigned_region
AI105-SPLIT1,unassigned_region-SPLIT15,AI105,unassigned_region
AI052-SPLIT1,AI105-SPLIT1,AI052,AI105
AI052-SPLIT2,AI105-SPLIT1,AI052,AI105
AI005-SPLIT6,AI001-SPLIT2,AI005,AI001
AI002-SPLIT5,AI005-SPLIT7,AI002,AI005
AI001-SPLIT3,AI005-SPLIT7,AI001,AI005
AI052-SPLIT3,unassigned_region-SPLIT16,AI052,unassigned_region
AI052-SPLIT4,AI105-SPLIT2,AI052,AI105
AI105-SPLIT2,unassigned_region-SPLIT16,AI105,unassigned_region
AI052-SPLIT5,AI105-SPLIT2,AI052,AI105
AI004-SPLIT3,unassigned_region-SPLIT16,AI004,unassigned_region
AI201-SPLIT1,unassigned_region-SPLIT16,AI201,unassigned_region
AI001-SPLIT4,unassigned_region-SPLIT13,AI001,unassigned_region
AI004-SPLIT4,AI107-SPLIT2,AI004,AI107
AI107-SPLIT2,unassigned_region-SPLIT13,AI107,unassigned_region
AI002-SPLIT6,AI107-SPLIT2,AI002,AI107
AI201-SPLIT2,AI107-SPLIT2,AI201,AI107
AI001-SPLIT5,unassigned_region-SPLIT17,AI001,unassigned_region
AI002-SPLIT7,unassigned_region-SPLIT17,AI002,unassigned_region
AI004-SPLIT5,AI002-SPLIT8,AI004,AI002
AI102,AI002-SPLIT8,AI102,AI002
AI107-SPLIT3,AI102,AI107,AI102
AI004-SPLIT6,AI102,AI004,AI102
AI004-SPLIT7,AI102,AI004,AI102
AI004-SPLIT14,unassigned_region-SPLIT1,AI004,unassigned_region
AI283-SPLIT1,unassigned_region-SPLIT18,AI283,unassigned_region
AI201-SPLIT3,unassigned_region-SPLIT18,AI201,unassigned_region
AI107-SPLIT5,AI004-SPLIT14,AI107,AI004
AI283-SPLIT2,unassigned_region-SPLIT19,AI283,unassigned_region
AI007-SPLIT2,unassigned_region-SPLIT19,AI007,unassigned_region
AI283-SPLIT3,AI007-SPLIT2,AI283,AI007
AI003-SPLIT5,AI283-SPLIT3,AI003,AI283
AI004-SPLIT8,AI283-SPLIT3,AI004,AI283
AI003-SPLIT6,AI283-SPLIT3,AI003,AI283
AI003-SPLIT7,AI283-SPLIT3,AI003,AI283
AI003-SPLIT8,AI007-SPLIT1,AI003,AI007
AI007-SPLIT1,AI283-SPLIT3,AI007,AI283
AI004-SPLIT9,AI007-SPLIT1,AI004,AI007
AI004-SPLIT10,AI007-SPLIT1,AI004,AI007
AI004-SPLIT11,AI007-SPLIT2,AI004,AI007
AI201-SPLIT4,AI007-SPLIT2,AI201,AI007
AI201-SPLIT5,AI007-SPLIT2,AI201,AI007
AI201-SPLIT6,AI007-SPLIT2,AI201,AI007
AI004-SPLIT12,AI107-SPLIT5,AI004,AI107
AI240,AI004-SPLIT12,AI240,AI004
AI107-SPLIT4,AI240,AI107,AI240
AI004-SPLIT13,AI107-SPLIT5,AI004,AI107
AJ199,unassigned_region-SPLIT1,AJ199,unassigned_region
AJ86,AJ199,AJ86,AJ199
AJ6-SPLIT1,AJ86,AJ6,AJ86
AJ6-SPLIT2,AJ199,AJ6,AJ199
AW1-SPLIT6,unassigned_region-SPLIT1,AW1,unassigned_region
AW7-SPLIT1,AW1-SPLIT6,AW7,AW1
AW35-SPLIT5,AW1-SPLIT6,AW35,AW1
AW28-SPLIT1,AW35-SPLIT5,AW28,AW35
AW35-SPLIT1,AW28-SPLIT1,AW35,AW28
AW20-SPLIT1,AW28-SPLIT1,AW20,AW28
AW7-SPLIT2,AW28-SPLIT1,AW7,AW28
AW10-SPLIT1,AW28-SPLIT1,AW10,AW28
AW16-SPLIT1,AW28-SPLIT1,AW16,AW28
AW35-SPLIT2,AW28-SPLIT1,AW35,AW28
AW12-SPLIT1,AW28-SPLIT1,AW12,AW28
AW2-SPLIT1,AW35-SPLIT5,AW2,AW35
AW34-SPLIT1,unassigned_region-SPLIT20,AW34,unassigned_region
AW16-SPLIT2,unassigned_region-SPLIT20,AW16,unassigned_region
AW10-SPLIT2,unassigned_region-SPLIT20,AW10,unassigned_region
AW1-SPLIT1,AW35-SPLIT5,AW1,AW35
AW20-SPLIT2,AW35-SPLIT5,AW20,AW35
AW10-SPLIT3,unassigned_region-SPLIT22,AW10,unassigned_region
AW2-SPLIT2,unassigned_region-SPLIT22,AW2,unassigned_region
AW7-SPLIT3,unassigned_region-SPLIT22,AW7,unassigned_region
AW34-SPLIT2,AW18-SPLIT2,AW34,AW18
AW18-SPLIT2,unassigned_region-SPLIT21,AW18,unassigned_region
AW16-SPLIT3,AW18-SPLIT2,AW16,AW18
AW12-SPLIT2,AW18-SPLIT2,AW12,AW18
AW4-SPLIT1,AW12-SPLIT2,AW4,AW12
AW34-SPLIT3,AW18-SPLIT2,AW34,AW18
AW10-SPLIT4,AW18-SPLIT2,AW10,AW18
AW20-SPLIT4,AW18-SPLIT2,AW20,AW18
AW28-SPLIT2,AW20-SPLIT4,AW28,AW20
AW10-SPLIT5,AW20-SPLIT4,AW10,AW20
AW9,AW20-SPLIT4,AW9,AW20
AW4-SPLIT2,AW9,AW4,AW9
AW7-SPLIT4,AW9,AW7,AW9
AW21-SPLIT1,AW9,AW21,AW9
AW13-SPLIT1,AW9,AW13,AW9
AW10-SPLIT6,unassigned_region-SPLIT23,AW10,unassigned_region
AW7-SPLIT5,unassigned_region-SPLIT23,AW7,unassigned_region
AW12-SPLIT3,unassigned_region-SPLIT24,AW12,unassigned_region
AW18-SPLIT1,unassigned_region-SPLIT24,AW18,unassigned_region
AW13-SPLIT2,unassigned_region-SPLIT25,AW13,unassigned_region
AW34-SPLIT5,unassigned_region-SPLIT25,AW34,unassigned_region
AW13-SPLIT3,unassigned_region-SPLIT26,AW13,unassigned_region
AW21-SPLIT2,unassigned_region-SPLIT26,AW21,unassigned_region
AW34-SPLIT4,AW21-SPLIT2,AW34,AW21
AW10-SPLIT7,AW34-SPLIT5,AW10,AW34
AW12-SPLIT4,AW34-SPLIT5,AW12,AW34
AW7-SPLIT6,AW34-SPLIT5,AW7,AW34
AW28-SPLIT3,unassigned_region-SPLIT25,AW28,unassigned_region
AW15-SPLIT1,unassigned_region-SPLIT27,AW15,unassigned_region
AW35-SPLIT3,unassigned_region-SPLIT27,AW35,unassigned_region
AW28-SPLIT4,unassigned_region-SPLIT27,AW28,unassigned_region
AW10-SPLIT8,unassigned_region-SPLIT28,AW10,unassigned_region
AW27,unassigned_region-SPLIT28,AW27,unassigned_region
AW2-SPLIT3,AW27,AW2,AW27
AW8-SPLIT1,AW2-SPLIT3,AW8,AW2
AW4-SPLIT3,AW2-SPLIT3,AW4,AW2
AW8-SPLIT2,AW2-SPLIT3,AW8,AW2
AW8-SPLIT3,AW2-SPLIT3,AW8,AW2
AW8-SPLIT4,AW2-SPLIT3,AW8,AW2
AW8-SPLIT5,AW2-SPLIT3,AW8,AW2
AW20-SPLIT3,unassigned_region-SPLIT29,AW20,unassigned_region
AW1-SPLIT2,unassigned_region-SPLIT29,AW1,unassigned_region
AW10-SPLIT9,AW18-SPLIT2,AW10,AW18
AW34-SPLIT6,AW18-SPLIT2,AW34,AW18
AW28-SPLIT5,AW18-SPLIT2,AW28,AW18
AW34-SPLIT7,unassigned_region-SPLIT21,AW34,unassigned_region
AW21-SPLIT3,unassigned_region-SPLIT21,AW21,unassigned_region
AW12-SPLIT5,AW2-SPLIT4,AW12,AW2
AW1-SPLIT3,AW12-SPLIT5,AW1,AW12
AW20-SPLIT5,AW16-SPLIT4,AW20,AW16
AW16-SPLIT4,AW28-SPLIT6,AW16,AW28
AW10-SPLIT10,AW28-SPLIT6,AW10,AW28
AW28-SPLIT6,AW12-SPLIT5,AW28,AW12
AW15-SPLIT2,unassigned_region-SPLIT30,AW15,unassigned_region
AW35-SPLIT4,unassigned_region-SPLIT30,AW35,unassigned_region
