unique.split,parent.split,host,parent.host
130,unassigned_region-SPLIT1,130,unassigned_region
142,13,142,13
107,142,107,142
577,unassigned_region-SPLIT2,577,unassigned_region
406,unassigned_region-SPLIT2,406,unassigned_region
496,unassigned_region-SPLIT3,496,unassigned_region
418,unassigned_region-SPLIT3,418,unassigned_region
13,unassigned_region-SPLIT1,13,unassigned_region
710,13,710,13
230,unassigned_region-SPLIT1,230,unassigned_region
93,unassigned_region-SPLIT1,93,unassigned_region
186,93,186,93
732,186,732,186
902,93,902,93
22-SPLIT1,unassigned_region-SPLIT1,22,unassigned_region
118,22-SPLIT1,118,22
126,unassigned_region-SPLIT4,126,unassigned_region
580,unassigned_region-SPLIT5,580,unassigned_region
211,580,211,580
455,unassigned_region-SPLIT5,455,unassigned_region
389,unassigned_region-SPLIT4,389,unassigned_region
959,unassigned_region-SPLIT1,959,unassigned_region
921,unassigned_region-SPLIT6,921,unassigned_region
114,921,114,921
11,unassigned_region-SPLIT6,11,unassigned_region
366,11,366,11
576,11,576,11
22-SPLIT2,unassigned_region-SPLIT6,22,unassigned_region
28,unassigned_region-SPLIT6,28,unassigned_region
20,unassigned_region-SPLIT1,20,unassigned_region
unassigned_region-SPLIT1,root,unassigned_region,root
unassigned_region-SPLIT2,142,unassigned_region,142
unassigned_region-SPLIT3,13,unassigned_region,13
unassigned_region-SPLIT4,959,unassigned_region,959
unassigned_region-SPLIT5,126,unassigned_region,126
unassigned_region-SPLIT6,959,unassigned_region,959
