dataset,phylo_prec,phylo_rec,phylo_f1,phylo_multi_prec,phylo_multi_rec,phylo_multi_f1,phylo_complex_prec,phylo_complex_rec,phylo_complex_f1,tnet_prec,tnet_rec,tnet_f1,tnet_mul_prec,tnet_mul_rec,tnet_mul_f1,tnet_boot_prec,tnet_boot_rec,tnet_boot_f1
SEIR015_sl1000_mr0125_nv10_5,0.688,0.216,0.328,0.979,0.922,0.949,0.979,0.922,0.949,0.627,0.627,0.627,0.778,0.412,0.538,0.895,0.333,0.486
SEIR015_sl1000_mr0125_nv10_6,0.857,0.343,0.49,1,0.8,0.889,0.966,0.8,0.875,0.784,0.829,0.806,0.893,0.714,0.794,0.964,0.771,0.857
SEIR015_sl1000_mr0125_nv10_7,0.778,0.412,0.538,1,0.765,0.867,1,0.912,0.954,0.803,0.897,0.847,0.821,0.676,0.742,1,0.676,0.807
SEIR015_sl1000_mr0125_nv10_8,0.778,0.389,0.519,1,0.778,0.875,0.933,0.778,0.848,0.55,0.611,0.579,0.75,0.5,0.6,1,0.667,0.8
SEIR015_sl1000_mr0125_nv10_9,0.5,0.238,0.323,1,0.524,0.688,0.933,0.667,0.778,0.391,0.429,0.409,0.5,0.429,0.462,0.786,0.524,0.629
SEIR015_sl1000_mr025_nv10_1,0.889,0.8,0.842,1,0.7,0.824,0.875,0.7,0.778,0.9,0.9,0.9,0.889,0.8,0.842,1,0.7,0.824
SEIR015_sl1000_mr025_nv10_10,0.5,0.091,0.154,0.8,0.364,0.5,0.667,0.364,0.471,0.909,0.909,0.909,0.909,0.909,0.909,0.778,0.636,0.7
SEIR015_sl1000_mr025_nv10_11,0.833,0.446,0.581,1,0.821,0.902,0.98,0.857,0.914,0.741,0.768,0.754,0.884,0.679,0.768,1,0.804,0.891
SEIR015_sl1000_mr025_nv10_12,0.833,0.5,0.625,1,0.1,0.182,0.6,0.3,0.4,0.538,0.7,0.609,0.75,0.9,0.818,1,0.6,0.75
SEIR015_sl1000_mr025_nv10_13,0.286,0.2,0.235,1,0.1,0.182,0.4,0.2,0.267,0.333,0.4,0.364,0.5,0.4,0.444,1,0.3,0.462
SEIR015_sl1000_mr025_nv10_14,0.818,0.36,0.5,0.85,0.68,0.756,0.783,0.72,0.75,0.655,0.76,0.704,0.69,0.8,0.741,0.905,0.76,0.826
SEIR015_sl1000_mr025_nv10_15,0.5,0.276,0.356,1,0.638,0.779,0.896,0.741,0.811,0.414,0.5,0.453,0.54,0.466,0.5,0.929,0.448,0.605
SEIR015_sl1000_mr025_nv10_16,0.625,0.714,0.667,1,0.571,0.727,1,0.571,0.727,0.688,0.786,0.733,0.688,0.786,0.733,1,0.714,0.833
SEIR015_sl1000_mr025_nv10_17,0.833,0.395,0.536,0.963,0.684,0.8,0.931,0.711,0.806,0.718,0.737,0.727,0.8,0.737,0.767,0.96,0.632,0.762
SEIR015_sl1000_mr025_nv10_18,0.783,0.486,0.6,1,0.676,0.806,0.839,0.703,0.765,0.605,0.703,0.65,0.714,0.676,0.694,1,0.811,0.896
SEIR015_sl1000_mr025_nv10_19,0.667,0.421,0.516,1,0.737,0.848,1,0.947,0.973,0.773,0.895,0.829,0.789,0.789,0.789,1,0.842,0.914
SEIR015_sl1000_mr025_nv10_2,0.731,0.339,0.463,0.98,0.875,0.925,0.982,0.964,0.973,0.633,0.679,0.655,0.872,0.732,0.796,0.957,0.786,0.863
SEIR015_sl1000_mr025_nv10_20,0.429,0.375,0.4,1,0.5,0.667,0.833,0.625,0.714,0.6,0.75,0.667,0.556,0.625,0.588,1,0.875,0.933
SEIR015_sl1000_mr025_nv10_3,0.909,0.652,0.759,1,0.783,0.878,0.976,0.891,0.932,0.833,0.87,0.851,0.927,0.826,0.874,0.977,0.913,0.944
SEIR015_sl1000_mr025_nv10_4,0.875,0.477,0.618,1,0.795,0.886,0.947,0.818,0.878,0.688,0.75,0.717,0.756,0.705,0.729,0.939,0.705,0.805
SEIR015_sl1000_mr025_nv10_5,0.958,0.479,0.639,1,0.917,0.957,0.979,0.958,0.968,0.854,0.854,0.854,0.875,0.729,0.795,0.974,0.771,0.86
SEIR015_sl1000_mr025_nv10_6,1,0.457,0.627,0.955,0.913,0.933,0.933,0.913,0.923,0.87,0.87,0.87,0.85,0.739,0.791,0.927,0.826,0.874
SEIR015_sl1000_mr025_nv10_7,0.833,0.556,0.667,0.833,0.556,0.667,0.833,0.556,0.667,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889
SEIR015_sl1000_mr025_nv10_8,1,0.65,0.788,1,0.7,0.824,0.778,0.7,0.737,1,1,1,1,0.8,0.889,1,0.75,0.857
SEIR015_sl1000_mr025_nv10_9,0.938,0.536,0.682,1,0.857,0.923,0.942,0.875,0.907,0.898,0.946,0.922,0.958,0.821,0.885,0.978,0.804,0.882
SEIR015_sl1000_mr025_nv20_1,0.625,0.333,0.435,1,0.6,0.75,1,0.733,0.846,0.588,0.667,0.625,0.818,0.6,0.692,1,0.733,0.846
SEIR015_sl1000_mr025_nv20_10,0.333,0.333,0.333,1,0.222,0.364,0.833,0.556,0.667,0.7,0.778,0.737,0.625,0.556,0.588,1,0.778,0.875
SEIR015_sl1000_mr025_nv20_11,0.889,0.615,0.727,1,0.692,0.818,0.818,0.692,0.75,0.857,0.923,0.889,0.833,0.769,0.8,0.923,0.923,0.923
SEIR015_sl1000_mr025_nv20_12,0.526,0.5,0.513,0.923,0.6,0.727,0.778,0.7,0.737,0.462,0.6,0.522,0.6,0.6,0.6,0.933,0.7,0.8
SEIR015_sl1000_mr025_nv20_13,0.6,0.667,0.632,0.833,0.556,0.667,0.75,0.667,0.706,0.538,0.778,0.636,0.538,0.778,0.636,0.889,0.889,0.889
SEIR015_sl1000_mr025_nv20_14,0.778,0.318,0.452,0.955,0.955,0.955,0.955,0.955,0.955,0.909,0.909,0.909,0.9,0.818,0.857,0.95,0.864,0.905
SEIR015_sl1000_mr025_nv20_15,0.632,0.5,0.558,1,0.375,0.545,0.85,0.708,0.773,0.647,0.917,0.759,0.72,0.75,0.735,1,0.583,0.737
SEIR015_sl1000_mr025_nv20_16,0.909,0.667,0.769,0.897,0.867,0.881,0.9,0.9,0.9,0.871,0.9,0.885,0.862,0.833,0.847,0.9,0.9,0.9
SEIR015_sl1000_mr025_nv20_17,0.9,0.482,0.628,1,0.875,0.933,0.943,0.893,0.917,0.847,0.893,0.87,0.855,0.839,0.847,1,0.821,0.902
SEIR015_sl1000_mr025_nv20_18,0.606,0.513,0.556,1,0.615,0.762,0.853,0.744,0.795,0.58,0.744,0.652,0.643,0.692,0.667,1,0.821,0.901
SEIR015_sl1000_mr025_nv20_19,0.375,0.273,0.316,1,0.545,0.706,0.8,0.727,0.762,0.462,0.545,0.5,0.6,0.545,0.571,0.9,0.818,0.857
SEIR015_sl1000_mr025_nv20_2,0.938,0.6,0.732,1,0.6,0.75,0.909,0.8,0.851,0.846,0.88,0.863,0.846,0.88,0.863,1,0.92,0.958
SEIR015_sl1000_mr025_nv20_20,0.643,0.474,0.545,0.846,0.579,0.688,0.8,0.632,0.706,0.684,0.684,0.684,0.706,0.632,0.667,0.824,0.737,0.778
SEIR015_sl1000_mr025_nv20_3,0.791,0.515,0.624,1,0.712,0.832,0.965,0.833,0.894,0.544,0.652,0.593,0.667,0.606,0.635,1,0.682,0.811
SEIR015_sl1000_mr025_nv20_4,0.765,0.394,0.52,1,0.818,0.9,0.933,0.848,0.889,0.794,0.818,0.806,0.815,0.667,0.733,0.955,0.636,0.764
SEIR015_sl1000_mr025_nv20_5,0.95,0.487,0.644,1,0.974,0.987,1,0.974,0.987,0.897,0.897,0.897,0.946,0.897,0.921,0.971,0.872,0.919
SEIR015_sl1000_mr025_nv20_6,0.792,0.5,0.613,0.963,0.684,0.8,0.812,0.684,0.743,0.717,0.868,0.786,0.732,0.789,0.759,0.972,0.921,0.946
SEIR015_sl1000_mr025_nv20_7,1,0.722,0.839,0.935,0.806,0.866,0.829,0.806,0.817,0.861,0.861,0.861,0.938,0.833,0.882,1,0.889,0.941
SEIR015_sl1000_mr025_nv20_8,0.672,0.612,0.641,1,0.731,0.845,0.982,0.821,0.894,0.605,0.776,0.68,0.778,0.731,0.754,1,0.716,0.835
SEIR015_sl1000_mr025_nv20_9,0.667,0.222,0.333,1,0.889,0.941,0.944,0.944,0.944,0.5,0.5,0.5,0.643,0.5,0.563,0.929,0.722,0.813
SEIR015_sl1000_mr025_nv5_1,1,0.071,0.133,1,0.429,0.6,0.75,0.429,0.545,0.571,0.571,0.571,0.875,0.5,0.636,1,0.571,0.727
SEIR015_sl1000_mr025_nv5_10,0.708,0.472,0.567,1,0.417,0.588,0.958,0.639,0.767,0.744,0.806,0.773,0.774,0.667,0.716,1,0.444,0.615
SEIR015_sl1000_mr025_nv5_11,0.714,0.319,0.441,0.971,0.723,0.829,0.902,0.787,0.841,0.588,0.638,0.612,0.711,0.574,0.635,0.96,0.511,0.667
SEIR015_sl1000_mr025_nv5_12,1,0.182,0.308,0.778,0.636,0.7,0.778,0.636,0.7,0.636,0.636,0.636,0.429,0.273,0.333,1,0.364,0.533
SEIR015_sl1000_mr025_nv5_13,1,0.355,0.524,1,0.71,0.83,0.92,0.742,0.821,0.75,0.774,0.762,1,0.742,0.852,1,0.742,0.852
SEIR015_sl1000_mr025_nv5_14,0.727,0.533,0.615,0.917,0.733,0.815,0.846,0.733,0.786,0.611,0.733,0.667,0.692,0.6,0.643,0.917,0.733,0.815
SEIR015_sl1000_mr025_nv5_15,0.771,0.415,0.54,0.857,0.738,0.793,0.817,0.754,0.784,0.706,0.738,0.722,0.719,0.631,0.672,0.941,0.738,0.828
SEIR015_sl1000_mr025_nv5_16,1,0.308,0.471,1,0.846,0.917,0.957,0.846,0.898,0.769,0.769,0.769,1,0.731,0.844,1,0.692,0.818
SEIR015_sl1000_mr025_nv5_17,0.938,0.366,0.526,0.969,0.756,0.849,0.97,0.78,0.865,0.81,0.829,0.819,0.838,0.756,0.795,0.972,0.854,0.909
SEIR015_sl1000_mr025_nv5_18,0.8,0.436,0.565,0.875,0.636,0.737,0.857,0.655,0.742,0.596,0.618,0.607,0.872,0.618,0.723,0.944,0.618,0.747
SEIR015_sl1000_mr025_nv5_19,0.556,0.455,0.5,1,0.182,0.308,0.8,0.364,0.5,0.389,0.636,0.483,0.5,0.545,0.522,1,0.273,0.429
SEIR015_sl1000_mr025_nv5_2,1,0.444,0.615,1,0.444,0.615,1,0.444,0.615,0.8,0.889,0.842,1,0.667,0.8,1,0.444,0.615
SEIR015_sl1000_mr025_nv5_20,0.714,0.244,0.364,1,0.659,0.794,0.903,0.683,0.778,0.674,0.707,0.69,0.697,0.561,0.622,1,0.439,0.61
SEIR015_sl1000_mr025_nv5_3,0.867,0.481,0.619,0.929,0.481,0.634,0.941,0.593,0.727,0.63,0.63,0.63,0.875,0.519,0.651,0.917,0.407,0.564
SEIR015_sl1000_mr025_nv5_4,0.714,0.3,0.423,1,0.7,0.824,0.974,0.74,0.841,0.642,0.68,0.66,0.698,0.6,0.645,1,0.58,0.734
SEIR015_sl1000_mr025_nv5_5,0.833,0.238,0.37,1,0.333,0.5,0.889,0.381,0.533,0.565,0.619,0.591,0.688,0.524,0.595,1,0.238,0.385
SEIR015_sl1000_mr025_nv5_6,0.545,0.194,0.286,1,0.597,0.747,0.95,0.613,0.745,0.551,0.613,0.58,0.688,0.532,0.6,0.931,0.435,0.593
SEIR015_sl1000_mr025_nv5_7,0.889,0.308,0.457,1,0.846,0.917,0.957,0.846,0.898,0.769,0.769,0.769,0.818,0.692,0.75,1,0.577,0.732
SEIR015_sl1000_mr025_nv5_8,1,0.348,0.516,1,0.696,0.821,0.889,0.696,0.78,0.76,0.826,0.792,0.789,0.652,0.714,1,0.609,0.757
SEIR015_sl1000_mr025_nv5_9,0.565,0.325,0.413,0.947,0.45,0.61,0.84,0.525,0.646,0.568,0.625,0.595,0.7,0.525,0.6,0.947,0.45,0.61
SEIR015_sl1000_mr05_nv10_1,0.6,0.353,0.444,1,0.706,0.828,0.923,0.706,0.8,0.55,0.647,0.595,0.667,0.588,0.625,0.875,0.824,0.848
SEIR015_sl1000_mr05_nv10_10,0.875,0.778,0.824,0,0,0,0,0,0,0.8,0.889,0.842,0.8,0.889,0.842,1,0.889,0.941
SEIR015_sl1000_mr05_nv10_11,0.375,0.375,0.375,1,0.375,0.545,0.75,0.375,0.5,0.333,0.375,0.353,0.333,0.375,0.353,1,0.5,0.667
SEIR015_sl1000_mr05_nv10_12,0.571,0.5,0.533,1,0.25,0.4,0.6,0.375,0.462,0.727,1,0.842,0.727,1,0.842,1,0.875,0.933
SEIR015_sl1000_mr05_nv10_13,0.949,0.607,0.74,0.981,0.852,0.912,0.981,0.869,0.922,0.951,0.951,0.951,0.942,0.803,0.867,0.98,0.803,0.883
SEIR015_sl1000_mr05_nv10_14,0.867,0.283,0.426,1,0.804,0.892,0.953,0.891,0.921,0.545,0.652,0.594,0.784,0.63,0.699,1,0.674,0.805
SEIR015_sl1000_mr05_nv10_15,0.75,0.273,0.4,1,0.545,0.706,1,0.727,0.842,0.75,0.818,0.783,0.7,0.636,0.667,1,0.727,0.842
SEIR015_sl1000_mr05_nv10_16,0.929,0.634,0.754,1,0.78,0.877,1,0.854,0.921,0.826,0.927,0.874,0.857,0.878,0.867,0.972,0.854,0.909
SEIR015_sl1000_mr05_nv10_17,0.653,0.464,0.542,1,0.754,0.86,0.933,0.812,0.868,0.675,0.783,0.725,0.8,0.754,0.776,1,0.812,0.896
SEIR015_sl1000_mr05_nv10_18,0.76,0.463,0.576,0.962,0.61,0.746,0.903,0.683,0.778,0.778,0.854,0.814,0.786,0.805,0.795,1,0.756,0.861
SEIR015_sl1000_mr05_nv10_19,0.571,0.5,0.533,1,0.812,0.897,0.968,0.938,0.952,0.757,0.875,0.812,0.794,0.844,0.818,1,0.938,0.968
SEIR015_sl1000_mr05_nv10_2,1,0.31,0.473,0.975,0.929,0.951,0.975,0.929,0.951,0.833,0.833,0.833,0.909,0.714,0.8,0.941,0.762,0.842
SEIR015_sl1000_mr05_nv10_20,0.263,0.122,0.167,1,0.561,0.719,0.923,0.585,0.716,0.353,0.439,0.391,0.316,0.293,0.304,1,0.268,0.423
SEIR015_sl1000_mr05_nv10_3,0.884,0.679,0.768,0.978,0.786,0.871,0.939,0.821,0.876,0.814,0.857,0.835,0.882,0.804,0.841,0.98,0.857,0.914
SEIR015_sl1000_mr05_nv10_4,0.474,0.281,0.353,1,0.625,0.769,0.926,0.781,0.847,0.6,0.656,0.627,0.618,0.656,0.636,0.964,0.844,0.9
SEIR015_sl1000_mr05_nv10_5,0.714,0.455,0.556,1,0.727,0.842,0.889,0.727,0.8,0.818,0.818,0.818,0.818,0.818,0.818,0.875,0.636,0.737
SEIR015_sl1000_mr05_nv10_6,0.867,0.433,0.578,1,0.833,0.909,0.926,0.833,0.877,0.625,0.667,0.645,0.818,0.6,0.692,0.909,0.667,0.769
SEIR015_sl1000_mr05_nv10_7,0.615,0.615,0.615,0.875,0.538,0.667,0.833,0.769,0.8,0.476,0.769,0.588,0.562,0.692,0.621,0.909,0.769,0.833
SEIR015_sl1000_mr05_nv10_8,0.846,0.611,0.71,1,0.861,0.925,0.97,0.889,0.928,0.725,0.806,0.763,0.743,0.722,0.732,1,0.833,0.909
SEIR015_sl1000_mr05_nv10_9,0.875,0.467,0.609,1,0.6,0.75,0.9,0.6,0.72,0.611,0.733,0.667,0.923,0.8,0.857,1,0.533,0.696
SEIR01_sl1000_mr0125_nv10_1,0.846,0.611,0.71,1,0.778,0.875,1,0.833,0.909,0.684,0.722,0.703,0.765,0.722,0.743,1,0.833,0.909
SEIR01_sl1000_mr0125_nv10_10,0.949,0.685,0.796,0.96,0.889,0.923,0.962,0.926,0.943,0.926,0.926,0.926,0.917,0.815,0.863,0.917,0.815,0.863
SEIR01_sl1000_mr0125_nv10_11,1,0.769,0.87,1,0.923,0.96,1,0.923,0.96,0.923,0.923,0.923,0.923,0.923,0.923,0.917,0.846,0.88
SEIR01_sl1000_mr0125_nv10_12,1,0.2,0.333,1,0.4,0.571,1,0.4,0.571,0.2,0.2,0.2,0.25,0.2,0.222,1,0.8,0.889
SEIR01_sl1000_mr0125_nv10_13,0.9,0.9,0.9,1,0.7,0.824,0.889,0.8,0.842,0.818,0.9,0.857,0.818,0.9,0.857,1,1,1
SEIR01_sl1000_mr0125_nv10_14,0.96,0.8,0.873,0.966,0.933,0.949,0.966,0.933,0.949,0.933,0.933,0.933,0.933,0.933,0.933,0.966,0.933,0.949
SEIR01_sl1000_mr0125_nv10_15,1,0.417,0.588,1,0.792,0.884,0.952,0.833,0.889,0.833,0.833,0.833,0.826,0.792,0.809,1,0.708,0.829
SEIR01_sl1000_mr0125_nv10_16,0.667,0.286,0.4,0.8,0.571,0.667,0.8,0.571,0.667,0.714,0.714,0.714,0.714,0.714,0.714,0.833,0.714,0.769
SEIR01_sl1000_mr0125_nv10_17,0.636,0.583,0.609,0.778,0.583,0.667,0.667,0.667,0.667,0.769,0.833,0.8,0.769,0.833,0.8,0.833,0.833,0.833
SEIR01_sl1000_mr0125_nv10_18,0.921,0.778,0.843,0.907,0.867,0.886,0.886,0.867,0.876,0.851,0.889,0.87,0.87,0.889,0.879,0.951,0.867,0.907
SEIR01_sl1000_mr0125_nv10_19,0.952,0.667,0.784,1,0.767,0.868,1,0.867,0.929,0.833,0.833,0.833,0.893,0.833,0.862,0.964,0.9,0.931
SEIR01_sl1000_mr0125_nv10_2,0.941,0.615,0.744,1,0.731,0.844,0.955,0.808,0.875,0.923,0.923,0.923,0.923,0.923,0.923,1,1,1
SEIR01_sl1000_mr0125_nv10_20,0.913,0.84,0.875,0.952,0.8,0.87,0.875,0.84,0.857,0.846,0.88,0.863,0.957,0.88,0.917,0.958,0.92,0.939
SEIR01_sl1000_mr0125_nv10_3,0.846,0.579,0.688,1,0.895,0.944,1,0.974,0.987,0.842,0.842,0.842,0.889,0.842,0.865,0.971,0.895,0.932
SEIR01_sl1000_mr0125_nv10_4,0.938,0.625,0.75,0.857,0.75,0.8,0.818,0.75,0.783,0.75,0.75,0.75,0.857,0.75,0.8,0.864,0.792,0.826
SEIR01_sl1000_mr0125_nv10_5,0.974,0.809,0.884,1,0.872,0.932,0.956,0.915,0.935,0.857,0.894,0.875,0.891,0.872,0.882,1,0.915,0.956
SEIR01_sl1000_mr0125_nv10_6,0.966,0.583,0.727,0.913,0.875,0.894,0.913,0.875,0.894,0.875,0.875,0.875,0.925,0.771,0.841,0.949,0.771,0.851
SEIR01_sl1000_mr0125_nv10_7,0.968,0.769,0.857,1,0.872,0.932,1,0.872,0.932,0.897,0.897,0.897,0.946,0.897,0.921,1,0.872,0.932
SEIR01_sl1000_mr0125_nv10_8,0.667,0.333,0.444,0.8,0.667,0.727,0.8,0.667,0.727,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667
SEIR01_sl1000_mr0125_nv10_9,0.968,0.638,0.769,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.977,0.894,0.933,0.976,0.872,0.921
SEIR01_sl1000_mr025_nv10_1,0.941,0.571,0.711,1,0.821,0.902,0.958,0.821,0.885,0.897,0.929,0.912,0.889,0.857,0.873,0.963,0.929,0.945
SEIR01_sl1000_mr025_nv10_10,0.7,0.778,0.737,0.875,0.778,0.824,0.7,0.778,0.737,0.778,0.778,0.778,0.778,0.778,0.778,0.8,0.889,0.842
SEIR01_sl1000_mr025_nv10_11,0.917,0.629,0.746,1,0.857,0.923,1,0.943,0.971,0.784,0.829,0.806,0.879,0.829,0.853,1,0.943,0.971
SEIR01_sl1000_mr025_nv10_12,1,0.625,0.769,0.833,0.625,0.714,0.833,0.625,0.714,0.75,0.75,0.75,0.714,0.625,0.667,0.714,0.625,0.667
SEIR01_sl1000_mr025_nv10_13,0.667,0.2,0.308,1,0.75,0.857,1,0.75,0.857,0.762,0.8,0.78,0.842,0.8,0.821,0.9,0.9,0.9
SEIR01_sl1000_mr025_nv10_14,0.917,0.647,0.759,0.966,0.824,0.889,0.969,0.912,0.939,0.857,0.882,0.87,0.853,0.853,0.853,0.938,0.882,0.909
SEIR01_sl1000_mr025_nv10_15,0.75,0.6,0.667,0.875,0.7,0.778,0.875,0.7,0.778,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
SEIR01_sl1000_mr025_nv10_16,1,0.571,0.727,0.95,0.905,0.927,0.927,0.905,0.916,0.837,0.857,0.847,0.971,0.786,0.868,1,0.833,0.909
SEIR01_sl1000_mr025_nv10_17,0.897,0.578,0.703,0.875,0.778,0.824,0.878,0.8,0.837,0.644,0.644,0.644,0.763,0.644,0.699,0.921,0.778,0.843
SEIR01_sl1000_mr025_nv10_18,0.875,0.778,0.824,0.875,0.778,0.824,0.875,0.778,0.824,0.889,0.889,0.889,0.875,0.778,0.824,0.778,0.778,0.778
SEIR01_sl1000_mr025_nv10_19,0.923,0.61,0.735,0.945,0.881,0.912,0.93,0.898,0.914,0.836,0.864,0.85,0.855,0.797,0.825,0.94,0.797,0.862
SEIR01_sl1000_mr025_nv10_2,0.889,0.727,0.8,0.909,0.909,0.909,0.909,0.909,0.909,0.833,0.909,0.87,0.875,0.955,0.913,0.909,0.909,0.909
SEIR01_sl1000_mr025_nv10_20,0.769,0.588,0.667,0.875,0.824,0.848,0.875,0.824,0.848,0.765,0.765,0.765,0.824,0.824,0.824,0.812,0.765,0.788
SEIR01_sl1000_mr025_nv10_3,0.917,0.673,0.776,0.933,0.857,0.894,0.894,0.857,0.875,0.82,0.837,0.828,0.83,0.796,0.812,0.955,0.857,0.903
SEIR01_sl1000_mr025_nv10_4,0.892,0.635,0.742,0.98,0.923,0.95,0.98,0.923,0.95,0.868,0.885,0.876,0.93,0.769,0.842,0.978,0.865,0.918
SEIR01_sl1000_mr025_nv10_5,0.943,0.75,0.835,0.925,0.841,0.881,0.86,0.841,0.851,0.844,0.864,0.854,0.9,0.818,0.857,0.946,0.795,0.864
SEIR01_sl1000_mr025_nv10_6,1,0.571,0.727,1,0.571,0.727,0.8,0.571,0.667,0.714,0.714,0.714,0.714,0.714,0.714,0.833,0.714,0.769
SEIR01_sl1000_mr025_nv10_7,0.9,0.675,0.771,0.861,0.775,0.816,0.861,0.775,0.816,0.7,0.7,0.7,0.8,0.7,0.747,0.861,0.775,0.816
SEIR01_sl1000_mr025_nv10_8,0.947,0.667,0.783,0.833,0.741,0.784,0.8,0.741,0.769,0.815,0.815,0.815,0.88,0.815,0.846,0.815,0.815,0.815
SEIR01_sl1000_mr025_nv10_9,0.935,0.617,0.744,0.932,0.872,0.901,0.932,0.872,0.901,0.809,0.809,0.809,0.86,0.787,0.822,0.953,0.872,0.911
SEIR01_sl1000_mr025_nv20_1,0.917,0.688,0.786,1,0.938,0.968,0.938,0.938,0.938,0.882,0.938,0.909,0.909,0.938,0.923,0.938,0.938,0.938
SEIR01_sl1000_mr025_nv20_10,0.8,0.444,0.571,1,0.556,0.714,0.833,0.556,0.667,0.667,0.667,0.667,0.857,0.667,0.75,0.875,0.778,0.824
SEIR01_sl1000_mr025_nv20_11,0.75,0.6,0.667,0.75,0.6,0.667,0.6,0.6,0.6,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
SEIR01_sl1000_mr025_nv20_12,0.933,0.778,0.848,1,0.833,0.909,0.938,0.833,0.882,0.889,0.889,0.889,0.941,0.889,0.914,1,0.889,0.941
SEIR01_sl1000_mr025_nv20_13,0.896,0.741,0.811,0.941,0.828,0.881,0.925,0.845,0.883,0.862,0.862,0.862,0.942,0.845,0.891,0.961,0.845,0.899
SEIR01_sl1000_mr025_nv20_14,0.846,0.846,0.846,0.9,0.692,0.783,0.909,0.769,0.833,0.846,0.846,0.846,0.846,0.846,0.846,0.923,0.923,0.923
SEIR01_sl1000_mr025_nv20_15,0.882,0.652,0.75,1,0.957,0.978,1,0.957,0.978,0.913,0.913,0.913,0.955,0.913,0.933,0.955,0.913,0.933
SEIR01_sl1000_mr025_nv20_16,0.571,0.571,0.571,1,0.286,0.444,0.833,0.714,0.769,0.556,0.714,0.625,0.556,0.714,0.625,1,1,1
SEIR01_sl1000_mr025_nv20_17,0.905,0.76,0.826,0.955,0.84,0.894,0.955,0.84,0.894,0.84,0.84,0.84,0.833,0.8,0.816,0.96,0.96,0.96
SEIR01_sl1000_mr025_nv20_18,0.92,0.885,0.902,0.957,0.846,0.898,0.92,0.885,0.902,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885
SEIR01_sl1000_mr025_nv20_19,0.941,0.906,0.923,0.942,0.925,0.933,0.942,0.925,0.933,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943
