dataset,phy_tp,phy_fp,phy_fn,tnet_tp,tnet_fp,tnet_fn,tnet_50_tp,tnet_50_fp,tnet_50_fn,tnet_80_tp,tnet_80_fp,tnet_80_fn,tnet_100_tp,tnet_100_fp,tnet_100_fn
SEIR01_sl250_mr025_nv10_5,30,0,11,38,3,3,40,1,1,35,1,6,35,1,6
SEIR01_sl250_mr025_nv10_6,17,0,5,20,2,2,20,2,2,20,2,2,20,2,2
SEIR01_sl250_mr025_nv10_7,13,0,1,14,0,0,14,1,0,13,0,1,13,0,1
SEIR01_sl250_mr025_nv10_8,27,0,7,34,0,0,31,3,3,29,0,5,29,0,5
SEIR01_sl250_mr025_nv10_9,43,0,18,58,3,3,56,3,5,53,0,8,53,0,8
SEIR01_sl500_mr025_nv10_1,6,0,4,10,0,0,10,0,0,10,0,0,10,0,0
SEIR01_sl500_mr025_nv10_10,9,0,5,14,0,0,13,1,1,12,0,2,12,0,2
SEIR01_sl500_mr025_nv10_11,13,0,4,16,1,1,16,1,1,15,1,2,15,1,2
SEIR01_sl500_mr025_nv10_12,42,0,9,49,2,2,51,0,0,47,0,4,45,0,6
SEIR01_sl500_mr025_nv10_13,12,0,8,18,2,2,18,2,2,18,2,2,16,1,4
SEIR01_sl500_mr025_nv10_14,4,0,2,6,0,0,5,1,1,5,0,1,5,0,1
SEIR01_sl500_mr025_nv10_15,37,0,21,53,5,5,55,3,3,53,2,5,53,2,5
SEIR01_sl500_mr025_nv10_16,9,0,6,13,2,2,13,2,2,12,2,3,12,2,3
SEIR01_sl500_mr025_nv10_17,3,0,3,6,0,0,6,0,0,5,0,1,5,0,1
SEIR01_sl500_mr025_nv10_18,3,0,3,4,2,2,5,1,1,4,1,2,4,1,2
SEIR01_sl500_mr025_nv10_19,8,0,0,8,0,0,8,0,0,8,0,0,8,0,0
SEIR01_sl500_mr025_nv10_2,6,0,2,8,0,0,8,0,0,8,0,0,8,0,0
SEIR01_sl500_mr025_nv10_20,20,0,12,25,7,7,29,1,3,25,1,7,25,1,7
SEIR01_sl500_mr025_nv10_3,20,0,1,20,1,1,20,1,1,20,0,1,20,0,1
SEIR01_sl500_mr025_nv10_4,6,0,1,7,0,0,7,0,0,7,0,0,7,0,0
SEIR01_sl500_mr025_nv10_5,4,0,1,4,1,1,4,1,1,4,0,1,4,0,1
SEIR01_sl500_mr025_nv10_6,44,0,9,53,0,0,53,0,0,51,0,2,49,0,4
SEIR01_sl500_mr025_nv10_7,28,0,6,34,0,0,32,2,2,31,0,3,31,0,3
SEIR01_sl500_mr025_nv10_8,13,0,3,16,0,0,16,0,0,16,0,0,16,0,0
SEIR01_sl500_mr025_nv10_9,8,0,1,8,1,1,9,0,0,8,0,1,8,0,1
SIR003_sl1000_mr025_nv10_1,11,0,3,14,0,0,12,2,2,12,2,2,12,0,2
SIR003_sl1000_mr025_nv10_10,11,0,2,12,1,1,12,1,1,12,1,1,12,1,1
SIR003_sl1000_mr025_nv10_11,15,0,15,20,10,10,20,8,10,20,4,10,19,1,11
SIR003_sl1000_mr025_nv10_12,33,0,16,43,6,6,41,7,8,40,4,9,39,2,10
SIR003_sl1000_mr025_nv10_13,3,0,8,6,5,5,6,5,5,5,1,6,5,1,6
SIR003_sl1000_mr025_nv10_14,8,0,7,14,1,1,14,1,1,14,1,1,14,1,1
SIR003_sl1000_mr025_nv10_15,11,0,13,16,8,8,16,5,8,14,2,10,14,2,10
SIR003_sl1000_mr025_nv10_16,8,0,9,13,4,4,13,4,4,13,2,4,13,2,4
SIR003_sl1000_mr025_nv10_17,18,0,5,21,2,2,20,3,3,20,3,3,20,1,3
SIR003_sl1000_mr025_nv10_18,3,0,2,4,1,1,4,1,1,4,1,1,4,1,1
SIR003_sl1000_mr025_nv10_19,11,0,13,19,5,5,18,6,6,17,3,7,16,2,8
SIR003_sl1000_mr025_nv10_2,14,0,5,16,3,3,17,1,2,15,1,4,15,1,4
SIR003_sl1000_mr025_nv10_20,5,0,4,7,2,2,7,2,2,7,2,2,7,1,2
SIR003_sl1000_mr025_nv10_3,18,0,8,20,6,6,21,1,5,20,0,6,19,0,7
SIR003_sl1000_mr025_nv10_4,18,0,13,25,6,6,26,5,5,23,1,8,22,1,9
SIR003_sl1000_mr025_nv10_5,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0
SIR003_sl1000_mr025_nv10_6,14,0,9,17,6,6,17,6,6,17,4,6,16,4,7
SIR003_sl1000_mr025_nv10_7,4,0,12,11,5,5,11,4,5,10,3,6,10,3,6
SIR003_sl1000_mr025_nv10_8,12,0,3,14,1,1,14,1,1,14,1,1,14,1,1
SIR003_sl1000_mr025_nv10_9,10,0,18,18,10,10,16,7,12,14,5,14,14,4,14
SIR003_sl1000_mr05_nv10_1,12,0,5,12,5,5,14,2,3,12,0,5,12,0,5
SIR003_sl1000_mr05_nv10_10,10,0,3,11,2,2,11,2,2,11,2,2,11,0,2
SIR003_sl1000_mr05_nv10_11,16,0,19,27,8,8,24,9,11,22,7,13,22,5,13
SIR003_sl1000_mr05_nv10_12,33,0,22,45,10,10,44,10,11,41,5,14,41,5,14
SIR003_sl1000_mr05_nv10_13,29,0,27,45,11,11,42,9,14,40,3,16,40,3,16
SIR003_sl1000_mr05_nv10_14,9,0,1,10,0,0,9,1,1,9,0,1,9,0,1
SIR003_sl1000_mr05_nv10_15,6,0,7,11,2,2,12,1,1,11,1,2,10,1,3
SIR003_sl1000_mr05_nv10_16,15,0,10,20,5,5,21,4,4,19,2,6,19,1,6
SIR003_sl1000_mr05_nv10_17,4,0,10,8,6,6,7,3,7,7,3,7,7,2,7
SIR003_sl1000_mr05_nv10_18,11,0,12,19,4,4,17,3,6,15,1,8,15,1,8
SIR003_sl1000_mr05_nv10_19,27,0,10,33,4,4,33,4,4,33,2,4,33,2,4
SIR003_sl1000_mr05_nv10_2,12,0,3,13,2,2,13,2,2,13,1,2,13,1,2
SIR003_sl1000_mr05_nv10_20,2,0,7,4,5,5,3,6,6,3,2,6,3,0,6
SIR003_sl1000_mr05_nv10_3,6,0,4,8,2,2,8,2,2,8,1,2,8,1,2
SIR003_sl1000_mr05_nv10_4,13,0,0,13,0,0,13,0,0,13,0,0,13,0,0
SIR003_sl1000_mr05_nv10_5,10,0,36,27,19,19,27,16,19,23,5,23,22,5,24
SIR003_sl1000_mr05_nv10_6,11,0,10,15,6,6,16,5,5,15,3,6,14,2,7
SIR003_sl1000_mr05_nv10_7,16,0,7,21,2,2,20,3,3,20,2,3,20,2,3
SIR003_sl1000_mr05_nv10_8,26,0,20,39,7,7,37,8,9,36,5,10,35,5,11
SIR003_sl1000_mr05_nv10_9,10,0,20,15,15,15,16,7,14,15,7,15,14,4,16
SIR003_sl1000_mr05_nv20_1,20,0,15,29,6,6,29,6,6,28,3,7,28,3,7
SIR003_sl1000_mr05_nv20_10,36,0,16,45,7,7,44,5,8,42,2,10,41,2,11
SIR003_sl1000_mr05_nv20_11,2,0,3,3,2,2,3,2,2,3,2,2,3,0,2
SIR003_sl1000_mr05_nv20_12,29,0,26,44,11,11,42,9,13,40,6,15,40,3,15
SIR003_sl1000_mr05_nv20_13,30,0,24,41,13,13,38,10,16,35,2,19,35,1,19
SIR003_sl1000_mr05_nv20_14,9,0,1,10,0,0,10,0,0,10,0,0,10,0,0
SIR003_sl1000_mr05_nv20_15,13,0,6,16,3,3,17,2,2,16,0,3,15,0,4
SIR003_sl1000_mr05_nv20_16,27,0,16,33,10,10,34,7,9,31,1,12,30,1,13
SIR003_sl1000_mr05_nv20_17,32,0,18,39,11,11,39,9,11,37,3,13,37,3,13
SIR003_sl1000_mr05_nv20_18,20,0,18,26,12,12,30,8,8,26,5,12,25,2,13
SIR003_sl1000_mr05_nv20_19,19,0,18,30,7,7,30,7,7,29,5,8,29,2,8
SIR003_sl1000_mr05_nv20_2,27,0,22,36,13,13,36,7,13,35,6,14,34,3,15
SIR003_sl1000_mr05_nv20_20,5,0,2,6,1,1,6,1,1,6,1,1,6,1,1
SIR003_sl1000_mr05_nv20_3,6,0,7,9,4,4,9,4,4,9,3,4,9,3,4
SIR003_sl1000_mr05_nv20_4,19,0,13,26,6,6,25,4,7,24,2,8,24,2,8
SIR003_sl1000_mr05_nv20_5,12,0,12,19,5,5,15,8,9,15,3,9,15,3,9
SIR003_sl1000_mr05_nv20_6,10,0,4,13,1,1,11,3,3,11,0,3,11,0,3
SIR003_sl1000_mr05_nv20_7,7,0,5,10,2,2,10,2,2,9,1,3,9,1,3
SIR003_sl1000_mr05_nv20_8,15,0,12,21,6,6,21,6,6,20,6,7,20,4,7
SIR003_sl1000_mr05_nv20_9,24,0,16,33,7,7,33,6,7,31,4,9,31,4,9
SIR003_sl1000_mr05_nv5_1,17,0,18,27,8,8,29,8,6,26,4,9,26,4,9
SIR003_sl1000_mr05_nv5_10,20,0,21,32,9,9,31,9,10,30,8,11,29,4,12
SIR003_sl1000_mr05_nv5_11,26,0,36,41,22,21,39,15,23,37,11,25,36,9,26
SIR003_sl1000_mr05_nv5_12,5,0,1,5,1,1,5,1,1,5,0,1,5,0,1
SIR003_sl1000_mr05_nv5_13,3,0,8,7,4,4,7,4,4,7,3,4,7,3,4
SIR003_sl1000_mr05_nv5_14,13,0,16,21,8,8,19,7,10,15,0,14,15,0,14
SIR003_sl1000_mr05_nv5_15,32,0,30,49,13,13,48,13,14,48,9,14,45,7,17
SIR003_sl1000_mr05_nv5_16,1,0,5,5,1,1,5,1,1,5,1,1,5,1,1
SIR003_sl1000_mr05_nv5_17,15,0,33,30,18,18,30,16,18,26,9,22,26,7,22
SIR003_sl1000_mr05_nv5_18,8,0,8,13,3,3,12,4,4,12,3,4,12,2,4
SIR003_sl1000_mr05_nv5_19,13,0,21,23,11,11,22,9,12,21,7,13,21,5,13
SIR003_sl1000_mr05_nv5_2,7,0,5,10,2,2,10,2,2,10,2,2,10,2,2
SIR003_sl1000_mr05_nv5_20,6,0,7,9,4,4,9,4,4,7,0,6,7,0,6
SIR003_sl1000_mr05_nv5_3,3,0,5,5,3,3,5,3,3,5,2,3,4,1,4
SIR003_sl1000_mr05_nv5_4,10,0,4,12,2,2,12,2,2,12,2,2,12,0,2
SIR003_sl1000_mr05_nv5_5,3,0,8,7,4,4,8,3,3,5,1,6,5,0,6
SIR003_sl1000_mr05_nv5_6,3,0,8,7,4,4,6,3,5,4,0,7,4,0,7
SIR003_sl1000_mr05_nv5_7,29,0,45,48,27,26,49,17,25,43,7,31,41,6,33
SIR003_sl1000_mr05_nv5_8,9,0,16,13,12,12,15,10,10,14,6,11,12,4,13
SIR003_sl1000_mr05_nv5_9,11,0,13,20,4,4,16,3,8,14,2,10,14,2,10
SIR003_sl1000_mr1_nv10_1,9,0,8,13,4,4,13,4,4,13,2,4,13,2,4
SIR003_sl1000_mr1_nv10_10,3,0,8,7,4,4,7,4,4,7,4,4,6,3,5
SIR003_sl1000_mr1_nv10_11,5,0,5,8,2,2,8,2,2,8,2,2,8,2,2
SIR003_sl1000_mr1_nv10_12,15,0,12,25,2,2,24,3,3,22,3,5,18,3,9
SIR003_sl1000_mr1_nv10_13,2,0,4,4,2,2,4,2,2,4,2,2,4,2,2
SIR003_sl1000_mr1_nv10_14,21,0,15,26,10,10,27,9,9,27,3,9,26,3,10
SIR003_sl1000_mr1_nv10_15,6,0,5,8,3,3,9,2,2,8,2,3,8,2,3
SIR003_sl1000_mr1_nv10_16,8,0,12,10,10,10,11,4,9,10,2,10,10,2,10
SIR003_sl1000_mr1_nv10_17,17,0,15,27,5,5,26,6,6,24,2,8,24,2,8
SIR003_sl1000_mr1_nv10_18,19,0,14,29,4,4,26,4,7,25,2,8,24,0,9
SIR003_sl1000_mr1_nv10_19,28,0,36,42,22,22,41,18,23,39,9,25,38,5,26
SIR003_sl1000_mr1_nv10_2,27,0,36,45,19,18,47,13,16,42,5,21,41,3,22
SIR003_sl1000_mr1_nv10_20,34,0,35,52,17,17,50,13,19,46,5,23,45,5,24
SIR003_sl1000_mr1_nv10_3,16,0,7,20,3,3,19,4,4,19,3,4,19,3,4
SIR003_sl1000_mr1_nv10_4,19,0,10,23,6,6,23,5,6,23,4,6,23,3,6
SIR003_sl1000_mr1_nv10_5,5,0,4,6,3,3,6,3,3,5,0,4,5,0,4
SIR003_sl1000_mr1_nv10_6,16,0,14,25,5,5,20,8,10,19,5,11,19,2,11
SIR003_sl1000_mr1_nv10_7,4,0,4,5,3,3,5,3,3,5,2,3,5,2,3
SIR003_sl1000_mr1_nv10_8,21,0,14,28,7,7,26,7,9,24,3,11,24,2,11
SIR003_sl1000_mr1_nv10_9,5,0,4,6,3,3,5,1,4,5,0,4,5,0,4
SIR003_sl250_mr05_nv10_1,15,0,17,20,12,12,21,6,11,19,3,13,19,1,13
SIR003_sl250_mr05_nv10_10,13,0,6,16,3,3,16,3,3,16,3,3,16,1,3
SIR003_sl250_mr05_nv10_11,4,0,8,8,4,4,8,4,4,8,3,4,8,3,4
SIR003_sl250_mr05_nv10_12,5,0,8,12,1,1,13,0,0,10,0,3,10,0,3
SIR003_sl250_mr05_nv10_13,2,0,5,6,1,1,4,3,3,4,3,3,4,1,3
SIR003_sl250_mr05_nv10_14,7,0,1,7,1,1,7,1,1,7,0,1,7,0,1
SIR003_sl250_mr05_nv10_15,6,0,2,7,1,1,7,1,1,7,1,1,7,1,1
SIR003_sl250_mr05_nv10_16,6,0,5,9,2,2,10,1,1,9,1,2,9,1,2
SIR003_sl250_mr05_nv10_17,26,0,19,38,7,7,34,9,11,33,3,12,32,2,13
SIR003_sl250_mr05_nv10_18,18,0,9,22,5,5,23,3,4,21,2,6,21,2,6
SIR003_sl250_mr05_nv10_19,5,0,20,17,8,8,11,8,14,11,6,14,11,4,14
SIR003_sl250_mr05_nv10_2,11,0,3,12,2,2,12,2,2,12,1,2,12,1,2
SIR003_sl250_mr05_nv10_20,18,0,23,28,13,13,26,11,15,24,5,17,24,4,17
SIR003_sl250_mr05_nv10_3,16,0,6,20,2,2,19,3,3,18,2,4,18,2,4
SIR003_sl250_mr05_nv10_4,9,0,3,11,1,1,11,1,1,11,1,1,11,1,1
SIR003_sl250_mr05_nv10_5,14,0,8,18,4,4,18,4,4,18,3,4,17,2,5
SIR003_sl250_mr05_nv10_6,20,0,13,27,6,6,27,6,6,26,6,7,25,3,8
SIR003_sl250_mr05_nv10_7,23,0,23,35,11,11,33,9,13,30,6,16,30,6,16
SIR003_sl250_mr05_nv10_8,11,0,6,15,2,2,14,3,3,14,2,3,13,1,4
SIR003_sl250_mr05_nv10_9,5,0,4,7,2,2,7,2,2,7,2,2,7,1,2
SIR003_sl500_mr05_nv10_1,5,0,2,5,2,2,5,0,2,5,0,2,5,0,2
SIR003_sl500_mr05_nv10_10,16,0,23,29,10,10,27,9,12,25,3,14,22,1,17
SIR003_sl500_mr05_nv10_11,3,0,3,4,2,2,5,1,1,4,1,2,4,1,2
SIR003_sl500_mr05_nv10_12,16,0,10,22,4,4,22,4,4,21,4,5,20,4,6
SIR003_sl500_mr05_nv10_13,26,0,22,40,8,8,37,11,11,35,6,13,34,6,14
SIR003_sl500_mr05_nv10_14,20,0,13,27,6,6,25,4,8,24,3,9,23,1,10
SIR003_sl500_mr05_nv10_15,11,0,8,14,5,5,16,3,3,13,1,6,13,1,6
SIR003_sl500_mr05_nv10_16,6,0,6,10,2,2,10,2,2,10,2,2,10,0,2
SIR003_sl500_mr05_nv10_17,7,0,3,9,1,1,9,1,1,9,1,1,9,1,1
SIR003_sl500_mr05_nv10_18,9,0,4,10,3,3,11,1,2,10,1,3,10,1,3
SIR003_sl500_mr05_nv10_19,34,0,26,45,15,15,48,12,12,44,4,16,44,4,16
SIR003_sl500_mr05_nv10_2,23,0,11,28,6,6,28,5,6,27,1,7,26,0,8
SIR003_sl500_mr05_nv10_20,3,0,5,5,3,3,5,3,3,4,1,4,4,1,4
SIR003_sl500_mr05_nv10_3,22,0,7,24,5,5,25,2,4,24,1,5,24,1,5
SIR003_sl500_mr05_nv10_4,10,0,16,18,8,8,21,3,5,16,2,10,16,2,10
SIR003_sl500_mr05_nv10_5,8,0,2,9,1,1,9,1,1,9,1,1,9,1,1
SIR003_sl500_mr05_nv10_6,7,0,14,14,7,7,14,4,7,12,2,9,12,1,9
SIR003_sl500_mr05_nv10_7,13,0,5,18,0,0,17,0,1,16,0,2,16,0,2
SIR003_sl500_mr05_nv10_8,8,0,7,13,2,2,13,2,2,13,2,2,13,2,2
SIR003_sl500_mr05_nv10_9,5,0,2,6,1,1,6,1,1,6,1,1,6,1,1
SIR01_sl1000_mr075_nv10_1,30,0,27,46,11,11,45,9,12,43,6,14,41,4,16
SIR01_sl1000_mr075_nv10_10,8,0,0,8,0,0,8,0,0,8,0,0,8,0,0
SIR01_sl1000_mr075_nv10_11,5,0,2,6,1,1,6,1,1,6,1,1,6,1,1
SIR01_sl1000_mr075_nv10_12,24,0,6,26,4,4,26,4,4,26,1,4,25,0,5
SIR01_sl1000_mr075_nv10_13,5,0,9,9,5,5,9,2,5,8,0,6,8,0,6
SIR01_sl1000_mr075_nv10_14,4,0,3,6,1,1,6,1,1,5,1,2,5,1,2
SIR01_sl1000_mr075_nv10_15,4,0,2,5,1,1,5,1,1,5,1,1,5,1,1
SIR01_sl1000_mr075_nv10_16,10,0,8,16,2,2,15,2,3,14,1,4,14,1,4
SIR01_sl1000_mr075_nv10_17,30,0,41,47,25,24,51,21,20,45,14,26,42,7,29
SIR01_sl1000_mr075_nv10_18,9,0,2,10,1,1,10,1,1,10,1,1,10,1,1
SIR01_sl1000_mr075_nv10_19,2,0,9,7,4,4,5,3,6,2,0,9,2,0,9
SIR01_sl1000_mr075_nv10_2,8,0,3,9,2,2,9,2,2,9,0,2,9,0,2
SIR01_sl1000_mr075_nv10_20,16,0,14,25,5,5,26,4,4,22,3,8,21,1,9
SIR01_sl1000_mr075_nv10_3,4,0,7,7,4,4,6,5,5,6,0,5,6,0,5
SIR01_sl1000_mr075_nv10_4,26,0,12,34,4,4,34,3,4,30,3,8,30,3,8
SIR01_sl1000_mr075_nv10_5,39,0,25,55,9,9,55,5,9,50,4,14,49,3,15
SIR01_sl1000_mr075_nv10_6,5,0,3,7,1,1,7,1,1,7,1,1,7,1,1
SIR01_sl1000_mr075_nv10_7,17,0,7,23,1,1,21,3,3,21,1,3,20,1,4
SIR01_sl1000_mr075_nv10_8,9,0,7,11,5,5,11,2,5,10,1,6,10,1,6
SIR01_sl1000_mr075_nv10_9,13,0,14,18,9,9,16,6,11,16,3,11,16,2,11
SIR01_sl1000_mr15_nv10_10,19,0,13,27,5,5,24,8,8,24,4,8,24,3,8
SIR01_sl1000_mr15_nv10_11,6,0,6,7,5,5,7,3,5,6,0,6,6,0,6
SIR01_sl1000_mr15_nv10_12,11,0,13,18,6,6,15,6,9,15,3,9,15,3,9
SIR01_sl1000_mr15_nv10_14,7,0,1,8,0,0,8,0,0,8,0,0,8,0,0
SIR01_sl1000_mr15_nv10_15,10,0,28,24,14,14,24,12,14,23,9,15,22,7,16
SIR01_sl1000_mr15_nv10_16,6,0,1,7,0,0,7,0,0,7,0,0,7,0,0
SIR01_sl1000_mr15_nv10_17,12,0,8,19,1,1,16,2,4,16,0,4,16,0,4
SIR01_sl1000_mr15_nv10_18,36,0,33,49,20,20,49,16,20,46,8,23,46,3,23
SIR01_sl1000_mr15_nv10_19,7,0,2,8,1,1,8,1,1,8,1,1,8,1,1
SIR01_sl1000_mr15_nv10_20,6,0,3,8,1,1,8,1,1,8,1,1,8,1,1
SIR01_sl1000_mr15_nv10_3,36,0,23,51,8,8,45,9,14,41,4,18,41,2,18
SIR01_sl1000_mr15_nv10_5,6,0,4,8,2,2,8,2,2,8,2,2,8,0,2
SIR01_sl1000_mr15_nv10_6,3,0,4,7,0,0,6,1,1,6,0,1,5,0,2
SIR01_sl1000_mr15_nv10_7,27,0,23,33,17,17,37,10,13,31,3,19,31,3,19
SIR01_sl1000_mr15_nv10_8,6,0,4,7,3,3,10,0,0,7,0,3,7,0,3
SIR01_sl1000_mr15_nv10_9,10,0,11,15,6,6,16,5,5,15,3,6,15,3,6
SIR01_sl1000_mr15_nv20_1,16,0,16,26,6,6,24,7,8,22,2,10,21,1,11
SIR01_sl1000_mr15_nv20_10,8,0,5,10,3,3,9,2,4,9,2,4,9,0,4
SIR01_sl1000_mr15_nv20_11,41,0,18,51,8,8,49,8,10,49,6,10,49,6,10
SIR01_sl1000_mr15_nv20_12,6,0,9,10,5,5,10,5,5,9,4,6,8,2,7
SIR01_sl1000_mr15_nv20_13,5,0,1,6,0,0,6,0,0,6,0,0,6,0,0
SIR01_sl1000_mr15_nv20_14,3,0,2,4,1,1,4,1,1,4,1,1,4,1,1
SIR01_sl1000_mr15_nv20_15,5,0,9,9,5,5,10,2,4,9,1,5,8,1,6
SIR01_sl1000_mr15_nv20_16,12,0,9,18,3,3,17,4,4,16,2,5,16,2,5
SIR01_sl1000_mr15_nv20_17,8,0,6,10,4,4,10,3,4,9,1,5,9,1,5
SIR01_sl1000_mr15_nv20_18,23,0,7,26,4,4,26,4,4,26,2,4,25,0,5
SIR01_sl1000_mr15_nv20_19,40,0,11,43,8,8,43,3,8,43,2,8,43,2,8
SIR01_sl1000_mr15_nv20_2,5,0,5,8,2,2,7,0,3,6,0,4,6,0,4
SIR01_sl1000_mr15_nv20_20,9,0,5,11,3,3,11,3,3,11,3,3,11,2,3
SIR01_sl1000_mr15_nv20_3,2,0,3,3,2,2,2,0,3,2,0,3,2,0,3
SIR01_sl1000_mr15_nv20_4,41,0,28,53,16,16,53,7,16,50,4,19,50,4,19
SIR01_sl1000_mr15_nv20_5,4,0,6,7,3,3,7,3,3,6,1,4,6,0,4
SIR01_sl1000_mr15_nv20_6,6,0,2,8,0,0,8,0,0,8,0,0,8,0,0
SIR01_sl1000_mr15_nv20_7,19,0,9,24,4,4,23,5,5,23,1,5,22,1,6
SIR01_sl1000_mr15_nv20_8,33,0,15,40,8,8,39,3,9,37,0,11,36,0,12
SIR01_sl1000_mr15_nv20_9,13,0,13,20,6,6,21,5,5,17,3,9,15,1,11
SIR01_sl1000_mr15_nv5_1,11,0,17,18,10,10,17,10,11,17,4,11,17,3,11
SIR01_sl1000_mr15_nv5_10,8,0,3,9,2,2,9,1,2,9,1,2,8,0,3
SIR01_sl1000_mr15_nv5_11,3,0,6,7,2,2,7,2,2,6,1,3,6,1,3
SIR01_sl1000_mr15_nv5_12,11,0,12,17,6,6,14,7,9,12,2,11,12,1,11
SIR01_sl1000_mr15_nv5_13,11,0,5,14,2,2,14,2,2,14,2,2,14,2,2
SIR01_sl1000_mr15_nv5_14,11,0,11,15,7,7,16,6,6,15,4,7,15,4,7
SIR01_sl1000_mr15_nv5_15,23,0,22,39,6,6,34,8,11,31,5,14,31,5,14
SIR01_sl1000_mr15_nv5_16,5,0,4,7,2,2,7,2,2,7,2,2,7,2,2
SIR01_sl1000_mr15_nv5_17,4,0,4,6,2,2,6,2,2,6,1,2,6,1,2
SIR01_sl1000_mr15_nv5_18,5,0,4,6,3,3,7,2,2,6,0,3,6,0,3
SIR01_sl1000_mr15_nv5_19,9,0,12,16,5,5,16,5,5,13,2,8,13,2,8
SIR01_sl1000_mr15_nv5_2,10,0,25,29,6,6,24,11,11,22,6,13,20,3,15
SIR01_sl1000_mr15_nv5_20,11,0,6,16,1,1,16,1,1,13,0,4,13,0,4
SIR01_sl1000_mr15_nv5_3,3,0,6,5,4,4,6,3,3,5,3,4,5,3,4
SIR01_sl1000_mr15_nv5_4,7,0,18,16,9,9,12,8,13,11,4,14,10,2,15
SIR01_sl1000_mr15_nv5_5,3,0,8,7,4,4,5,3,6,5,2,6,5,2,6
SIR01_sl1000_mr15_nv5_6,10,0,13,15,8,8,14,7,9,12,2,11,12,2,11
SIR01_sl1000_mr15_nv5_7,3,0,5,5,3,3,5,3,3,4,0,4,4,0,4
SIR01_sl1000_mr15_nv5_8,2,0,6,4,4,4,5,0,3,4,0,4,4,0,4
SIR01_sl1000_mr15_nv5_9,19,0,28,31,16,16,29,10,18,28,7,19,28,4,19
SIR01_sl1000_mr3_nv10_1,15,0,15,22,8,8,24,6,6,22,6,8,22,3,8
SIR01_sl1000_mr3_nv10_10,5,0,4,8,1,1,8,1,1,8,1,1,8,1,1
SIR01_sl1000_mr3_nv10_11,26,0,31,39,18,18,40,9,17,36,4,21,36,2,21
SIR01_sl1000_mr3_nv10_12,21,0,13,27,7,7,26,3,8,26,2,8,26,2,8
SIR01_sl1000_mr3_nv10_13,21,0,15,26,10,10,26,3,10,26,0,10,25,0,11
SIR01_sl1000_mr3_nv10_14,20,0,8,27,1,1,27,1,1,27,1,1,27,1,1
SIR01_sl1000_mr3_nv10_15,5,0,4,7,2,2,7,2,2,7,2,2,6,0,3
SIR01_sl1000_mr3_nv10_16,21,0,11,28,4,4,25,2,7,25,2,7,25,2,7
SIR01_sl1000_mr3_nv10_17,6,0,4,7,3,3,7,0,3,6,0,4,6,0,4
SIR01_sl1000_mr3_nv10_18,14,0,10,18,6,6,19,5,5,18,3,6,18,3,6
SIR01_sl1000_mr3_nv10_19,10,0,20,15,15,15,16,4,14,12,0,18,12,0,18
SIR01_sl1000_mr3_nv10_2,5,0,4,7,2,2,7,2,2,6,1,3,6,1,3
SIR01_sl1000_mr3_nv10_20,6,0,6,9,3,3,10,2,2,9,2,3,8,1,4
SIR01_sl1000_mr3_nv10_3,13,0,7,16,4,4,16,4,4,16,4,4,16,1,4
SIR01_sl1000_mr3_nv10_4,6,0,6,11,1,1,11,1,1,10,1,2,10,1,2
SIR01_sl1000_mr3_nv10_5,12,0,16,22,6,6,22,5,6,21,3,7,18,3,10
SIR01_sl1000_mr3_nv10_6,28,0,26,38,16,16,37,16,17,36,4,18,35,4,19
SIR01_sl1000_mr3_nv10_7,9,0,14,18,5,5,15,8,8,13,3,10,12,0,11
SIR01_sl1000_mr3_nv10_8,6,0,4,7,3,3,7,3,3,7,0,3,7,0,3
SIR01_sl1000_mr3_nv10_9,16,0,13,21,8,8,21,5,8,18,1,11,17,0,12
SIR01_sl250_mr15_nv10_1,7,0,10,13,4,4,12,3,5,11,2,6,11,2,6
SIR01_sl250_mr15_nv10_10,30,0,26,44,12,12,40,12,16,37,7,19,36,2,20
SIR01_sl250_mr15_nv10_11,13,0,11,17,7,7,16,8,8,16,5,8,16,1,8
SIR01_sl250_mr15_nv10_12,10,0,9,18,1,1,17,2,2,16,1,3,16,1,3
SIR01_sl250_mr15_nv10_13,4,0,9,10,3,3,10,2,3,9,0,4,8,0,5
SIR01_sl250_mr15_nv10_14,5,0,10,11,4,4,11,2,4,10,1,5,9,1,6
SIR01_sl250_mr15_nv10_15,5,0,3,7,1,1,6,2,2,6,2,2,6,0,2
SIR01_sl250_mr15_nv10_16,19,0,4,23,0,0,23,0,0,23,0,0,23,0,0
SIR01_sl250_mr15_nv10_17,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0
SIR01_sl250_mr15_nv10_18,10,0,10,15,5,5,14,6,6,14,1,6,14,1,6
SIR01_sl250_mr15_nv10_19,4,0,3,6,1,1,6,1,1,6,1,1,6,1,1
SIR01_sl250_mr15_nv10_2,5,0,4,8,1,1,7,2,2,6,1,3,6,1,3
SIR01_sl250_mr15_nv10_20,1,0,6,6,1,1,5,2,2,4,2,3,4,1,3
SIR01_sl250_mr15_nv10_3,10,0,4,14,0,0,14,0,0,14,0,0,14,0,0
SIR01_sl250_mr15_nv10_4,4,0,8,9,3,3,9,3,3,9,1,3,9,1,3
SIR01_sl250_mr15_nv10_5,6,0,3,7,2,2,8,1,1,8,1,1,7,1,2
SIR01_sl250_mr15_nv10_6,18,0,25,29,14,14,31,10,12,28,5,15,26,3,17
