unique.split,parent.split,host,parent.host
4-SPLIT1,7-SPLIT3,4,7
4-SPLIT2,unassigned_region-SPLIT2,4,unassigned_region
3-SPLIT1,unassigned_region-SPLIT2,3,unassigned_region
201-SPLIT1,7-SPLIT3,201,7
7-SPLIT3,unassigned_region-SPLIT1,7,unassigned_region
3-SPLIT2,unassigned_region-SPLIT3,3,unassigned_region
283-SPLIT1,unassigned_region-SPLIT3,283,unassigned_region
7-SPLIT1,unassigned_region-SPLIT4,7,unassigned_region
4-SPLIT3,7-SPLIT1,4,7
201-SPLIT2,unassigned_region-SPLIT4,201,unassigned_region
201-SPLIT3,283-SPLIT1,201,283
7-SPLIT2,283-SPLIT1,7,283
107-SPLIT3,283-SPLIT1,107,283
4-SPLIT4,107-SPLIT3,4,107
107-SPLIT1,4-SPLIT4,107,4
240,107-SPLIT3,240,107
107-SPLIT2,240,107,240
4-SPLIT5,unassigned_region-SPLIT5,4,unassigned_region
3-SPLIT3,unassigned_region-SPLIT5,3,unassigned_region
107-SPLIT4,283-SPLIT1,107,283
3-SPLIT4,283-SPLIT1,3,283
283-SPLIT2,7-SPLIT3,283,7
283-SPLIT3,unassigned_region-SPLIT6,283,unassigned_region
201-SPLIT4,unassigned_region-SPLIT6,201,unassigned_region
4-SPLIT6,unassigned_region-SPLIT1,4,unassigned_region
4-SPLIT7,2-SPLIT4,4,2
2-SPLIT4,unassigned_region-SPLIT1,2,unassigned_region
3-SPLIT5,2-SPLIT4,3,2
4-SPLIT8,unassigned_region-SPLIT7,4,unassigned_region
142-SPLIT1,unassigned_region-SPLIT7,142,unassigned_region
4-SPLIT9,2-SPLIT4,4,2
2-SPLIT1,142-SPLIT2,2,142
142-SPLIT2,2-SPLIT4,142,2
202-SPLIT1,2-SPLIT4,202,2
3-SPLIT6,2-SPLIT4,3,2
142-SPLIT3,2-SPLIT4,142,2
4-SPLIT11,2-SPLIT4,4,2
2-SPLIT2,202-SPLIT3,2,202
4-SPLIT10,2-SPLIT2,4,2
202-SPLIT3,4-SPLIT11,202,4
142-SPLIT4,202-SPLIT3,142,202
3-SPLIT7,142-SPLIT4,3,142
5-SPLIT1,142-SPLIT4,5,142
2-SPLIT3,202-SPLIT3,2,202
142-SPLIT5,2-SPLIT3,142,2
202-SPLIT2,2-SPLIT3,202,2
5-SPLIT2,unassigned_region-SPLIT8,5,unassigned_region
3-SPLIT8,unassigned_region-SPLIT8,3,unassigned_region
5-SPLIT3,4-SPLIT11,5,4
102-SPLIT1,unassigned_region-SPLIT1,102,unassigned_region
1-SPLIT1,unassigned_region-SPLIT1,1,unassigned_region
107-SPLIT5,1-SPLIT1,107,1
5-SPLIT4,1-SPLIT1,5,1
107-SPLIT6,1-SPLIT1,107,1
2-SPLIT5,1-SPLIT1,2,1
2-SPLIT6,5-SPLIT5,2,5
5-SPLIT5,1-SPLIT1,5,1
5-SPLIT6,1-SPLIT1,5,1
102-SPLIT2,1-SPLIT1,102,1
2-SPLIT7,unassigned_region-SPLIT9,2,unassigned_region
4-SPLIT12,unassigned_region-SPLIT9,4,unassigned_region
5-SPLIT8,107-SPLIT8,5,107
102-SPLIT3,5-SPLIT8,102,5
1-SPLIT2,5-SPLIT8,1,5
102-SPLIT4,4-SPLIT13,102,4
5-SPLIT7,unassigned_region-SPLIT10,5,unassigned_region
1-SPLIT3,unassigned_region-SPLIT10,1,unassigned_region
107-SPLIT7,4-SPLIT13,107,4
201-SPLIT5,4-SPLIT13,201,4
4-SPLIT13,5-SPLIT8,4,5
2-SPLIT8,4-SPLIT13,2,4
201-SPLIT6,4-SPLIT13,201,4
102-SPLIT5,4-SPLIT13,102,4
2-SPLIT9,4-SPLIT13,2,4
2-SPLIT10,4-SPLIT13,2,4
107-SPLIT8,unassigned_region-SPLIT1,107,unassigned_region
2-SPLIT11,107-SPLIT8,2,107
52-SPLIT1,105,52,105
105,unassigned_region-SPLIT1,105,unassigned_region
52-SPLIT2,105,52,105
52-SPLIT3,unassigned_region-SPLIT11,52,unassigned_region
107-SPLIT9,unassigned_region-SPLIT11,107,unassigned_region
52-SPLIT4,105,52,105
52-SPLIT5,105,52,105
unassigned_region-SPLIT1,root,unassigned_region,root
unassigned_region-SPLIT2,7-SPLIT3,unassigned_region,7
unassigned_region-SPLIT3,7-SPLIT3,unassigned_region,7
unassigned_region-SPLIT4,283-SPLIT1,unassigned_region,283
unassigned_region-SPLIT5,283-SPLIT1,unassigned_region,283
unassigned_region-SPLIT6,4-SPLIT6,unassigned_region,4
unassigned_region-SPLIT7,2-SPLIT4,unassigned_region,2
unassigned_region-SPLIT8,2-SPLIT3,unassigned_region,2
unassigned_region-SPLIT9,1-SPLIT1,unassigned_region,1
unassigned_region-SPLIT10,4-SPLIT13,unassigned_region,4
unassigned_region-SPLIT11,105,unassigned_region,105
