unique.split,parent.split,host,parent.host
4-SPLIT6,unassigned_region-SPLIT1,4,unassigned_region
201-SPLIT1,unassigned_region-SPLIT2,201,unassigned_region
283-SPLIT1,unassigned_region-SPLIT2,283,unassigned_region
107-SPLIT1,4-SPLIT6,107,4
4-SPLIT1,unassigned_region-SPLIT3,4,unassigned_region
240-SPLIT1,unassigned_region-SPLIT3,240,unassigned_region
4-SPLIT2,240-SPLIT1,4,240
240-SPLIT2,107-SPLIT1,240,107
107-SPLIT2,4-SPLIT6,107,4
7-SPLIT4,unassigned_region-SPLIT4,7,unassigned_region
3-SPLIT1,7-SPLIT4,3,7
4-SPLIT3,7-SPLIT4,4,7
3-SPLIT2,201-SPLIT2,3,201
201-SPLIT2,unassigned_region-SPLIT5,201,unassigned_region
7-SPLIT1,201-SPLIT2,7,201
4-SPLIT4,unassigned_region-SPLIT6,4,unassigned_region
107-SPLIT3,unassigned_region-SPLIT6,107,unassigned_region
7-SPLIT2,201-SPLIT2,7,201
3-SPLIT3,283-SPLIT2,3,283
283-SPLIT2,unassigned_region-SPLIT5,283,unassigned_region
4-SPLIT5,unassigned_region-SPLIT7,4,unassigned_region
7-SPLIT3,unassigned_region-SPLIT7,7,unassigned_region
3-SPLIT4,unassigned_region-SPLIT4,3,unassigned_region
5-SPLIT1,2-SPLIT5,5,2
202-SPLIT1,2-SPLIT5,202,2
2-SPLIT5,unassigned_region-SPLIT1,2,unassigned_region
142-SPLIT1,2-SPLIT5,142,2
4-SPLIT7,142-SPLIT1,4,142
142-SPLIT2,2-SPLIT5,142,2
142-SPLIT3,2-SPLIT5,142,2
3-SPLIT5,2-SPLIT5,3,2
3-SPLIT6,202-SPLIT2,3,202
202-SPLIT2,2-SPLIT5,202,2
142-SPLIT4,2-SPLIT5,142,2
142-SPLIT5,2-SPLIT5,142,2
4-SPLIT8,142-SPLIT5,4,142
202-SPLIT3,142-SPLIT5,202,142
5-SPLIT2,142-SPLIT5,5,142
202-SPLIT4,2-SPLIT5,202,2
5-SPLIT3,2-SPLIT5,5,2
3-SPLIT7,2-SPLIT5,3,2
3-SPLIT8,2-SPLIT5,3,2
4-SPLIT9,1-SPLIT2,4,1
201-SPLIT3,4-SPLIT9,201,4
1-SPLIT2,2-SPLIT5,1,2
201-SPLIT4,1-SPLIT2,201,1
2-SPLIT1,1-SPLIT2,2,1
5-SPLIT4,unassigned_region-SPLIT8,5,unassigned_region
107-SPLIT4,5-SPLIT4,107,5
107-SPLIT5,5-SPLIT4,107,5
107-SPLIT6,unassigned_region-SPLIT9,107,unassigned_region
4-SPLIT10,unassigned_region-SPLIT9,4,unassigned_region
2-SPLIT2,unassigned_region-SPLIT9,2,unassigned_region
107-SPLIT7,unassigned_region-SPLIT8,107,unassigned_region
2-SPLIT3,unassigned_region-SPLIT10,2,unassigned_region
102-SPLIT1,unassigned_region-SPLIT10,102,unassigned_region
107-SPLIT8,2-SPLIT4,107,2
102-SPLIT2,2-SPLIT4,102,2
4-SPLIT11,102-SPLIT2,4,102
2-SPLIT4,1-SPLIT2,2,1
107-SPLIT9,unassigned_region-SPLIT11,107,unassigned_region
1-SPLIT1,unassigned_region-SPLIT11,1,unassigned_region
105,2-SPLIT4,105,2
52-SPLIT1,105,52,105
52-SPLIT2,105,52,105
52-SPLIT3,105,52,105
52-SPLIT4,105,52,105
52-SPLIT5,105,52,105
4-SPLIT12,2-SPLIT4,4,2
unassigned_region-SPLIT1,root,unassigned_region,root
unassigned_region-SPLIT2,4-SPLIT6,unassigned_region,4
unassigned_region-SPLIT3,107-SPLIT1,unassigned_region,107
unassigned_region-SPLIT4,4-SPLIT6,unassigned_region,4
unassigned_region-SPLIT5,7-SPLIT4,unassigned_region,7
unassigned_region-SPLIT6,201-SPLIT2,unassigned_region,201
unassigned_region-SPLIT7,283-SPLIT2,unassigned_region,283
unassigned_region-SPLIT8,1-SPLIT2,unassigned_region,1
unassigned_region-SPLIT9,5-SPLIT4,unassigned_region,5
unassigned_region-SPLIT10,1-SPLIT2,unassigned_region,1
unassigned_region-SPLIT11,2-SPLIT4,unassigned_region,2
