unique.split,parent.split,host,parent.host
201-SPLIT1,4-SPLIT10,201,4
4-SPLIT10,unassigned_region-SPLIT1,4,unassigned_region
102-SPLIT1,4-SPLIT10,102,4
4-SPLIT1,102-SPLIT1,4,102
4-SPLIT2,102-SPLIT1,4,102
2-SPLIT1,unassigned_region-SPLIT2,2,unassigned_region
52-SPLIT1,105,52,105
105,unassigned_region-SPLIT2,105,unassigned_region
52-SPLIT2,105,52,105
107-SPLIT1,105,107,105
52-SPLIT3,105,52,105
52-SPLIT4,105,52,105
52-SPLIT5,105,52,105
283-SPLIT1,unassigned_region-SPLIT3,283,unassigned_region
4-SPLIT3,283-SPLIT1,4,283
3-SPLIT1,283-SPLIT1,3,283
7-SPLIT1,283-SPLIT1,7,283
201-SPLIT2,7-SPLIT1,201,7
201-SPLIT3,283-SPLIT1,201,283
3-SPLIT2,283-SPLIT1,3,283
7-SPLIT2,283-SPLIT1,7,283
4-SPLIT4,283-SPLIT1,4,283
3-SPLIT3,4-SPLIT4,3,4
4-SPLIT5,283-SPLIT1,4,283
107-SPLIT3,283-SPLIT1,107,283
4-SPLIT6,107-SPLIT3,4,107
240,107-SPLIT3,240,107
107-SPLIT2,240,107,240
4-SPLIT7,107-SPLIT3,4,107
4-SPLIT8,107-SPLIT3,4,107
7-SPLIT3,unassigned_region-SPLIT4,7,unassigned_region
4-SPLIT9,unassigned_region-SPLIT4,4,unassigned_region
3-SPLIT4,unassigned_region-SPLIT4,3,unassigned_region
201-SPLIT4,283-SPLIT1,201,283
7-SPLIT4,unassigned_region-SPLIT3,7,unassigned_region
283-SPLIT2,unassigned_region-SPLIT5,283,unassigned_region
201-SPLIT5,unassigned_region-SPLIT5,201,unassigned_region
2-SPLIT4,unassigned_region-SPLIT1,2,unassigned_region
142-SPLIT1,2-SPLIT4,142,2
142-SPLIT2,unassigned_region-SPLIT6,142,unassigned_region
3-SPLIT5,unassigned_region-SPLIT6,3,unassigned_region
4-SPLIT11,3-SPLIT5,4,3
202-SPLIT1,unassigned_region-SPLIT6,202,unassigned_region
4-SPLIT12,unassigned_region-SPLIT6,4,unassigned_region
142-SPLIT3,unassigned_region-SPLIT7,142,unassigned_region
202-SPLIT2,unassigned_region-SPLIT7,202,unassigned_region
2-SPLIT2,202-SPLIT2,2,202
3-SPLIT6,202-SPLIT2,3,202
5-SPLIT1,3-SPLIT6,5,3
142-SPLIT4,202-SPLIT2,142,202
142-SPLIT5,202-SPLIT2,142,202
5-SPLIT2,2-SPLIT3,5,2
2-SPLIT3,unassigned_region-SPLIT7,2,unassigned_region
5-SPLIT3,4-SPLIT12,5,4
142-SPLIT6,2-SPLIT4,142,2
4-SPLIT13,2-SPLIT4,4,2
142-SPLIT7,2-SPLIT4,142,2
5-SPLIT4,unassigned_region-SPLIT1,5,unassigned_region
2-SPLIT5,5-SPLIT4,2,5
4-SPLIT14,5-SPLIT4,4,5
107-SPLIT4,5-SPLIT4,107,5
107-SPLIT5,5-SPLIT4,107,5
107-SPLIT6,5-SPLIT4,107,5
201-SPLIT6,1,201,1
107-SPLIT7,1,107,1
2-SPLIT6,1,2,1
1,unassigned_region-SPLIT1,1,unassigned_region
107-SPLIT8,1,107,1
2-SPLIT7,1,2,1
5-SPLIT5,1,5,1
2-SPLIT8,1,2,1
2-SPLIT9,unassigned_region-SPLIT8,2,unassigned_region
5-SPLIT6,unassigned_region-SPLIT8,5,unassigned_region
107-SPLIT9,unassigned_region-SPLIT8,107,unassigned_region
102-SPLIT2,1,102,1
4-SPLIT15,1,4,1
unassigned_region-SPLIT1,root,unassigned_region,root
unassigned_region-SPLIT2,4-SPLIT10,unassigned_region,4
unassigned_region-SPLIT3,4-SPLIT10,unassigned_region,4
unassigned_region-SPLIT4,283-SPLIT1,unassigned_region,283
unassigned_region-SPLIT5,4-SPLIT10,unassigned_region,4
unassigned_region-SPLIT6,2-SPLIT4,unassigned_region,2
unassigned_region-SPLIT7,4-SPLIT12,unassigned_region,4
unassigned_region-SPLIT8,1,unassigned_region,1
