unique.split,parent.split,host,parent.host
82,unassigned_region-SPLIT1,82,unassigned_region
363,82,363,82
14,unassigned_region-SPLIT2,14,unassigned_region
492,14,492,14
218,14,218,14
562,unassigned_region-SPLIT2,562,unassigned_region
494,562,494,562
580,562,580,562
200,unassigned_region-SPLIT2,200,unassigned_region
318,unassigned_region-SPLIT2,318,unassigned_region
411,unassigned_region-SPLIT2,411,unassigned_region
20,82,20,82
960,unassigned_region-SPLIT1,960,unassigned_region
unassigned_region-SPLIT1,root,unassigned_region,root
unassigned_region-SPLIT2,82,unassigned_region,82
