unique.split,parent.split,host,parent.host
578-SPLIT2,unassigned_region-SPLIT1,578,unassigned_region
241-SPLIT1,578-SPLIT2,241,578
598,578-SPLIT2,598,578
150,25,150,25
25,598,25,598
578-SPLIT1,unassigned_region-SPLIT2,578,unassigned_region
889-SPLIT1,unassigned_region-SPLIT2,889,unassigned_region
363-SPLIT1,unassigned_region-SPLIT3,363,unassigned_region
108-SPLIT1,unassigned_region-SPLIT3,108,unassigned_region
49-SPLIT1,unassigned_region-SPLIT3,49,unassigned_region
889-SPLIT2,49-SPLIT1,889,49
513,598,513,598
363-SPLIT2,513,363,513
108-SPLIT2,513,108,513
363-SPLIT3,unassigned_region-SPLIT4,363,unassigned_region
49-SPLIT2,unassigned_region-SPLIT4,49,unassigned_region
108-SPLIT3,598,108,598
487-SPLIT1,241-SPLIT4,487,241
241-SPLIT4,unassigned_region-SPLIT1,241,unassigned_region
480-SPLIT1,unassigned_region-SPLIT5,480,unassigned_region
487-SPLIT2,unassigned_region-SPLIT5,487,unassigned_region
480-SPLIT2,unassigned_region-SPLIT6,480,unassigned_region
237,unassigned_region-SPLIT6,237,unassigned_region
487-SPLIT3,237,487,237
848,241-SPLIT4,848,241
621,848,621,848
241-SPLIT2,848,241,848
937,241-SPLIT4,937,241
218,241-SPLIT4,218,241
241-SPLIT3,218,241,218
925,unassigned_region-SPLIT1,925,unassigned_region
unassigned_region-SPLIT1,root,unassigned_region,root
unassigned_region-SPLIT2,598,unassigned_region,598
unassigned_region-SPLIT3,598,unassigned_region,598
unassigned_region-SPLIT4,598,unassigned_region,598
unassigned_region-SPLIT5,241-SPLIT4,unassigned_region,241
unassigned_region-SPLIT6,241-SPLIT4,unassigned_region,241
