unique.split,parent.split,host,parent.host
564-SPLIT1,unassigned_region-SPLIT1,564,unassigned_region
740,564-SPLIT1,740,564
228,740,228,740
378,740,378,740
207,unassigned_region-SPLIT2,207,unassigned_region
503,unassigned_region-SPLIT2,503,unassigned_region
760,740,760,740
595-SPLIT1,564-SPLIT1,595,564
379,595-SPLIT1,379,595
630-SPLIT1,595-SPLIT1,630,595
595-SPLIT2,564-SPLIT1,595,564
28,564-SPLIT1,28,564
546,unassigned_region-SPLIT3,546,unassigned_region
32-SPLIT1,unassigned_region-SPLIT3,32,unassigned_region
630-SPLIT2,424,630,424
424,unassigned_region-SPLIT3,424,unassigned_region
32-SPLIT2,424,32,424
254,unassigned_region-SPLIT3,254,unassigned_region
336,254,336,254
905,254,905,254
199,unassigned_region-SPLIT4,199,unassigned_region
58,unassigned_region-SPLIT4,58,unassigned_region
967,unassigned_region-SPLIT4,967,unassigned_region
239,254,239,254
23,254,23,254
584,unassigned_region-SPLIT1,584,unassigned_region
267,unassigned_region-SPLIT5,267,unassigned_region
266,unassigned_region-SPLIT5,266,unassigned_region
797,unassigned_region-SPLIT5,797,unassigned_region
284,unassigned_region-SPLIT5,284,unassigned_region
157,unassigned_region-SPLIT5,157,unassigned_region
824,unassigned_region-SPLIT5,824,unassigned_region
724,584,724,584
154,unassigned_region-SPLIT6,154,unassigned_region
300,unassigned_region-SPLIT6,300,unassigned_region
705,300,705,300
351,300,351,300
30,unassigned_region-SPLIT7,30,unassigned_region
971,30,971,30
231,unassigned_region-SPLIT8,231,unassigned_region
238,unassigned_region-SPLIT8,238,unassigned_region
137,30,137,30
233,30,233,30
586,unassigned_region-SPLIT7,586,unassigned_region
298,300,298,300
601,300,601,300
295,unassigned_region-SPLIT9,295,unassigned_region
711,295,711,295
842,unassigned_region-SPLIT9,842,unassigned_region
803,584,803,584
182,unassigned_region-SPLIT10,182,unassigned_region
874,unassigned_region-SPLIT10,874,unassigned_region
169,874,169,874
176,874,176,874
506,874,506,874
524,unassigned_region-SPLIT11,524,unassigned_region
209,unassigned_region-SPLIT11,209,unassigned_region
102,874,102,874
219,874,219,874
921-SPLIT1,564-SPLIT2,921,564
564-SPLIT2,unassigned_region-SPLIT1,564,unassigned_region
921-SPLIT2,564-SPLIT2,921,564
unassigned_region-SPLIT1,root,unassigned_region,root
unassigned_region-SPLIT2,740,unassigned_region,740
unassigned_region-SPLIT3,564-SPLIT1,unassigned_region,564
unassigned_region-SPLIT4,254,unassigned_region,254
unassigned_region-SPLIT5,584,unassigned_region,584
unassigned_region-SPLIT6,584,unassigned_region,584
unassigned_region-SPLIT7,300,unassigned_region,300
unassigned_region-SPLIT8,30,unassigned_region,30
unassigned_region-SPLIT9,584,unassigned_region,584
unassigned_region-SPLIT10,584,unassigned_region,584
unassigned_region-SPLIT11,874,unassigned_region,874
