unique.split,parent.split,host,parent.host
926,unassigned_region-SPLIT1,926,unassigned_region
720,unassigned_region-SPLIT2,720,unassigned_region
253,unassigned_region-SPLIT3,253,unassigned_region
23,unassigned_region-SPLIT4,23,unassigned_region
659,unassigned_region-SPLIT4,659,unassigned_region
397,unassigned_region-SPLIT3,397,unassigned_region
953,unassigned_region-SPLIT2,953,unassigned_region
189,unassigned_region-SPLIT1,189,unassigned_region
3,189,3,189
133,unassigned_region-SPLIT5,133,unassigned_region
61,133,61,133
560,61,560,61
39,unassigned_region-SPLIT6,39,unassigned_region
65,unassigned_region-SPLIT6,65,unassigned_region
684,65,684,65
142,unassigned_region-SPLIT6,142,unassigned_region
53,unassigned_region-SPLIT6,53,unassigned_region
970,53,970,53
316,53,316,53
111,61,111,61
440,61,440,61
757,unassigned_region-SPLIT5,757,unassigned_region
373,unassigned_region-SPLIT5,373,unassigned_region
587,unassigned_region-SPLIT5,587,unassigned_region
576,unassigned_region-SPLIT5,576,unassigned_region
209,unassigned_region-SPLIT1,209,unassigned_region
731,209,731,209
815,731,815,731
146,731,146,731
783,unassigned_region-SPLIT1,783,unassigned_region
312,unassigned_region-SPLIT1,312,unassigned_region
325,312,325,312
16,312,16,312
244,16,244,16
762,unassigned_region-SPLIT7,762,unassigned_region
98,unassigned_region-SPLIT7,98,unassigned_region
100,unassigned_region-SPLIT7,100,unassigned_region
376,100,376,100
459,100,459,100
25,unassigned_region-SPLIT1,25,unassigned_region
unassigned_region-SPLIT1,root,unassigned_region,root
unassigned_region-SPLIT2,926,unassigned_region,926
unassigned_region-SPLIT3,720,unassigned_region,720
unassigned_region-SPLIT4,253,unassigned_region,253
unassigned_region-SPLIT5,3,unassigned_region,3
unassigned_region-SPLIT6,61,unassigned_region,61
unassigned_region-SPLIT7,244,unassigned_region,244
