unique.split,parent.split,host,parent.host
621,unassigned_region-SPLIT1,621,unassigned_region
24,621,24,621
443,24,443,24
584,443,584,443
188,443,188,443
208,24,208,24
842,24,842,24
153,24,153,24
397,24,397,24
497,24,497,24
667,497,667,497
860,24,860,24
243,860,243,860
480,24,480,24
109,unassigned_region-SPLIT2,109,unassigned_region
120,unassigned_region-SPLIT2,120,unassigned_region
774,120,774,120
563,120,563,120
598,unassigned_region-SPLIT1,598,unassigned_region
265,598,265,598
384,265,384,265
453,265,453,265
344,453,344,453
395,265,395,265
250,unassigned_region-SPLIT3,250,unassigned_region
31,unassigned_region-SPLIT3,31,unassigned_region
347,265,347,265
636,265,636,265
296,636,296,636
570,296,570,296
522,570,522,570
529,598,529,598
730,unassigned_region-SPLIT1,730,unassigned_region
599,unassigned_region-SPLIT4,599,unassigned_region
191,unassigned_region-SPLIT4,191,unassigned_region
241,191,241,191
618,191,618,191
816-SPLIT1,unassigned_region-SPLIT1,816,unassigned_region
935,unassigned_region-SPLIT1,935,unassigned_region
295,unassigned_region-SPLIT1,295,unassigned_region
816-SPLIT2,unassigned_region-SPLIT1,816,unassigned_region
unassigned_region-SPLIT1,root,unassigned_region,root
unassigned_region-SPLIT2,24,unassigned_region,24
unassigned_region-SPLIT3,265,unassigned_region,265
unassigned_region-SPLIT4,730,unassigned_region,730
