dataset,phylo_tp,phylo_fp,phylo_fn,phylo_multi_tp,phylo_multi_fp,phylo_multi_fn,phylo_complex_tp,phylo_complex_fp,phylo_complex_fn,tnet_tp,tnet_fp,tnet_fn,tnet_mul_tp,tnet_mul_fp,tnet_mul_fn,tnet_boot_tp,tnet_boot_fp,tnet_boot_fn
SEIR015_sl1000_mr0125_nv10_7,28,8,40,52,0,16,62,0,6,61,15,7,46,10,22,46,0,22
SEIR015_sl1000_mr0125_nv10_8,7,2,11,14,0,4,14,1,4,11,9,7,9,3,9,12,0,6
SEIR015_sl1000_mr0125_nv10_9,5,5,16,11,0,10,14,1,7,9,14,12,9,9,12,11,3,10
SEIR015_sl1000_mr025_nv10_1,8,1,2,7,0,3,7,1,3,9,1,1,8,1,2,7,0,3
SEIR015_sl1000_mr025_nv10_10,1,1,10,4,1,7,4,2,7,10,1,1,10,1,1,7,2,4
SEIR015_sl1000_mr025_nv10_11,25,5,31,46,0,10,48,1,8,43,15,13,38,5,18,45,0,11
SEIR015_sl1000_mr025_nv10_12,5,1,5,1,0,9,3,2,7,7,6,3,9,3,1,6,0,4
SEIR015_sl1000_mr025_nv10_13,2,5,8,1,0,9,2,3,8,4,8,6,4,4,6,3,0,7
SEIR015_sl1000_mr025_nv10_14,9,2,16,17,3,8,18,5,7,19,10,6,20,9,5,19,2,6
SEIR015_sl1000_mr025_nv10_15,16,16,42,37,0,21,43,5,15,29,41,29,27,23,31,26,2,32
SEIR015_sl1000_mr025_nv10_16,10,6,4,8,0,6,8,0,6,11,5,3,11,5,3,10,0,4
SEIR015_sl1000_mr025_nv10_17,15,3,23,26,1,12,27,2,11,28,11,10,28,7,10,24,1,14
SEIR015_sl1000_mr025_nv10_18,18,5,19,25,0,12,26,5,11,26,17,11,25,10,12,30,0,7
SEIR015_sl1000_mr025_nv10_19,8,4,11,14,0,5,18,0,1,17,5,2,15,4,4,16,0,3
SEIR015_sl1000_mr025_nv10_2,19,7,37,49,1,7,54,1,2,38,22,18,41,6,15,44,2,12
SEIR015_sl1000_mr025_nv10_20,3,4,5,4,0,4,5,1,3,6,4,2,5,4,3,7,0,1
SEIR015_sl1000_mr025_nv10_3,30,3,16,36,0,10,41,1,5,40,8,6,38,3,8,42,1,4
SEIR015_sl1000_mr025_nv10_4,21,3,23,35,0,9,36,2,8,33,15,11,31,10,13,31,2,13
SEIR015_sl1000_mr025_nv10_5,23,1,25,44,0,4,46,1,2,41,7,7,35,5,13,37,1,11
SEIR015_sl1000_mr025_nv10_6,21,0,25,42,2,4,42,3,4,40,6,6,34,6,12,38,3,8
SEIR015_sl1000_mr025_nv10_7,5,1,4,5,1,4,5,1,4,8,1,1,8,1,1,8,1,1
SEIR015_sl1000_mr025_nv10_8,13,0,7,14,0,6,14,4,6,20,0,0,16,0,4,15,0,5
SEIR015_sl1000_mr025_nv10_9,30,2,26,48,0,8,49,3,7,53,6,3,46,2,10,45,1,11
SEIR015_sl1000_mr025_nv20_1,5,3,10,9,0,6,11,0,4,10,7,5,9,2,6,11,0,4
SEIR015_sl1000_mr025_nv20_10,3,6,6,2,0,7,5,1,4,7,3,2,5,3,4,7,0,2
SEIR015_sl1000_mr025_nv20_11,8,1,5,9,0,4,9,2,4,12,2,1,10,2,3,12,1,1
SEIR015_sl1000_mr025_nv20_12,10,9,10,12,1,8,14,4,6,12,14,8,12,8,8,14,1,6
SEIR015_sl1000_mr025_nv20_13,6,4,3,5,1,4,6,2,3,7,6,2,7,6,2,8,1,1
SEIR015_sl1000_mr025_nv20_14,7,2,15,21,1,1,21,1,1,20,2,2,18,2,4,19,1,3
SEIR015_sl1000_mr025_nv20_15,12,7,12,9,0,15,17,3,7,22,12,2,18,7,6,14,0,10
SEIR015_sl1000_mr025_nv20_16,20,2,10,26,3,4,27,3,3,27,4,3,25,4,5,27,3,3
SEIR015_sl1000_mr025_nv20_17,27,3,29,49,0,7,50,3,6,50,9,6,47,8,9,46,0,10
SEIR015_sl1000_mr025_nv20_18,20,13,19,24,0,15,29,5,10,29,21,10,27,15,12,32,0,7
SEIR015_sl1000_mr025_nv20_19,3,5,8,6,0,5,8,2,3,6,7,5,6,4,5,9,1,2
SEIR015_sl1000_mr025_nv20_2,15,1,10,15,0,10,20,2,5,22,4,3,22,4,3,23,0,2
SEIR015_sl1000_mr025_nv20_20,9,5,10,11,2,8,12,3,7,13,6,6,12,5,7,14,3,5
SEIR015_sl1000_mr025_nv20_3,34,9,32,47,0,19,55,2,11,43,36,23,40,20,26,45,0,21
SEIR015_sl1000_mr025_nv20_4,13,4,20,27,0,6,28,2,5,27,7,6,22,5,11,21,1,12
SEIR015_sl1000_mr025_nv20_5,19,1,20,38,0,1,38,0,1,35,4,4,35,2,4,34,1,5
SEIR015_sl1000_mr025_nv20_6,19,5,19,26,1,12,26,6,12,33,13,5,30,11,8,35,1,3
SEIR015_sl1000_mr025_nv20_7,26,0,10,29,2,7,29,6,7,31,5,5,30,2,6,32,0,4
SEIR015_sl1000_mr025_nv20_8,41,20,26,49,0,18,55,1,12,52,34,15,49,14,18,48,0,19
SEIR015_sl1000_mr025_nv20_9,4,2,14,16,0,2,17,1,1,9,9,9,9,5,9,13,1,5
SEIR015_sl1000_mr025_nv5_1,1,0,13,6,0,8,6,2,8,8,6,6,7,1,7,8,0,6
SEIR015_sl1000_mr025_nv5_10,17,7,19,15,0,21,23,1,13,29,10,7,24,7,12,16,0,20
SEIR015_sl1000_mr025_nv5_11,15,6,32,34,1,13,37,4,10,30,21,17,27,11,20,24,1,23
SEIR015_sl1000_mr025_nv5_12,2,0,9,7,2,4,7,2,4,7,4,4,3,4,8,4,0,7
SEIR015_sl1000_mr025_nv5_13,11,0,20,22,0,9,23,2,8,24,8,7,23,0,8,23,0,8
SEIR015_sl1000_mr025_nv5_14,8,3,7,11,1,4,11,2,4,11,7,4,9,4,6,11,1,4
SEIR015_sl1000_mr025_nv5_15,27,8,38,48,8,17,49,11,16,48,20,17,41,16,24,48,3,17
SEIR015_sl1000_mr025_nv5_16,8,0,18,22,0,4,22,1,4,20,6,6,19,0,7,18,0,8
SEIR015_sl1000_mr025_nv5_17,15,1,26,31,1,10,32,1,9,34,8,7,31,6,10,35,1,6
SEIR015_sl1000_mr025_nv5_18,24,6,31,35,5,20,36,6,19,34,23,21,34,5,21,34,2,21
SEIR015_sl1000_mr025_nv5_19,5,4,6,2,0,9,4,1,7,7,11,4,6,6,5,3,0,8
SEIR015_sl1000_mr025_nv5_2,4,0,5,4,0,5,4,0,5,8,2,1,6,0,3,4,0,5
SEIR015_sl1000_mr025_nv5_20,10,4,31,27,0,14,28,3,13,29,14,12,23,10,18,18,0,23
SEIR015_sl1000_mr025_nv5_3,13,2,14,13,1,14,16,1,11,17,10,10,14,2,13,11,1,16
SEIR015_sl1000_mr025_nv5_4,15,6,35,35,0,15,37,1,13,34,19,16,30,13,20,29,0,21
SEIR015_sl1000_mr025_nv5_5,5,1,16,7,0,14,8,1,13,13,10,8,11,5,10,5,0,16
SEIR015_sl1000_mr025_nv5_6,12,10,50,37,0,25,38,2,24,38,31,24,33,15,29,27,2,35
SEIR015_sl1000_mr025_nv5_7,8,1,18,22,0,4,22,1,4,20,6,6,18,4,8,15,0,11
SEIR015_sl1000_mr025_nv5_8,8,0,15,16,0,7,16,2,7,19,6,4,15,4,8,14,0,9
SEIR015_sl1000_mr025_nv5_9,13,10,27,18,1,22,21,4,19,25,19,15,21,9,19,18,1,22
SEIR015_sl1000_mr05_nv10_1,6,4,11,12,0,5,12,1,5,11,9,6,10,5,7,14,2,3
SEIR015_sl1000_mr05_nv10_10,7,1,2,0,0,9,0,1,9,8,2,1,8,2,1,8,0,1
SEIR015_sl1000_mr05_nv10_11,3,5,5,3,0,5,3,1,5,3,6,5,3,6,5,4,0,4
SEIR015_sl1000_mr05_nv10_12,4,3,4,2,0,6,3,2,5,8,3,0,8,3,0,7,0,1
SEIR015_sl1000_mr05_nv10_13,37,2,24,52,1,9,53,1,8,58,3,3,49,3,12,49,1,12
SEIR015_sl1000_mr05_nv10_14,13,2,33,37,0,9,41,2,5,30,25,16,29,8,17,31,0,15
SEIR015_sl1000_mr05_nv10_15,3,1,8,6,0,5,8,0,3,9,3,2,7,3,4,8,0,3
SEIR015_sl1000_mr05_nv10_16,26,2,15,32,0,9,35,0,6,38,8,3,36,6,5,35,1,6
SEIR015_sl1000_mr05_nv10_17,32,17,37,52,0,17,56,4,13,54,26,15,52,13,17,56,0,13
SEIR015_sl1000_mr05_nv10_18,19,6,22,25,1,16,28,3,13,35,10,6,33,9,8,31,0,10
SEIR015_sl1000_mr05_nv10_19,16,12,16,26,0,6,30,1,2,28,9,4,27,7,5,30,0,2
SEIR015_sl1000_mr05_nv10_2,13,0,29,39,1,3,39,1,3,35,7,7,30,3,12,32,2,10
SEIR015_sl1000_mr05_nv10_20,5,14,36,23,0,18,24,2,17,18,33,23,12,26,29,11,0,30
SEIR015_sl1000_mr05_nv10_3,38,5,18,44,1,12,46,3,10,48,11,8,45,6,11,48,1,8
SEIR015_sl1000_mr05_nv10_4,9,10,23,20,0,12,25,2,7,21,14,11,21,13,11,27,1,5
SEIR015_sl1000_mr05_nv10_5,5,2,6,8,0,3,8,1,3,9,2,2,9,2,2,7,1,4
SEIR015_sl1000_mr05_nv10_6,13,2,17,25,0,5,25,2,5,20,12,10,18,4,12,20,2,10
SEIR015_sl1000_mr05_nv10_7,8,5,5,7,1,6,10,2,3,10,11,3,9,7,4,10,1,3
SEIR015_sl1000_mr05_nv10_8,22,4,14,31,0,5,32,1,4,29,11,7,26,9,10,30,0,6
SEIR015_sl1000_mr05_nv10_9,7,1,8,9,0,6,9,1,6,11,7,4,12,1,3,8,0,7
SEIR01_sl1000_mr0125_nv10_1,11,2,7,14,0,4,15,0,3,13,6,5,13,4,5,15,0,3
SEIR01_sl1000_mr0125_nv10_10,37,2,17,48,2,6,50,2,4,50,4,4,44,4,10,44,4,10
SEIR01_sl1000_mr0125_nv10_11,10,0,3,12,0,1,12,0,1,12,1,1,12,1,1,11,1,2
SEIR01_sl1000_mr0125_nv10_12,1,0,4,2,0,3,2,0,3,1,4,4,1,3,4,4,0,1
SEIR01_sl1000_mr0125_nv10_13,9,1,1,7,0,3,8,1,2,9,2,1,9,2,1,10,0,0
SEIR01_sl1000_mr0125_nv10_14,24,1,6,28,1,2,28,1,2,28,2,2,28,2,2,28,1,2
SEIR01_sl1000_mr0125_nv10_15,10,0,14,19,0,5,20,1,4,20,4,4,19,4,5,17,0,7
SEIR01_sl1000_mr0125_nv10_16,2,1,5,4,1,3,4,1,3,5,2,2,5,2,2,5,1,2
SEIR01_sl1000_mr0125_nv10_17,7,4,5,7,2,5,8,4,4,10,3,2,10,3,2,10,2,2
SEIR01_sl1000_mr0125_nv10_18,35,3,10,39,4,6,39,5,6,40,7,5,40,6,5,39,2,6
SEIR01_sl1000_mr0125_nv10_19,20,1,10,23,0,7,26,0,4,25,5,5,25,3,5,27,1,3
SEIR01_sl1000_mr0125_nv10_2,16,1,10,19,0,7,21,1,5,24,2,2,24,2,2,26,0,0
SEIR01_sl1000_mr0125_nv10_20,21,2,4,20,1,5,21,3,4,22,4,3,22,1,3,23,1,2
SEIR01_sl1000_mr0125_nv10_3,22,4,16,34,0,4,37,0,1,32,6,6,32,4,6,34,1,4
SEIR01_sl1000_mr0125_nv10_4,15,1,9,18,3,6,18,4,6,18,6,6,18,3,6,19,3,5
SEIR01_sl1000_mr0125_nv10_5,38,1,9,41,0,6,43,2,4,42,7,5,41,5,6,43,0,4
SEIR01_sl1000_mr0125_nv10_6,28,1,20,42,4,6,42,4,6,42,6,6,37,3,11,37,2,11
SEIR01_sl1000_mr0125_nv10_7,30,1,9,34,0,5,34,0,5,35,4,4,35,2,4,34,0,5
SEIR01_sl1000_mr0125_nv10_8,2,1,4,4,1,2,4,1,2,4,2,2,4,2,2,4,2,2
SEIR01_sl1000_mr0125_nv10_9,30,1,17,46,1,1,46,1,1,46,1,1,42,1,5,41,1,6
SEIR01_sl1000_mr025_nv10_1,16,1,12,23,0,5,23,1,5,26,3,2,24,3,4,26,1,2
SEIR01_sl1000_mr025_nv10_10,7,3,2,7,1,2,7,3,2,7,2,2,7,2,2,8,2,1
SEIR01_sl1000_mr025_nv10_11,22,2,13,30,0,5,33,0,2,29,8,6,29,4,6,33,0,2
SEIR01_sl1000_mr025_nv10_12,5,0,3,5,1,3,5,1,3,6,2,2,5,2,3,5,2,3
SEIR01_sl1000_mr025_nv10_13,4,2,16,15,0,5,15,0,5,16,5,4,16,3,4,18,2,2
SEIR01_sl1000_mr025_nv10_14,22,2,12,28,1,6,31,1,3,30,5,4,29,5,5,30,2,4
SEIR01_sl1000_mr025_nv10_15,6,2,4,7,1,3,7,1,3,8,2,2,8,2,2,8,2,2
SEIR01_sl1000_mr025_nv10_16,24,0,18,38,2,4,38,3,4,36,7,6,33,1,9,35,0,7
SEIR01_sl1000_mr025_nv10_17,26,3,19,35,5,10,36,5,9,29,16,16,29,9,16,35,3,10
SEIR01_sl1000_mr025_nv10_18,7,1,2,7,1,2,7,1,2,8,1,1,7,1,2,7,2,2
SEIR01_sl1000_mr025_nv10_19,36,3,23,52,3,7,53,4,6,51,10,8,47,8,12,47,3,12
SEIR01_sl1000_mr025_nv10_2,16,2,6,20,2,2,20,2,2,20,4,2,21,3,1,20,2,2
SEIR01_sl1000_mr025_nv10_20,10,3,7,14,2,3,14,2,3,13,4,4,14,3,3,13,3,4
SEIR01_sl1000_mr025_nv10_3,33,3,16,42,3,7,42,5,7,41,9,8,39,8,10,42,2,7
SEIR01_sl1000_mr025_nv10_4,33,4,19,48,1,4,48,1,4,46,7,6,40,3,12,45,1,7
SEIR01_sl1000_mr025_nv10_5,33,2,11,37,3,7,37,6,7,38,7,6,36,4,8,35,2,9
SEIR01_sl1000_mr025_nv10_6,4,0,3,4,0,3,4,1,3,5,2,2,5,2,2,5,1,2
SEIR01_sl1000_mr025_nv10_7,27,3,13,31,5,9,31,5,9,28,12,12,28,7,12,31,5,9
SEIR01_sl1000_mr025_nv10_8,18,1,9,20,4,7,20,5,7,22,5,5,22,3,5,22,5,5
SEIR01_sl1000_mr025_nv10_9,29,2,18,41,3,6,41,3,6,38,9,9,37,6,10,41,2,6
SEIR01_sl1000_mr025_nv20_1,22,2,10,30,0,2,30,2,2,30,4,2,30,3,2,30,2,2
SEIR01_sl1000_mr025_nv20_10,4,1,5,5,0,4,5,1,4,6,3,3,6,1,3,7,1,2
SEIR01_sl1000_mr025_nv20_11,3,1,2,3,1,2,3,2,2,4,1,1,4,1,1,4,1,1
SEIR01_sl1000_mr025_nv20_12,14,1,4,15,0,3,15,1,3,16,2,2,16,1,2,16,0,2
SEIR01_sl1000_mr025_nv20_13,43,5,15,48,3,10,49,4,9,50,8,8,49,3,9,49,2,9
SEIR01_sl1000_mr025_nv20_14,11,2,2,9,1,4,10,1,3,11,2,2,11,2,2,12,1,1
SEIR01_sl1000_mr025_nv20_15,15,2,8,22,0,1,22,0,1,21,2,2,21,1,2,21,1,2
SEIR01_sl1000_mr025_nv20_16,4,3,3,2,0,5,5,1,2,5,4,2,5,4,2,7,0,0
SEIR01_sl1000_mr025_nv20_17,19,2,6,21,1,4,21,1,4,21,4,4,20,4,5,24,1,1
SEIR01_sl1000_mr025_nv20_18,23,2,3,22,1,4,23,2,3,23,3,3,23,3,3,23,3,3
SEIR01_sl1000_mr025_nv20_19,48,3,5,49,3,4,49,3,4,50,3,3,50,3,3,50,3,3
SEIR01_sl1000_mr025_nv20_2,28,2,14,38,3,4,38,3,4,38,5,4,38,4,4,38,3,4
SEIR01_sl1000_mr025_nv20_20,18,4,13,27,2,4,28,4,3,26,6,5,26,3,5,0,0,31
SEIR01_sl1000_mr025_nv20_3,15,3,6,15,1,6,17,1,4,19,3,2,19,3,2,20,1,1
SEIR01_sl1000_mr025_nv20_4,6,1,2,4,1,4,6,1,2,6,2,2,6,2,2,5,2,3
SEIR01_sl1000_mr025_nv20_5,27,2,6,29,0,4,29,0,4,28,5,5,28,5,5,29,2,4
SEIR01_sl1000_mr025_nv20_6,11,0,0,10,0,1,11,0,0,11,1,0,11,1,0,11,1,0
SEIR01_sl1000_mr025_nv20_7,11,0,6,14,0,3,15,0,2,15,2,2,14,2,3,14,0,3
SEIR01_sl1000_mr025_nv20_8,3,1,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2
SEIR01_sl1000_mr025_nv20_9,11,0,1,11,0,1,11,0,1,11,1,1,11,0,1,11,0,1
SEIR01_sl1000_mr025_nv5_1,24,2,17,34,3,7,34,3,7,31,10,10,28,6,13,33,2,8
SEIR01_sl1000_mr025_nv5_10,9,0,24,20,0,13,22,1,11,28,6,5,23,3,10,21,0,12
SEIR01_sl1000_mr025_nv5_11,9,2,10,11,0,8,11,1,8,15,5,4,12,3,7,12,0,7
SEIR01_sl1000_mr025_nv5_12,6,2,13,11,2,8,11,2,8,15,4,4,12,4,7,12,2,7
SEIR01_sl1000_mr025_nv5_13,9,0,3,8,0,4,8,2,4,11,1,1,11,1,1,10,1,2
SEIR01_sl1000_mr025_nv5_14,14,3,6,18,0,2,18,0,2,18,4,2,16,5,4,18,2,2
SEIR01_sl1000_mr025_nv5_15,11,3,16,22,4,5,22,4,5,20,8,7,18,6,9,18,4,9
SEIR01_sl1000_mr025_nv5_16,10,1,8,13,0,5,13,0,5,17,1,1,17,1,1,18,0,0
SEIR01_sl1000_mr025_nv5_17,4,1,7,8,1,3,8,1,3,9,2,2,9,2,2,10,1,1
SEIR01_sl1000_mr025_nv5_18,25,4,22,36,4,11,36,5,11,36,11,11,31,4,16,38,4,9
SEIR01_sl1000_mr025_nv5_19,40,1,18,50,5,8,51,5,7,54,4,4,53,3,5,50,1,8
SEIR01_sl1000_mr025_nv5_2,5,3,11,13,1,3,13,1,3,10,7,6,10,3,6,13,1,3
SEIR01_sl1000_mr025_nv5_20,11,2,13,15,0,9,15,0,9,15,9,9,15,7,9,17,1,7
SEIR01_sl1000_mr025_nv5_3,6,2,4,7,1,3,8,1,2,9,2,1,8,2,2,8,1,2
SEIR01_sl1000_mr025_nv5_4,26,3,24,36,9,14,39,10,11,38,12,12,35,7,15,36,4,14
SEIR01_sl1000_mr025_nv5_5,17,1,34,39,9,12,40,9,11,33,21,18,32,7,19,28,2,23
SEIR01_sl1000_mr025_nv5_6,4,2,4,5,2,3,5,2,3,5,3,3,5,3,3,5,3,3
SEIR01_sl1000_mr025_nv5_7,8,0,2,8,0,2,8,0,2,9,1,1,9,1,1,9,0,1
SEIR01_sl1000_mr025_nv5_8,12,2,11,16,1,7,18,1,5,21,2,2,20,2,3,18,1,5
SEIR01_sl1000_mr025_nv5_9,3,0,6,5,1,4,5,1,4,8,1,1,8,1,1,6,1,3
SEIR01_sl1000_mr05_nv10_1,6,1,7,10,1,3,10,1,3,9,4,4,9,2,4,10,1,3
SEIR01_sl1000_mr05_nv10_10,6,1,1,6,1,1,6,1,1,6,1,1,6,1,1,6,1,1
SEIR01_sl1000_mr05_nv10_11,22,5,10,25,2,7,26,2,6,25,10,7,25,8,7,28,2,4
SEIR01_sl1000_mr05_nv10_12,41,3,17,44,4,14,47,4,11,50,9,8,47,3,11,43,4,15
SEIR01_sl1000_mr05_nv10_13,2,1,6,5,1,3,5,1,3,7,1,1,7,1,1,7,1,1
SEIR01_sl1000_mr05_nv10_14,24,2,15,33,0,6,34,0,5,29,11,10,32,3,7,27,0,12
SEIR01_sl1000_mr05_nv10_15,11,1,5,12,1,4,12,1,4,14,2,2,13,2,3,15,1,1
SEIR01_sl1000_mr05_nv10_16,19,1,3,21,1,1,21,1,1,21,1,1,21,1,1,21,1,1
SEIR01_sl1000_mr05_nv10_17,13,1,9,21,2,1,21,3,1,20,3,2,20,1,2,20,1,2
SEIR01_sl1000_mr05_nv10_18,42,4,14,49,1,7,50,1,6,49,8,7,48,7,8,52,1,4
SEIR01_sl1000_mr05_nv10_19,3,0,4,4,0,3,4,0,3,4,4,3,4,2,3,4,0,3
SEIR01_sl1000_mr05_nv10_2,7,1,1,6,1,2,6,1,2,8,1,0,8,1,0,7,1,1
SEIR01_sl1000_mr05_nv10_20,37,2,15,46,2,6,48,2,4,43,10,9,43,3,9,45,1,7
SEIR01_sl1000_mr05_nv10_3,15,2,10,17,4,8,17,4,8,21,4,4,20,2,5,17,2,8
SEIR01_sl1000_mr05_nv10_4,7,2,4,7,0,4,8,0,3,8,4,3,8,4,3,8,2,3
SEIR01_sl1000_mr05_nv10_5,14,2,4,16,1,2,16,1,2,16,2,2,16,2,2,16,2,2
SEIR01_sl1000_mr05_nv10_6,22,4,18,36,1,4,36,1,4,34,6,6,32,4,8,35,2,5
SEIR01_sl1000_mr05_nv10_7,32,6,14,34,3,12,34,4,12,37,10,9,37,9,9,35,2,11
SEIR01_sl1000_mr05_nv10_8,7,1,1,7,1,1,7,1,1,7,1,1,7,1,1,7,1,1
SEIR01_sl1000_mr05_nv10_9,17,1,9,24,0,2,24,1,2,24,2,2,24,2,2,22,1,4
SIR003_sl1000_mr025_nv10_1,9,1,5,10,3,4,10,3,4,10,4,4,10,3,4,10,3,4
SIR003_sl1000_mr025_nv10_10,8,2,5,11,1,2,11,1,2,9,4,4,9,3,4,11,1,2
SIR003_sl1000_mr025_nv10_11,14,1,16,19,7,11,19,7,11,19,11,11,17,6,13,18,5,12
SIR003_sl1000_mr025_nv10_12,31,2,18,38,4,11,40,6,9,39,11,10,38,4,11,38,1,11
SIR003_sl1000_mr025_nv10_13,3,1,8,4,2,7,4,2,7,6,5,5,4,2,7,4,2,7
SIR003_sl1000_mr025_nv10_14,7,0,8,10,1,5,10,1,5,13,2,2,12,1,3,12,1,3
SIR003_sl1000_mr025_nv10_15,11,2,13,14,1,10,14,1,10,17,7,7,14,6,10,14,2,10
SIR003_sl1000_mr025_nv10_16,7,1,10,10,3,7,10,3,7,11,6,6,11,3,6,10,1,7
SIR003_sl1000_mr025_nv10_17,17,3,6,17,2,6,18,2,5,18,6,5,18,4,5,18,1,5
SIR003_sl1000_mr025_nv10_18,2,0,3,2,0,3,2,0,3,5,0,0,5,0,0,5,0,0
SIR003_sl1000_mr025_nv10_19,10,1,14,12,4,12,13,4,11,19,5,5,17,5,7,14,4,10
SIR003_sl1000_mr025_nv10_2,14,2,5,15,0,4,16,0,3,17,3,2,14,2,5,15,0,4
SIR003_sl1000_mr025_nv10_20,3,1,6,6,1,3,6,1,3,7,2,2,6,2,3,7,2,2
SIR003_sl1000_mr025_nv10_3,19,0,7,19,0,7,19,0,7,20,6,6,19,1,7,19,0,7
SIR003_sl1000_mr025_nv10_4,15,0,16,21,7,10,21,7,10,23,8,8,20,3,11,20,2,11
SIR003_sl1000_mr025_nv10_5,5,1,2,4,0,3,4,0,3,6,1,1,5,1,2,5,1,2
SIR003_sl1000_mr025_nv10_6,13,1,10,15,6,8,15,6,8,16,7,7,15,4,8,14,3,9
SIR003_sl1000_mr025_nv10_7,6,2,10,9,4,7,9,4,7,9,7,7,8,6,8,9,4,7
SIR003_sl1000_mr025_nv10_8,10,0,5,11,1,4,11,1,4,13,2,2,13,2,2,12,1,3
SIR003_sl1000_mr025_nv10_9,14,1,14,15,6,13,15,6,13,19,9,9,17,5,11,16,3,12
SIR003_sl1000_mr05_nv10_1,9,2,8,11,0,6,11,0,6,10,7,7,10,6,7,12,0,5
SIR003_sl1000_mr05_nv10_10,10,0,3,10,0,3,10,0,3,11,2,2,11,2,2,11,1,2
SIR003_sl1000_mr05_nv10_11,17,4,18,22,7,13,22,7,13,24,11,11,22,10,13,23,6,12
SIR003_sl1000_mr05_nv10_12,37,1,18,42,9,13,42,10,13,43,12,12,42,7,13,40,3,15
SIR003_sl1000_mr05_nv10_13,30,1,26,39,10,17,40,11,16,46,10,10,40,7,16,40,6,16
SIR003_sl1000_mr05_nv10_14,7,0,3,9,0,1,9,0,1,10,0,0,10,0,0,9,0,1
SIR003_sl1000_mr05_nv10_15,8,0,5,9,1,4,9,1,4,11,2,2,10,1,3,10,1,3
SIR003_sl1000_mr05_nv10_16,15,1,10,18,5,7,18,5,7,21,5,4,19,5,6,17,3,8
SIR003_sl1000_mr05_nv10_17,5,1,9,6,2,8,6,2,8,7,7,7,6,2,8,6,2,8
SIR003_sl1000_mr05_nv10_18,14,1,9,15,1,8,15,1,8,17,6,6,17,3,6,17,3,6
SIR003_sl1000_mr05_nv10_19,25,5,12,29,1,8,29,1,8,29,9,8,26,9,11,32,1,5
SIR003_sl1000_mr05_nv10_2,10,0,5,11,1,4,11,1,4,14,1,1,14,1,1,14,1,1
SIR003_sl1000_mr05_nv10_20,2,0,7,3,5,6,3,5,6,4,5,5,2,1,7,4,1,5
SIR003_sl1000_mr05_nv10_3,6,0,4,7,1,3,7,1,3,8,2,2,7,2,3,7,1,3
SIR003_sl1000_mr05_nv10_4,9,1,4,9,1,4,9,1,4,11,2,2,11,2,2,11,1,2
SIR003_sl1000_mr05_nv10_5,10,3,36,24,13,22,24,14,22,20,26,26,20,16,26,22,9,24
SIR003_sl1000_mr05_nv10_6,10,1,11,11,2,10,11,3,10,16,5,5,13,6,8,14,4,7
SIR003_sl1000_mr05_nv10_7,17,0,6,19,2,4,19,2,4,20,3,3,19,2,4,19,2,4
SIR003_sl1000_mr05_nv10_8,23,0,23,36,7,10,36,7,10,33,13,13,31,3,15,35,6,11
