unique.split,parent.split,host,parent.host
579,unassigned_region-SPLIT1,579,unassigned_region
731,579,731,579
543,731,543,731
333,579,333,579
834,579,834,579
485,unassigned_region-SPLIT2,485,unassigned_region
513,unassigned_region-SPLIT2,513,unassigned_region
410,834,410,834
914,unassigned_region-SPLIT3,914,unassigned_region
157,unassigned_region-SPLIT3,157,unassigned_region
957,unassigned_region-SPLIT4,957,unassigned_region
182,unassigned_region-SPLIT4,182,unassigned_region
286,unassigned_region-SPLIT5,286,unassigned_region
573,unassigned_region-SPLIT5,573,unassigned_region
158,579,158,579
746,unassigned_region-SPLIT7,746,unassigned_region
620,unassigned_region-SPLIT7,620,unassigned_region
117,unassigned_region-SPLIT7,117,unassigned_region
844,unassigned_region-SPLIT6,844,unassigned_region
275,844,275,844
556,844,556,844
974,844,974,844
809,844,809,844
462,844,462,844
701,844,701,844
232,unassigned_region-SPLIT8,232,unassigned_region
192,unassigned_region-SPLIT8,192,unassigned_region
363,unassigned_region-SPLIT6,363,unassigned_region
185,unassigned_region-SPLIT1,185,unassigned_region
368,185,368,185
659,185,659,185
551,185,551,185
203,185,203,185
181,185,181,185
386,unassigned_region-SPLIT9,386,unassigned_region
854,unassigned_region-SPLIT9,854,unassigned_region
136,854,136,854
787,854,787,854
395,854,395,854
405,185,405,185
201,185,201,185
522,unassigned_region-SPLIT10,522,unassigned_region
204,unassigned_region-SPLIT10,204,unassigned_region
402,185,402,185
436,185,436,185
100,185,100,185
525,unassigned_region-SPLIT11,525,unassigned_region
478,unassigned_region-SPLIT11,478,unassigned_region
867,unassigned_region-SPLIT11,867,unassigned_region
588,unassigned_region-SPLIT11,588,unassigned_region
217,185,217,185
334,185,334,185
295,185,295,185
254,unassigned_region-SPLIT1,254,unassigned_region
142,unassigned_region-SPLIT1,142,unassigned_region
649,unassigned_region-SPLIT1,649,unassigned_region
163,649,163,649
unassigned_region-SPLIT1,root,unassigned_region,root
unassigned_region-SPLIT2,834,unassigned_region,834
unassigned_region-SPLIT3,834,unassigned_region,834
unassigned_region-SPLIT4,834,unassigned_region,834
unassigned_region-SPLIT5,834,unassigned_region,834
unassigned_region-SPLIT6,185,unassigned_region,185
unassigned_region-SPLIT7,844,unassigned_region,844
unassigned_region-SPLIT8,844,unassigned_region,844
unassigned_region-SPLIT9,185,unassigned_region,185
unassigned_region-SPLIT10,185,unassigned_region,185
unassigned_region-SPLIT11,185,unassigned_region,185
