unique.split,parent.split,host,parent.host
9,unassigned_region-SPLIT1,9,unassigned_region
13-SPLIT1,9,13,9
27-SPLIT1,9,27,9
13-SPLIT2,9,13,9
2-SPLIT5,13-SPLIT2,2,13
2-SPLIT1,4-SPLIT1,2,4
2-SPLIT2,4-SPLIT1,2,4
8-SPLIT1,2-SPLIT2,8,2
4-SPLIT1,2-SPLIT5,4,2
8-SPLIT2,4-SPLIT1,8,4
2-SPLIT3,unassigned_region-SPLIT2,2,unassigned_region
8-SPLIT3,unassigned_region-SPLIT2,8,unassigned_region
8-SPLIT4,4-SPLIT1,8,4
2-SPLIT4,4-SPLIT1,2,4
8-SPLIT5,4-SPLIT1,8,4
27-SPLIT2,9,27,9
21-SPLIT1,9,21,9
4-SPLIT2,9,4,9
34-SPLIT1,unassigned_region-SPLIT1,34,unassigned_region
20-SPLIT1,unassigned_region-SPLIT1,20,unassigned_region
1-SPLIT1,unassigned_region-SPLIT1,1,unassigned_region
34-SPLIT2,21-SPLIT11,34,21
21-SPLIT11,35-SPLIT6,21,35
28-SPLIT1,21-SPLIT11,28,21
1-SPLIT2,21-SPLIT11,1,21
35-SPLIT1,21-SPLIT11,35,21
2-SPLIT6,unassigned_region-SPLIT3,2,unassigned_region
22-SPLIT1,2-SPLIT6,22,2
21-SPLIT2,2-SPLIT6,21,2
1-SPLIT3,unassigned_region-SPLIT3,1,unassigned_region
28-SPLIT10,21-SPLIT11,28,21
35-SPLIT2,28-SPLIT10,35,28
22-SPLIT2,28-SPLIT10,22,28
21-SPLIT3,22-SPLIT2,21,22
2-SPLIT7,22-SPLIT2,2,22
20-SPLIT2,unassigned_region-SPLIT4,20,unassigned_region
16-SPLIT1,unassigned_region-SPLIT4,16,unassigned_region
35-SPLIT3,22-SPLIT2,35,22
35-SPLIT4,22-SPLIT2,35,22
16-SPLIT2,7-SPLIT1,16,7
7-SPLIT1,22-SPLIT2,7,22
20-SPLIT3,7-SPLIT1,20,7
21-SPLIT4,28-SPLIT10,21,28
15-SPLIT1,unassigned_region-SPLIT5,15,unassigned_region
16-SPLIT3,unassigned_region-SPLIT5,16,unassigned_region
21-SPLIT5,16-SPLIT3,21,16
22-SPLIT3,16-SPLIT3,22,16
1-SPLIT6,unassigned_region-SPLIT5,1,unassigned_region
35-SPLIT5,1-SPLIT6,35,1
28-SPLIT2,35-SPLIT5,28,35
10-SPLIT1,unassigned_region-SPLIT6,10,unassigned_region
28-SPLIT3,unassigned_region-SPLIT6,28,unassigned_region
21-SPLIT7,35-SPLIT5,21,35
20-SPLIT4,unassigned_region-SPLIT7,20,unassigned_region
28-SPLIT4,unassigned_region-SPLIT7,28,unassigned_region
10-SPLIT2,unassigned_region-SPLIT7,10,unassigned_region
1-SPLIT4,7-SPLIT2,1,7
7-SPLIT2,21-SPLIT7,7,21
21-SPLIT6,7-SPLIT2,21,7
22-SPLIT4,21-SPLIT6,22,21
22-SPLIT5,7-SPLIT2,22,7
7-SPLIT3,unassigned_region-SPLIT8,7,unassigned_region
34-SPLIT3,unassigned_region-SPLIT8,34,unassigned_region
10-SPLIT3,1-SPLIT6,10,1
22-SPLIT6,unassigned_region-SPLIT9,22,unassigned_region
28-SPLIT5,unassigned_region-SPLIT9,28,unassigned_region
20-SPLIT5,1-SPLIT6,20,1
21-SPLIT8,unassigned_region-SPLIT10,21,unassigned_region
7-SPLIT4,unassigned_region-SPLIT10,7,unassigned_region
28-SPLIT6,22-SPLIT7,28,22
22-SPLIT7,10-SPLIT5,22,10
16-SPLIT4,10-SPLIT4,16,10
10-SPLIT4,unassigned_region-SPLIT11,10,unassigned_region
21-SPLIT9,10-SPLIT4,21,10
2-SPLIT8,10-SPLIT4,2,10
1-SPLIT5,unassigned_region-SPLIT11,1,unassigned_region
10-SPLIT5,7-SPLIT4,10,7
16-SPLIT5,10-SPLIT5,16,10
28-SPLIT7,10-SPLIT5,28,10
22-SPLIT8,7-SPLIT4,22,7
22-SPLIT9,20-SPLIT5,22,20
28-SPLIT8,20-SPLIT5,28,20
7-SPLIT5,unassigned_region-SPLIT12,7,unassigned_region
21-SPLIT10,unassigned_region-SPLIT12,21,unassigned_region
12,unassigned_region-SPLIT12,12,unassigned_region
18,12,18,12
4-SPLIT3,12,4,12
2-SPLIT9,unassigned_region-SPLIT12,2,unassigned_region
20-SPLIT6,2-SPLIT9,20,2
28-SPLIT9,unassigned_region-SPLIT13,28,unassigned_region
15-SPLIT2,unassigned_region-SPLIT13,15,unassigned_region
34-SPLIT4,2-SPLIT9,34,2
10-SPLIT6,21-SPLIT11,10,21
35-SPLIT6,unassigned_region-SPLIT1,35,unassigned_region
34-SPLIT5,35-SPLIT6,34,35
unassigned_region-SPLIT1,root,unassigned_region,root
unassigned_region-SPLIT2,4-SPLIT1,unassigned_region,4
unassigned_region-SPLIT3,21-SPLIT11,unassigned_region,21
unassigned_region-SPLIT4,22-SPLIT2,unassigned_region,22
unassigned_region-SPLIT5,28-SPLIT10,unassigned_region,28
unassigned_region-SPLIT6,21-SPLIT7,unassigned_region,21
unassigned_region-SPLIT7,7-SPLIT2,unassigned_region,7
unassigned_region-SPLIT8,35-SPLIT5,unassigned_region,35
unassigned_region-SPLIT9,10-SPLIT3,unassigned_region,10
unassigned_region-SPLIT10,20-SPLIT5,unassigned_region,20
unassigned_region-SPLIT11,22-SPLIT7,unassigned_region,22
unassigned_region-SPLIT12,1-SPLIT6,unassigned_region,1
unassigned_region-SPLIT13,2-SPLIT9,unassigned_region,2
