unique.split,parent.split,host,parent.host
9-SPLIT1,unassigned_region-SPLIT1,9,unassigned_region
28-SPLIT3,unassigned_region-SPLIT1,28,unassigned_region
16-SPLIT1,unassigned_region-SPLIT2,16,unassigned_region
20-SPLIT1,unassigned_region-SPLIT2,20,unassigned_region
13-SPLIT1,unassigned_region-SPLIT2,13,unassigned_region
9-SPLIT2,unassigned_region-SPLIT2,9,unassigned_region
35-SPLIT1,unassigned_region-SPLIT2,35,unassigned_region
1-SPLIT1,28-SPLIT3,1,28
12,28-SPLIT3,12,28
4-SPLIT1,12,4,12
35-SPLIT2,28-SPLIT3,35,28
7-SPLIT1,unassigned_region-SPLIT3,7,unassigned_region
18-SPLIT1,unassigned_region-SPLIT3,18,unassigned_region
20-SPLIT2,7-SPLIT2,20,7
7-SPLIT2,28-SPLIT3,7,28
28-SPLIT1,7-SPLIT2,28,7
1-SPLIT2,7-SPLIT2,1,7
7-SPLIT3,16-SPLIT2,7,16
18-SPLIT2,16-SPLIT2,18,16
20-SPLIT3,16-SPLIT2,20,16
16-SPLIT2,28-SPLIT3,16,28
18-SPLIT3,16-SPLIT2,18,16
35-SPLIT3,1-SPLIT3,35,1
1-SPLIT3,28-SPLIT3,1,28
9-SPLIT3,1-SPLIT3,9,1
16-SPLIT3,20-SPLIT4,16,20
35-SPLIT4,unassigned_region-SPLIT4,35,unassigned_region
28-SPLIT2,unassigned_region-SPLIT4,28,unassigned_region
18-SPLIT4,unassigned_region-SPLIT4,18,unassigned_region
20-SPLIT4,9-SPLIT3,20,9
18-SPLIT5,unassigned_region-SPLIT5,18,unassigned_region
35-SPLIT5,unassigned_region-SPLIT5,35,unassigned_region
10-SPLIT1,1-SPLIT3,10,1
15-SPLIT1,28-SPLIT3,15,28
9-SPLIT4,unassigned_region-SPLIT6,9,unassigned_region
10-SPLIT2,unassigned_region-SPLIT6,10,unassigned_region
16-SPLIT4,unassigned_region-SPLIT6,16,unassigned_region
22-SPLIT3,2-SPLIT1,22,2
21-SPLIT1,22-SPLIT3,21,22
22-SPLIT1,21-SPLIT1,22,21
21-SPLIT2,22-SPLIT3,21,22
22-SPLIT2,21-SPLIT2,22,21
2-SPLIT1,unassigned_region-SPLIT6,2,unassigned_region
18-SPLIT6,unassigned_region-SPLIT1,18,unassigned_region
21-SPLIT3,unassigned_region-SPLIT1,21,unassigned_region
10-SPLIT3,unassigned_region-SPLIT1,10,unassigned_region
2-SPLIT2,unassigned_region-SPLIT7,2,unassigned_region
21-SPLIT4,2-SPLIT2,21,2
21-SPLIT5,unassigned_region-SPLIT7,21,unassigned_region
22-SPLIT4,10-SPLIT3,22,10
34-SPLIT2,unassigned_region-SPLIT1,34,unassigned_region
21-SPLIT6,34-SPLIT2,21,34
13-SPLIT2,21-SPLIT7,13,21
27,21-SPLIT7,27,21
2-SPLIT4,27,2,27
2-SPLIT3,8-SPLIT1,2,8
8-SPLIT1,2-SPLIT4,8,2
4-SPLIT2,8-SPLIT1,4,8
4-SPLIT3,2-SPLIT4,4,2
4-SPLIT4,2-SPLIT4,4,2
4-SPLIT5,2-SPLIT4,4,2
4-SPLIT6,2-SPLIT4,4,2
8-SPLIT2,4-SPLIT6,8,4
8-SPLIT3,2-SPLIT4,8,2
4-SPLIT7,2-SPLIT4,4,2
21-SPLIT7,34-SPLIT2,21,34
34-SPLIT1,21-SPLIT7,34,21
1-SPLIT4,unassigned_region-SPLIT1,1,unassigned_region
13-SPLIT3,unassigned_region-SPLIT1,13,unassigned_region
20-SPLIT5,9-SPLIT5,20,9
15-SPLIT2,9-SPLIT5,15,9
9-SPLIT5,unassigned_region-SPLIT1,9,unassigned_region
4-SPLIT8,9-SPLIT5,4,9
16-SPLIT5,unassigned_region-SPLIT9,16,unassigned_region
7-SPLIT4,unassigned_region-SPLIT9,7,unassigned_region
35-SPLIT6,unassigned_region-SPLIT8,35,unassigned_region
10-SPLIT4,unassigned_region-SPLIT8,10,unassigned_region
20-SPLIT6,unassigned_region-SPLIT8,20,unassigned_region
28-SPLIT4,unassigned_region-SPLIT8,28,unassigned_region
7-SPLIT5,unassigned_region-SPLIT8,7,unassigned_region
1-SPLIT5,unassigned_region-SPLIT8,1,unassigned_region
10-SPLIT5,unassigned_region-SPLIT1,10,unassigned_region
7-SPLIT6,unassigned_region-SPLIT1,7,unassigned_region
unassigned_region-SPLIT1,root,unassigned_region,root
unassigned_region-SPLIT2,28-SPLIT3,unassigned_region,28
unassigned_region-SPLIT3,35-SPLIT2,unassigned_region,35
unassigned_region-SPLIT4,20-SPLIT4,unassigned_region,20
unassigned_region-SPLIT5,9-SPLIT3,unassigned_region,9
unassigned_region-SPLIT6,28-SPLIT3,unassigned_region,28
unassigned_region-SPLIT7,22-SPLIT4,unassigned_region,22
unassigned_region-SPLIT8,9-SPLIT5,unassigned_region,9
unassigned_region-SPLIT9,35-SPLIT6,unassigned_region,35
